volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
48809,2095855,43.2,43.2,42.6,43.0,41,41.6,43.8,63.63636364,70.55946005,72.26897627,75.68800871,1
45025,1929519,43.1,43.1,42.75,42.85,36,41.8,43.8,52.5,64.53964003,69.69253086,79.99831251,0
28528,1223147,42.85,42.95,42.8,42.95,30,42.45,43.8,37.03703704,55.3721057,64.9190558,84.01295601,0
73046,3127914,42.85,42.95,42.75,42.8,60,42.6,43.8,16.66666667,42.47029269,57.43613477,87.36781892,1
68506,2941832,42.8,43.15,42.8,43.15,63,42.6,43.8,45.83333333,43.59130624,52.82119192,71.28096329,0
58400,2515889,43.15,43.25,42.7,43.1,42,42.6,43.25,76.92307692,54.70189647,53.44809344,50.94048738,1
37035,1590605,43.1,43.1,42.85,43.1,37,42.6,43.25,76.92307692,62.10895662,56.33504783,44.78723026,0
32880,1416540,42.95,43.15,42.95,43.15,47,42.6,43.25,84.61538462,69.61109928,60.76039832,43.05899638,0
19106,823562,43.1,43.2,43.0,43.05,26,42.6,43.25,69.23076923,69.4843226,63.66837308,52.03647403,0
54824,2368322,43.05,43.3,43.05,43.3,55,42.7,43.3,100.0,79.65621507,68.99765374,47.68053109,1
28975,1253671,43.1,43.35,43.1,43.35,27,42.7,43.35,100.0,86.43747671,74.81092806,51.55783077,1
30060,1295485,43.35,43.35,42.95,43.2,25,42.7,43.35,76.92307692,83.26601011,77.62928875,66.35584601,0
32047,1381929,43.2,43.2,43.0,43.2,30,42.7,43.35,76.92307692,81.15169905,78.80342552,74.10687844,0
569800,25067995,42.8,44.7,42.6,44.0,402,42.6,44.7,66.66666667,76.32335492,77.97673532,81.28349611,0
969134,43117177,44.5,44.75,44.2,44.35,601,42.6,44.75,81.39534884,78.01401956,77.9891634,77.93945107,0
227954,10080067,44.5,44.5,44.0,44.2,177,42.6,44.75,74.41860465,76.81554792,77.59795824,79.16277887,0
161008,7035444,43.6,44.1,43.5,43.65,118,42.6,44.75,48.8372093,67.48943505,74.22845051,87.70648143,0
181874,7900776,43.5,43.85,43.35,43.45,106,42.6,44.75,39.53488372,58.17125127,68.87605077,90.28564975,1
87009,3777237,43.4,43.6,43.3,43.55,70,42.6,44.75,44.18604651,53.50951635,63.75387263,84.24258518,0
56441,2457355,43.75,43.75,43.45,43.55,50,42.6,44.75,44.18604651,50.40169307,59.30314611,77.10605218,0
245051,10723033,43.6,44.0,43.6,44.0,102,42.6,44.75,65.11627907,55.30655507,57.9709491,63.29973715,0
65137,2860616,44.2,44.2,43.7,43.9,58,42.6,44.75,60.46511628,57.02607547,57.65599122,58.91582272,0
55466,2436824,43.9,44.0,43.8,44.0,60,43.3,44.75,48.27586207,54.10933767,56.47377337,61.20264477,0
69261,3026700,43.9,44.0,43.6,43.65,64,43.3,44.5,29.16666667,45.795114,52.91422025,67.15243274,0
158035,6858421,43.65,43.65,43.25,43.5,102,43.25,44.2,26.31578947,39.30200583,48.37681544,66.52643467,1
38696,1673621,43.3,43.5,43.15,43.35,34,43.15,44.2,19.04761905,32.55054357,43.10139148,64.20308732,0
77417,3352213,43.35,43.4,43.2,43.4,57,43.15,44.2,23.80952381,29.63687031,38.61321776,56.56591265,1
55314,2401517,43.3,43.55,43.25,43.5,57,43.15,44.2,33.33333333,30.86902465,36.03182006,46.35741087,0
32301,1402159,43.5,43.55,43.2,43.35,38,43.15,44.2,19.04761905,26.92855612,32.99739875,45.135084,0
40344,1740976,43.35,43.35,43.1,43.1,43,43.1,44.2,0.0,17.95237075,27.98238941,48.04242674,0
117090,5035809,43.05,43.1,42.95,42.95,79,42.95,44.0,0.0,11.96824716,22.644342,43.99653166,1
34063,1463159,43.0,43.0,42.85,43.0,30,42.85,44.0,13.04347826,12.32665753,19.20511384,32.96202646,0
50227,2152362,42.95,42.95,42.75,42.8,41,42.75,43.65,5.555555556,10.06962354,16.15995041,28.34060414,0
103636,4410515,42.75,42.75,42.45,42.45,69,42.45,43.55,0.0,6.713082359,13.01099439,25.60681845,0
51471,2177369,42.0,42.45,42.0,42.45,35,42.0,43.55,29.03225806,14.15280759,13.39159879,11.86918119,1
52988,2241840,42.5,42.5,42.15,42.25,36,42.0,43.55,16.12903226,14.81154915,13.86491558,11.97164843,0
20038,847906,42.6,42.6,42.2,42.3,18,42.0,43.55,19.35483871,16.325979,14.68527005,11.40385215,0
37692,1596617,42.1,42.55,42.1,42.55,32,42.0,43.35,40.74074074,24.46423292,17.94492434,4.90630719,0
69843,2958586,42.05,42.7,42.05,42.6,57,42.0,43.1,54.54545455,34.49130679,23.46038516,1.398541888,1
29104,1236429,42.4,42.6,42.4,42.55,20,42.0,43.0,55.0,41.32753786,29.41610273,5.593232453,0
22001,933492,42.4,42.55,42.4,42.4,14,42.0,42.95,42.10526316,41.58677963,33.47299503,17.24542582,1
82303,3484531,42.3,42.55,42.25,42.35,35,42.0,42.75,46.66666667,43.28007531,36.74202179,23.66591474,0
148070,6233060,42.3,42.4,41.95,42.05,75,41.95,42.7,13.33333333,33.29782798,35.59395718,40.18621559,1
95500,3991972,41.9,41.9,41.7,41.75,74,41.7,42.7,5.0,23.86521865,31.68437767,47.32269571,1
52098,2177992,41.7,41.95,41.7,41.8,34,41.7,42.7,10.0,19.2434791,27.53741148,44.12527625,0
87953,3677176,41.9,41.95,41.7,41.8,68,41.7,42.7,10.0,16.1623194,23.74571412,38.91250357,1
100102,4171713,41.7,41.75,41.6,41.65,55,41.6,42.7,4.545454545,12.29003112,19.92715312,35.20139713,1
94274,3920432,41.7,41.7,41.5,41.55,65,41.5,42.6,4.545454545,9.708505593,16.52093728,30.14580065,0
72600,3019790,41.55,41.65,41.55,41.65,29,41.5,42.55,14.28571429,11.23424182,14.75870546,21.80763273,0
129880,5417561,41.55,41.8,41.55,41.75,57,41.5,42.55,23.80952381,15.42600249,14.9811378,14.09140843,1
83024,3459904,41.7,41.7,41.6,41.7,41,41.5,42.4,22.22222222,17.69140906,15.88456156,12.27086654,1
344116,14334646,41.7,41.9,41.5,41.65,78,41.5,41.95,33.33333333,22.90538382,18.22483564,8.863739292,1
110955,4629318,41.7,41.85,41.65,41.65,73,41.5,41.95,33.33333333,26.38136699,20.94367943,10.0683043,1
55617,2318526,41.8,41.8,41.6,41.8,38,41.5,41.95,66.66666667,39.80980022,27.23238636,2.077558637,1
92842,3882335,41.75,41.95,41.7,41.95,72,41.5,41.95,100.0,59.87320014,38.11265762,-5.408427431,0
62684,2632209,41.95,42.05,41.95,41.95,56,41.5,42.05,81.81818182,67.18819404,47.80450309,9.037121203,0
44000,1844750,42.0,42.05,41.8,42.0,34,41.5,42.05,90.90909091,75.09515966,56.90138861,20.51384652,0
63500,2670099,42.0,42.15,42.0,42.1,46,41.5,42.15,92.30769231,80.83267054,64.87848259,32.97010669,0
64049,2685601,41.9,42.05,41.9,41.9,46,41.5,42.15,61.53846154,74.40126754,68.05274424,55.35569764,0
57000,2387400,41.95,41.95,41.8,41.9,44,41.5,42.15,61.53846154,70.11366554,68.73971801,65.99182294,0
66518,2787702,42.0,42.0,41.85,41.95,43,41.6,42.15,63.63636364,67.95456491,68.47800031,69.52487111,0
104408,4406065,42.0,42.4,42.0,42.25,81,41.6,42.4,81.25,72.3863766,69.78079241,64.56962401,0
47014,1983587,42.3,42.4,42.1,42.15,46,41.7,42.4,64.28571429,69.68615583,69.74924688,69.87542898,0
60401,2549772,42.15,42.3,42.15,42.2,48,41.8,42.4,66.66666667,68.67965944,69.39271773,70.81883432,0
129604,5489736,42.45,42.7,42.15,42.3,75,41.8,42.7,55.55555556,64.30495815,67.69679787,74.48047732,0
16979,717120,42.3,42.45,42.15,42.15,20,41.8,42.7,38.88888889,55.83293506,63.74217694,79.56066068,0
