X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2014,107/03/06,4716325,319049597,68.2,68.6,67.3,67.9,-0.3,2136,1,66.1,69.6,40.0,61.99033121,67.32862113,78.00520097,1
2015,107/03/07,7002167,480285626,68.0,69.0,67.7,68.25,1.5,2945,0,66.1,69.6,82.85714286,68.94593509,67.86772578,65.71130717,1
2016,107/03/08,2754821,189027720,68.9,68.9,68.5,68.17999999999999,-0.5,1577,0,66.3,69.6,66.66666667,68.18617895,67.97387684,67.54927262,1
2017,107/03/09,1726365,117960972,68.3,68.6,68.1,68.32000000000001,-0.3,1256,1,67.3,69.6,39.13043478,58.50093089,64.81622819,77.44682278,1
2018,107/03/12,6017910,417514739,69.0,69.7,68.5,68.6,1.4,3306,1,67.3,69.7,95.83333333,70.94506504,66.85917381,58.68739134,1
2019,107/03/13,4414304,306251766,69.0,69.8,68.3,68.74,0.2,2664,0,67.3,69.8,100.0,80.63004336,71.44946366,53.08830425,1
2020,107/03/14,5558191,383616379,69.5,69.5,68.6,68.77000000000001,-0.5,3596,0,67.3,69.8,80.0,80.42002891,74.43965207,62.47889841,1
2021,107/03/15,3431404,236927576,69.3,69.3,68.7,68.74000000000001,-0.3,1573,1,67.3,69.8,68.0,76.28001927,75.05310781,72.59928488,1
2022,107/03/16,18926505,1314654764,68.7,70.1,68.0,68.88,1.1,5078,0,67.3,70.1,100.0,84.18667951,78.09763171,65.9195361,1
2023,107/03/19,3901002,269165811,69.3,69.4,68.7,69.03,-0.8,2576,0,67.7,70.1,66.66666667,78.34667523,78.18064622,77.84858819,1
2024,107/03/20,6123015,418633900,69.2,69.2,68.1,69.08999999999999,-1.2,3562,1,68.0,70.1,4.761904762,53.81841841,70.05990361,102.542874,1
2025,107/03/21,6152781,420259485,68.5,68.8,67.9,69.07,0.7,3696,0,67.9,70.1,40.90909091,49.51530924,63.21170549,90.60449799,1
2026,107/03/22,7695883,525027294,68.6,68.8,67.7,69.08000000000001,-0.2,4681,0,67.7,70.1,37.5,45.51020616,57.31120571,80.91320482,0
2027,107/03/23,6623500,449256900,67.4,68.1,67.4,69.06,-0.6,3200,0,67.4,70.1,22.22222222,37.74754485,50.78998543,76.87486658,0
2028,107/03/26,5928576,400574168,68.0,68.0,67.3,68.9,0,3183,1,67.3,70.1,25.0,33.49836323,45.02611136,68.08160762,0
2029,107/03/27,5425818,370331924,68.2,68.7,68.0,68.74,0.2,3079,0,67.3,70.1,32.14285714,33.04652787,41.03291686,57.00569485,0
2030,107/03/28,8994723,611186166,68.2,68.3,67.7,68.60999999999999,-0.2,2081,1,67.3,70.1,25.0,30.36435191,37.47672855,51.70148181,0
2031,107/03/29,17148089,1184308871,69.1,70.0,68.3,68.53999999999999,0.3,8367,1,67.3,70.0,37.03703704,32.58858029,35.84734579,42.36487681,0
2032,107/03/30,6690954,460617007,68.9,69.3,68.3,68.38000000000001,0.2,3724,1,67.3,70.0,44.44444444,36.54053501,36.07840886,35.15415658,0
2033,107/03/31,2361599,163057832,68.8,69.3,68.5,68.35,0.5,1651,1,67.3,70.0,62.96296296,45.34801099,39.16827624,26.80880674,1
2034,107/04/02,3095714,214571510,69.2,69.5,69.1,68.48,0.4,2162,0,67.3,70.0,77.77777778,56.15793325,44.83149524,22.17861923,1
2035,107/04/03,8853532,605210103,69.0,69.1,68.1,68.42,-1.2,4951,1,67.3,70.0,33.33333333,48.54973328,46.07090792,41.11325721,0
2036,107/04/09,12352027,862290490,68.9,70.4,68.5,68.58,2,5826,1,67.3,70.4,93.5483871,63.54928455,51.89703347,28.59253129,1
2037,107/04/10,13892282,975482681,69.4,71.0,69.4,68.84,0.4,4925,1,67.7,71.0,87.87878788,71.65911899,58.48439531,32.13494794,1
2038,107/04/11,5963256,419967469,70.6,70.8,69.9,69.10999999999999,0.1,3917,1,67.7,71.0,90.90909091,78.0757763,65.01485564,38.89301432,1
