X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2013,107/03/06,2757847,167470487,61.1,61.4,60.5,61.4,0,1755,0,60.4,63.7,3.03030303,26.86699841,35.64849344,53.21148351,0
2014,107/03/07,4623573,276857821,59.5,60.5,58.6,61.46,0,2681,1,58.6,63.7,37.25490196,30.32963293,33.87553994,40.96735396,0
2015,107/03/08,2440595,149049463,60.7,61.4,60.7,61.269999999999996,0.6,1464,0,58.6,63.7,49.01960784,36.55962457,34.77023481,31.19145531,0
2016,107/03/09,3006523,184451049,61.9,61.9,61.0,61.17999999999999,0,1511,1,58.6,63.3,53.19148936,42.1035795,37.21468304,27.43689013,0
2017,107/03/12,3165753,195553649,61.4,62.2,61.4,61.129999999999995,0.9,1800,1,58.6,63.3,72.34042553,52.18252818,42.20396475,22.24683791,0
2018,107/03/13,7520534,473672330,62.2,63.9,62.0,61.21,1,4163,0,58.6,63.9,83.01886792,62.46130809,48.95641253,21.94662141,1
2019,107/03/14,2882699,179797579,62.7,62.9,62.1,61.34000000000001,-0.7,1705,0,58.6,63.9,69.81132075,64.91131231,54.27471246,33.00151275,0
2020,107/03/15,3053038,189112456,62.2,62.4,61.7,61.379999999999995,-0.5,1907,1,58.6,63.9,60.37735849,63.39999437,57.3164731,45.14943055,0
2021,107/03/16,7621493,475957538,61.6,63.2,61.5,61.50999999999999,0.5,3454,1,58.6,63.9,69.81132075,65.53710317,60.05668312,49.09584303,1
2022,107/03/19,2807951,175835106,62.3,63.1,62.2,61.7,0.1,1754,0,58.6,63.9,71.69811321,67.59077318,62.56804647,52.52259306,0
2023,107/03/20,2381697,147623279,61.6,62.3,61.6,61.85,-0.4,1492,1,60.7,63.9,40.625,58.60218212,61.24609169,66.53391083,1
2024,107/03/21,18176263,1183529368,62.3,67.6,62.3,62.55999999999999,5.6,10597,0,61.0,67.6,100.0,72.40145475,64.96454604,50.09072863,1
2025,107/03/22,22768263,1554657371,68.6,70.5,65.8,63.05,-1.6,13157,0,61.4,70.5,50.54945055,65.11745335,65.01551514,64.81163874,1
2026,107/03/23,8797230,564592771,64.0,64.9,63.5,63.33,-2.1,5191,0,61.5,70.5,26.66666667,52.30052445,60.77718491,77.73050583,1
2027,107/03/26,5218888,331659663,63.2,64.4,63.0,63.42999999999999,-0.9,3147,1,61.5,70.5,16.66666667,40.42257186,53.9923139,81.13179797,0
2028,107/03/27,29633001,1961510128,63.0,68.3,63.0,63.83,4,15330,0,61.5,70.5,61.11111111,47.31875161,51.76779313,60.66587618,1
2029,107/03/28,19471831,1304301726,67.0,68.6,65.3,64.22,-0.8,10210,1,61.5,70.5,52.22222222,48.95324181,50.82960936,54.58234445,1
2030,107/03/29,8662294,577101578,66.1,67.3,66.1,64.67,0.1,4959,0,61.6,70.5,52.80898876,50.2384908,50.63256984,51.42072792,1
2031,107/03/30,7291542,488721431,67.0,68.0,66.3,65.07000000000001,0,4130,1,61.6,70.5,52.80898876,51.09532345,50.78682104,50.16981623,1
2032,107/03/31,12529615,852230561,67.0,68.7,66.5,65.64,1.8,6945,0,62.3,70.5,70.73170732,57.64078474,53.07147561,43.93285735,1
2033,107/04/02,13168038,906305157,69.0,70.4,67.3,66.17,-0.8,7206,1,63.0,70.5,57.33333333,57.53830094,54.56041739,48.60465028,0
2034,107/04/03,7789056,523865265,67.0,67.8,66.5,66.17,0.3,4335,0,63.0,70.4,62.16216216,59.07958801,56.06680759,50.04124676,1
2035,107/04/09,9464548,642941116,70.0,70.0,66.2,66.22,-1.1,5205,0,63.0,70.4,47.2972973,55.15215777,55.76192432,56.98145742,1
2036,107/04/10,8599810,562446733,66.0,66.6,64.0,66.28,-2,5274,0,63.0,70.4,20.27027027,43.52486194,51.68290353,67.9989867,0
2037,107/04/11,6297006,404020449,64.7,65.3,63.4,66.35,-0.8,3808,0,63.4,70.4,4.285714286,30.44514606,44.60365104,72.920661,0
2038,107/04/12,4001941,255339665,64.0,64.5,63.3,66.01,-0.1,3227,0,63.3,70.4,4.225352113,21.70521474,36.97083894,67.50208733,0
2039,107/04/13,4676841,297321622,64.2,64.5,63.0,65.69,-0.6,3263,0,63.0,70.4,0.0,14.47014316,29.47060701,59.47153472,0
2040,107/04/16,5043220,315107760,63.0,63.4,61.9,65.27,-0.9,3677,0,61.9,70.4,2.352941176,10.43107583,23.12409662,48.51013819,0
2041,107/04/17,8611398,535977474,62.9,63.8,60.8,64.82,-0.3,5386,0,60.8,70.4,10.41666667,10.42627278,18.89148867,35.82192046,0
2042,107/04/18,4933074,304725606,62.3,62.5,61.2,64.19,0,3149,0,60.8,70.0,10.86956522,10.57403692,16.11900476,27.20894042,0
2043,107/04/19,4087626,251977712,62.1,62.3,61.4,63.61,-0.3,2989,1,60.8,70.0,7.608695652,9.585589833,13.94119978,22.65241968,0
2044,107/04/20,3889215,241196838,61.5,62.5,61.2,63.1,1,2475,0,60.8,66.6,29.31034483,16.16050816,14.68096924,11.7218914,0
