X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2014,107/03/06,2312817,72587403,31.45,31.6,31.15,31.105,0.6,993,1,30.2,32.4,59.09090909,67.29296148,72.30456678,82.32777738,1
2015,107/03/07,2833555,89681347,31.5,31.9,31.35,31.274999999999995,0.1,1413,0,30.35,32.4,60.97560976,65.18717757,69.93210371,79.42195599,1
2016,107/03/08,3654349,115887268,31.9,32.1,31.55,31.339999999999996,0,1710,1,30.35,32.4,60.97560976,63.78332163,67.88250969,76.08088579,1
2017,107/03/09,5394267,172193591,31.95,32.1,31.7,31.5,0.4,2487,1,30.5,32.4,78.94736842,68.8380039,68.20100776,66.92701547,1
2018,107/03/12,10103855,331494218,32.45,33.1,32.4,31.755000000000003,0.95,4086,0,30.8,33.1,93.47826087,77.05142289,71.15114613,59.35059262,1
2019,107/03/13,5457504,179958422,33.35,33.35,32.75,31.839999999999996,-0.2,2340,0,30.8,33.35,76.47058824,76.85781134,73.05336787,65.44448093,1
2020,107/03/14,3778224,122775659,32.95,32.95,32.15,31.95,-0.15,2161,0,30.9,33.35,69.3877551,74.36779259,73.49150944,71.73894314,1
2021,107/03/15,21992936,673834742,31.5,31.5,30.2,31.805,-2.4,8507,1,30.2,33.35,0.0,49.57852839,65.52051576,97.40449049,0
2022,107/03/16,13481861,410130374,30.3,31.2,29.8,31.73,1,5796,0,29.8,33.35,39.43661972,46.19789217,59.07964123,84.84313935,0
2023,107/03/19,13595384,420345704,30.8,31.2,30.45,31.74,-0.2,5977,0,29.8,33.35,33.8028169,42.06620041,53.40849429,76.09308205,0
2024,107/03/20,5969642,183444765,30.75,30.95,30.6,31.659999999999997,-0.3,2978,1,29.8,33.35,25.35211268,36.49483783,47.77060881,70.32215075,0
2025,107/03/21,5514196,170666476,30.9,31.25,30.75,31.580000000000002,0.1,3086,1,29.8,33.35,28.16901408,33.71956325,43.08692695,61.82165436,0
2026,107/03/22,4804615,148915835,30.9,31.2,30.75,31.51,0.1,2691,0,29.8,33.35,30.98591549,32.80834733,39.66073375,53.36550658,0
2027,107/03/23,5573674,169140071,30.0,30.65,29.9,31.375,-0.25,2787,0,29.8,33.35,23.94366197,29.85345221,36.3916399,49.46801528,0
2028,107/03/26,5149729,156230465,30.3,30.55,30.1,31.115000000000002,-0.3,2546,1,29.8,32.95,17.46031746,25.72240729,32.83522903,47.06087251,0
2029,107/03/27,9789976,302691288,30.6,31.4,30.45,30.96,0.85,2760,0,29.8,31.5,82.35294118,44.59925192,36.75657,21.07120614,1
2030,107/03/28,6184426,191837856,30.9,31.2,30.8,30.805,-0.15,2536,0,29.8,31.4,78.125,55.77450128,43.09588042,17.73863871,0
2031,107/03/29,6438154,195428509,30.8,30.9,30.2,30.810000000000002,-0.8,3617,0,29.9,31.4,23.33333333,44.96077863,43.71751316,41.23098222,0
2032,107/03/30,4412865,134101910,30.6,30.6,30.2,30.715000000000003,0,2011,1,29.9,31.4,23.33333333,37.7516302,41.72888551,49.68339612,0
2033,107/03/31,1159504,35386917,30.4,30.6,30.4,30.665000000000003,0.25,876,1,29.9,31.4,40.0,38.5010868,40.6529526,44.95668421,1
2034,107/04/02,1531287,46800633,30.65,30.7,30.4,30.655,0.1,1170,0,29.9,31.4,46.66666667,41.22294676,40.84295065,40.08295845,1
2035,107/04/03,1990247,60503245,30.15,30.6,30.15,30.635,0,1339,0,29.9,31.4,46.66666667,43.03752006,41.57447379,38.64838125,1
2036,107/04/09,2040367,62025020,30.65,30.7,30.25,30.579999999999995,-0.25,992,1,30.1,31.4,19.23076923,35.10193645,39.41696134,48.04701113,1
2037,107/04/10,2642694,80695265,30.35,30.7,30.25,30.580000000000002,0.3,1594,0,30.15,31.4,40.0,36.7346243,38.522849,42.09929839,1
2038,107/04/11,2946706,89530985,30.4,30.6,30.3,30.575,-0.35,902,1,30.15,31.2,14.28571429,29.2516543,35.43245076,47.7940437,0
2039,107/04/12,2993528,91456725,30.3,30.75,30.3,30.525,0.4,1376,0,30.15,30.9,73.33333333,43.94554731,38.27014961,26.91935422,1
2040,107/04/13,3647109,110974299,30.7,30.7,30.3,30.459999999999997,-0.3,1780,0,30.15,30.75,41.66666667,43.18592043,39.90873988,33.35437879,0
2041,107/04/16,3105671,94629291,30.4,30.6,30.3,30.475,0,1910,1,30.15,30.75,41.66666667,42.67950251,40.83232742,37.13797726,0
2042,107/04/17,4967937,151390327,30.4,30.75,30.3,30.509999999999998,0.2,2688,0,30.15,30.75,75.0,53.45300167,45.03921884,28.21165318,0
2043,107/04/18,4570331,138157958,30.6,30.7,30.05,30.479999999999997,-0.4,2365,1,30.05,30.75,21.42857143,42.77819159,44.28554309,47.30024609,0
