X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2014,107/03/06,1517828,25711091,16.9,17.1,16.8,16.740000000000002,0,403,0,16.25,17.4,52.17391304,64.4941679,66.65654989,70.98131387,1
2015,107/03/07,853089,14408934,16.9,17.0,16.8,16.8,-0.05,306,1,16.25,17.4,47.82608696,58.93814092,64.0837469,74.37495886,1
2016,107/03/08,743553,12491775,16.8,16.9,16.75,16.845000000000002,0.05,289,1,16.35,17.4,47.61904762,55.16510982,61.11086787,73.00238398,1
2017,107/03/09,1176504,19892503,16.85,17.0,16.85,16.91,0.1,455,1,16.45,17.4,52.63157895,54.32059953,58.84744509,67.90113622,1
2018,107/03/12,1367895,23270016,17.0,17.15,16.95,16.965,0.05,490,1,16.75,17.4,38.46153846,49.03424584,55.57637868,68.66064435,1
2019,107/03/13,1493009,25475094,17.1,17.15,17.0,16.98,0.05,492,0,16.75,17.4,46.15384615,48.07411261,53.07562332,63.07864474,1
2020,107/03/14,959456,16341090,17.05,17.1,17.0,16.994999999999997,0,333,1,16.75,17.4,46.15384615,47.43402379,51.19509014,58.71722285,0
2021,107/03/15,1711435,29311379,17.0,17.35,16.95,16.970000000000002,0.05,547,1,16.75,17.35,58.33333333,51.06712697,51.15243575,51.32305332,1
2022,107/03/16,1242543,21331780,17.1,17.25,17.05,16.964999999999996,0.05,444,1,16.75,17.35,66.66666667,56.26697354,52.85728168,46.03789797,1
2023,107/03/19,8002356,143482144,17.3,18.4,17.3,17.115000000000002,1.2,3242,0,16.75,18.4,96.96969697,69.83454801,58.51637046,35.88001535,1
2024,107/03/20,3187171,57573028,18.1,18.2,17.9,17.244999999999997,-0.2,1377,0,16.75,18.4,84.84848485,74.83919363,63.95731151,42.19354729,1
2025,107/03/21,2217731,40019535,18.2,18.25,17.9,17.365,-0.15,810,0,16.85,18.4,74.19354839,74.62397855,67.51286719,53.29064448,1
2026,107/03/22,3393218,59633375,18.05,18.1,17.05,17.419999999999998,-0.6,1159,0,16.95,18.4,31.03448276,60.09414662,65.03996033,74.93158777,1
2027,107/03/23,2326527,38712157,16.9,17.25,16.9,17.435000000000002,-0.3,564,1,16.9,18.4,13.33333333,44.50720886,58.19570984,85.57271181,0
2028,107/03/26,826207,14165881,17.0,17.3,17.0,17.455000000000002,0.1,380,1,16.9,18.4,20.0,36.33813924,50.90985297,80.05328045,0
2029,107/03/27,838293,14484685,17.3,17.4,17.15,17.475,0.05,393,0,16.9,18.4,23.33333333,32.00320394,44.60763663,69.81650201,0
2030,107/03/28,1498312,24564794,17.3,17.3,17.1,17.485,-0.1,247,1,16.9,18.4,16.66666667,26.89102485,38.70209937,62.32424841,0
2031,107/03/29,718897,12395620,17.2,17.35,17.15,17.494999999999997,0.05,282,0,16.9,18.4,20.0,24.59401656,33.9994051,52.81018217,0
2032,107/03/30,543694,9370274,17.25,17.3,17.2,17.5,0,256,0,16.9,18.25,22.22222222,23.80341845,30.60074288,44.19539175,0
2033,107/03/31,1778226,29355663,17.25,17.25,17.0,17.369999999999997,-0.15,256,1,16.9,18.25,11.11111111,19.57264934,26.9247117,41.62883643,0
2034,107/04/02,707633,12150246,17.1,17.3,17.05,17.270000000000003,0.1,287,0,16.9,18.1,20.83333333,19.99287734,24.61410025,33.85654607,0
2035,107/04/03,1564153,25678513,17.1,17.25,17.1,17.184999999999995,0,223,0,16.9,17.4,50.0,29.99525156,26.40781735,19.23294893,0
2036,107/04/09,738489,12687332,17.1,17.25,17.1,17.155,-0.05,320,0,17.0,17.4,25.0,28.3301677,27.0486008,24.48546699,0
2037,107/04/10,984114,16861238,17.15,17.25,17.1,17.154999999999998,0,461,1,17.0,17.4,25.0,27.2201118,27.10577114,26.8770898,0
2038,107/04/11,1880628,31224024,17.2,17.4,17.2,17.165,0.2,361,1,17.0,17.4,75.0,43.1467412,32.45276116,11.06480107,0
2039,107/04/12,2559181,45222870,17.35,17.95,17.35,17.205,0.35,992,0,17.0,17.95,68.42105263,51.57151168,38.825678,13.33401064,1
