X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2014,107/03/06,129500,7816738,60.3,60.7,60.3,60.919999999999995,0.2,110,0,60.1,61.9,16.66666667,39.14094271,53.82947684,83.20654511,0
2015,107/03/07,103371,6237913,60.1,60.7,60.1,60.919999999999995,0,95,0,60.1,61.9,16.66666667,31.64951736,46.43615702,76.00943632,0
2016,107/03/08,176208,10622923,60.5,60.5,60.1,60.79,-0.3,156,1,60.1,61.9,0.0,21.09967824,37.99066409,71.77263579,0
2017,107/03/09,623264,38467668,60.7,62.4,60.5,60.839999999999996,1.4,483,1,60.1,62.4,60.86956522,34.35630723,36.77921181,41.62502095,0
2018,107/03/12,1122816,70509103,62.1,63.5,61.8,61.010000000000005,1,830,1,60.1,63.5,70.58823529,46.43361659,39.99734673,27.12480702,1
2019,107/03/13,961055,60816946,63.0,63.7,62.9,61.15,0.5,729,0,60.1,63.7,80.55555556,57.80759624,45.93409657,22.18709722,0
2020,107/03/14,429270,26801367,63.2,63.2,62.2,61.220000000000006,-0.8,302,0,60.1,63.7,58.33333333,57.98284194,49.95034503,33.8853512,0
2021,107/03/15,500461,31163482,62.2,62.9,62.0,61.330000000000005,-0.1,477,0,60.1,63.7,55.55555556,57.17374648,52.35814551,42.72694357,0
2022,107/03/16,673180,41694240,62.5,62.5,61.5,61.42,-0.3,458,0,60.1,63.7,47.22222222,53.85657173,52.85762092,50.85971929,1
2023,107/03/19,339073,20919034,61.8,62.0,61.5,61.56,-0.2,420,0,60.1,63.7,41.66666667,49.79327004,51.83617062,55.92197179,1
2024,107/03/20,348688,21330555,61.2,61.5,61.0,61.660000000000004,-0.2,450,0,60.1,63.7,36.11111111,45.2325504,49.63496388,58.43979085,0
2025,107/03/21,365563,22414743,61.6,61.8,61.0,61.720000000000006,-0.4,443,0,60.5,63.7,15.625,35.36336693,44.8777649,63.90656083,0
2026,107/03/22,349213,21295593,61.0,61.3,60.9,61.8,-0.1,365,0,60.9,63.7,0.0,23.57557795,37.77703592,66.17995184,0
2027,107/03/23,481611,29072271,60.5,60.6,60.2,61.67,-0.7,393,0,60.2,63.7,0.0,15.71705197,30.42370793,59.83701986,0
2028,107/03/26,466644,27972522,60.3,60.5,59.7,61.410000000000004,-0.3,502,1,59.7,63.2,5.714285714,12.38279655,24.41007081,48.46461932,0
2029,107/03/27,381662,23121036,60.6,61.0,60.0,61.17,0.7,453,1,59.7,62.9,28.125,17.6301977,22.1501131,31.18994391,0
2030,107/03/28,164544,9993512,60.7,61.0,60.5,61.019999999999996,0.1,263,0,59.7,62.5,35.71428571,23.65822704,22.65281775,20.64199917,0
2031,107/03/29,278140,16807799,60.5,61.0,60.0,60.86999999999999,-0.1,288,1,59.7,62.0,39.13043478,28.81562962,24.70708837,16.49000588,0
2032,107/03/30,128429,7810682,60.6,61.0,60.6,60.779999999999994,0.3,153,0,59.7,61.8,57.14285714,38.25803879,29.22407185,11.15613795,0
2033,107/03/31,100371,6122885,61.2,61.2,60.9,60.71,0,86,0,59.7,61.8,57.14285714,44.55297824,34.33370731,13.89516545,0
2034,107/04/02,142441,8643775,61.1,61.1,60.5,60.620000000000005,-0.4,104,0,59.7,61.3,50.0,46.36865216,38.3453556,22.29876246,0
2035,107/04/03,139241,8397396,60.5,60.5,60.2,60.55,-0.2,115,1,59.7,61.2,40.0,44.24576811,40.31215977,32.44494308,0
2036,107/04/09,149078,9077421,60.5,61.1,60.5,60.56,0.7,133,0,59.7,61.2,86.66666667,58.38606763,46.33679572,22.23825191,0
2037,107/04/10,182407,11104627,61.0,61.1,60.7,60.61999999999999,-0.2,177,1,60.0,61.2,66.66666667,61.14626731,51.27328625,31.52732413,1
2038,107/04/11,244317,14935267,61.0,61.3,61.0,60.739999999999995,0.3,189,0,60.0,61.3,84.61538462,68.96930641,57.17195964,33.57726609,1
2039,107/04/12,100000,6097200,61.1,61.2,60.8,60.779999999999994,-0.1,81,1,60.0,61.3,76.92307692,71.62056325,61.98816084,42.72335602,1
2040,107/04/13,254572,15622564,61.0,61.6,61.0,60.870000000000005,0.6,198,0,60.2,61.6,100.0,81.0803755,68.35223239,42.89594618,1
2041,107/04/16,280002,17169222,61.6,61.8,61.1,60.92,-0.5,224,0,60.2,61.8,56.25,72.80358367,69.83601615,63.90088112,1
2042,107/04/17,209131,12696819,61.2,61.2,60.4,60.870000000000005,-0.7,161,0,60.2,61.8,12.5,52.70238911,64.12480714,86.96964319,0
2043,107/04/18,213095,12927746,60.5,61.2,60.3,60.80999999999999,-0.1,198,1,60.2,61.8,6.25,37.21825941,55.15595789,91.03135487,0
2044,107/04/19,98864,6020004,60.3,61.1,60.3,60.85999999999999,0.7,80,1,60.3,61.8,46.66666667,40.36772849,50.22654809,69.94418729,0
2045,107/04/20,146643,8968623,60.9,61.4,60.7,60.970000000000006,0.4,129,0,60.3,61.8,73.33333333,51.35626344,50.60311988,49.09683275,1
2046,107/04/23,166393,10166973,61.5,61.6,60.8,60.95,-0.6,108,0,60.3,61.8,33.33333333,45.34862007,48.85161994,55.85761968,0
2047,107/04/24,308320,18575522,61.3,61.3,60.0,60.92,-0.3,222,0,60.0,61.8,27.77777778,39.49167264,45.73163751,58.21156724,0
2048,107/04/25,330051,19814972,60.0,60.3,59.9,60.83,-0.3,253,1,59.9,61.8,15.78947368,31.59093965,41.01807156,59.87233536,0
2049,107/04/26,270511,16412757,60.2,61.1,60.2,60.779999999999994,0.3,245,0,59.9,61.8,31.57894737,31.58694223,37.87436178,50.44920089,0
2050,107/04/27,356200,21393716,60.6,60.6,59.9,60.629999999999995,-0.4,209,1,59.9,61.6,11.76470588,24.97953011,33.57608456,50.76919345,0
