X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2014,107/03/06,33359576,649979497,19.35,19.75,19.2,19.01,0.4,9047,0,18.45,20.25,47.22222222,47.06311046,43.90589934,37.59147709,1
2015,107/03/07,36768485,711000744,19.3,19.65,19.05,19.095,-0.25,9603,1,18.45,20.25,33.33333333,42.48651808,43.43277225,45.32528059,0
2016,107/03/08,45828301,893552772,19.3,19.7,19.15,19.145,0.55,9646,1,18.65,20.25,59.375,48.11601206,44.99385219,38.74953245,1
2017,107/03/09,70320320,1419388276,20.1,20.45,20.0,19.285,0.45,18710,0,18.7,20.45,77.14285714,57.79162708,49.25977715,32.19607729,1
2018,107/03/12,34592318,693922743,20.25,20.35,19.8,19.404999999999998,-0.2,9816,1,18.9,20.45,61.29032258,58.95785892,52.49247107,39.56169539,1
2019,107/03/13,106263778,2203911947,20.5,21.25,20.4,19.65,1.3,26056,0,18.9,21.25,95.74468085,71.22013289,58.73502501,33.76480925,1
2020,107/03/14,54086505,1131270924,20.95,21.2,20.65,19.735,-0.4,13981,1,18.9,21.25,78.72340426,73.72122335,63.73042446,43.74882668,1
2021,107/03/15,33077238,686658837,20.6,21.1,20.45,19.89,0.35,7901,1,18.9,21.25,93.61702128,80.35315599,69.27133497,47.10769293,1
2022,107/03/16,85586828,1832887978,21.4,21.75,21.2,20.095000000000002,0.1,20788,0,19.05,21.75,79.62962963,80.11198054,72.88488349,58.4306894,1
2023,107/03/19,36478647,774562697,21.4,21.55,21.0,20.305,-0.2,9276,0,19.05,21.75,72.22222222,77.4820611,74.41727603,68.28770589,1
2024,107/03/20,27389142,566771972,20.75,20.85,20.55,20.435,-0.4,7450,1,19.15,21.75,55.76923077,70.24445099,73.02633435,78.59010107,1
2025,107/03/21,27763266,581216347,20.8,21.2,20.7,20.610000000000003,0.2,7556,0,19.8,21.75,51.28205128,63.92365109,69.99210659,82.12901761,1
2026,107/03/22,43498536,893097204,20.95,21.1,20.15,20.67,-0.6,10785,0,19.8,21.75,20.51282051,49.45337423,63.14586247,90.53083896,1
2027,107/03/23,44338835,865943691,19.25,19.9,19.0,20.655,-0.3,11469,0,19.0,21.75,32.72727273,43.87800706,56.723244,82.41371788,1
2028,107/03/26,25171895,501574976,19.85,20.1,19.7,20.655,-0.05,6811,1,19.0,21.75,30.90909091,39.55503501,51.00050767,73.89145299,1
2029,107/03/27,34119264,691785072,20.15,20.45,20.15,20.56,0.35,8521,0,19.0,21.75,43.63636364,40.91547789,47.63883108,61.08553746,0
2030,107/03/28,17268468,343230809,20.0,20.1,19.7,20.46,-0.45,5560,0,19.0,21.75,27.27272727,36.36789435,43.88185217,58.9097678,0
2031,107/03/29,15488380,305240782,19.9,19.95,19.55,20.305,-0.2,5090,0,19.0,21.55,21.56862745,31.43480538,39.73283657,56.32889895,0
2032,107/03/30,19516089,385294603,19.85,19.95,19.55,20.139999999999997,0,4692,0,19.0,21.2,25.0,29.28987025,36.2518478,50.17580289,0
2033,107/03/31,10163965,198309396,19.65,19.7,19.4,19.994999999999997,0,3172,1,19.0,21.2,25.0,27.8599135,33.45453637,44.6437821,0
2034,107/04/02,19281667,382562691,19.7,20.1,19.65,19.91,0.2,5222,0,19.0,21.1,35.71428571,30.47803757,32.4623701,36.43103516,0
2035,107/04/03,18710383,362007802,19.45,19.5,19.25,19.765,-0.4,5798,0,19.0,20.45,24.13793103,28.36466873,31.09646964,36.56007148,0
2036,107/04/09,28032698,531290109,19.35,19.45,18.75,19.619999999999997,-0.6,8514,1,18.75,20.45,0.0,18.90977915,27.03423948,43.28316014,0
2037,107/04/10,20780184,395042259,18.85,19.25,18.8,19.52,0.15,5830,0,18.75,20.45,8.823529412,15.5476959,23.20539162,38.52078306,0
2038,107/04/11,24287764,464717737,19.25,19.4,18.85,19.419999999999998,-0.05,6850,1,18.75,20.1,7.407407407,12.83426641,19.74834988,33.57651684,0
2039,107/04/12,21579627,411456263,19.05,19.25,18.9,19.3,0.15,5509,1,18.75,20.1,18.51851852,14.72901711,18.07523896,24.76768266,0
2040,107/04/13,21689973,416265963,19.2,19.35,19.1,19.235000000000003,0.1,5101,0,18.75,20.1,25.92592593,18.46132005,18.20393266,17.68915787,0
2041,107/04/16,13499738,256178772,19.15,19.2,18.9,19.175,-0.15,4105,0,18.75,20.1,14.81481481,17.2458183,17.8845612,19.16204701,0
2042,107/04/17,19759337,371367210,19.05,19.15,18.5,19.08,-0.35,5887,1,18.5,20.1,6.25,13.58054554,16.44988932,22.18857687,0
2043,107/04/18,26402810,496613674,18.85,19.05,18.6,18.990000000000002,0.05,6189,1,18.5,19.5,15.0,14.05369702,15.65115855,18.84608161,0
2044,107/04/19,22660154,423357295,18.75,18.85,18.55,18.884999999999998,0.05,6801,0,18.5,19.45,21.05263158,16.38667521,15.89633077,14.91564189,0
2045,107/04/20,24192143,442600054,18.4,18.45,18.15,18.775,-0.45,6785,0,18.15,19.4,8.0,13.59111681,15.12792612,18.20154474,0
2046,107/04/23,25709626,462055376,18.05,18.2,17.8,18.68,-0.45,7219,0,17.8,19.4,0.0,9.060744537,13.10553226,21.19510769,0
2047,107/04/24,37429506,641747902,17.8,17.85,16.9,18.485,-0.85,11184,1,16.9,19.35,2.040816327,6.720768467,10.97727766,19.49029605,0
2048,107/04/25,62683122,1105031121,16.7,18.4,16.6,18.415,1.2,17392,0,16.6,19.35,56.36363636,23.2683911,15.07431547,-1.313835779,0
2049,107/04/26,50995187,914309254,18.4,18.45,17.45,18.26,-0.7,12393,1,16.6,19.2,32.69230769,26.40969663,18.85277586,3.738934316,0
2050,107/04/27,24198716,430612851,17.8,17.95,17.6,18.134999999999998,0.4,5873,1,16.6,19.15,49.01960784,33.9463337,23.88396181,3.759218016,0
2051,107/04/30,31991772,580740072,18.0,18.35,17.8,18.07,0.45,6515,0,16.6,19.05,69.3877551,45.76014083,31.17602148,2.007782778,1
2052,107/05/02,53250098,987488469,18.7,18.9,18.05,18.020000000000003,-0.2,12845,0,16.6,18.9,65.2173913,52.24589099,38.19931132,10.10615197,1
2053,107/05/03,36210379,641806432,17.85,18.05,17.55,17.91,-0.55,9194,1,16.6,18.9,41.30434783,48.59870994,41.66577752,27.7999127,0
2054,107/05/04,14747060,260223088,17.65,17.75,17.5,17.805,0.1,4425,1,16.6,18.9,45.65217391,47.61653126,43.6493621,35.71502379,1
2055,107/05/07,21119828,376517744,17.85,18.1,17.5,17.78,0.35,6209,1,16.6,18.9,60.86956522,52.03420925,46.44431115,35.26451496,0
2056,107/05/08,25829003,468560429,18.1,18.3,17.95,17.805,0.05,6305,1,16.6,18.9,63.04347826,55.70396558,49.53086263,37.18465672,0
2057,107/05/09,19231268,349065982,18.15,18.25,18.0,17.92,0.05,6272,1,17.45,18.9,44.82758621,52.07850579,50.38007702,46.98321947,1
2058,107/05/10,22075986,407111768,18.4,18.6,18.3,17.95,0.35,5654,0,17.5,18.9,67.85714286,57.33805148,52.69940184,43.42210255,1
2059,107/05/11,25310925,471934799,18.7,18.85,18.4,18.045,-0.05,6901,1,17.5,18.9,64.28571429,59.65393908,55.01758092,45.74486459,1
2060,107/05/14,16121772,299857417,18.55,18.75,18.45,18.119999999999997,0.2,3926,0,17.5,18.9,78.57142857,65.95976891,58.66497692,44.07539293,1
2061,107/05/15,15126548,280678642,18.7,18.8,18.4,18.135,-0.15,4053,1,17.5,18.85,70.37037037,67.4299694,61.58664108,49.89998444,1
2062,107/05/16,161543494,3178616203,18.75,20.25,18.75,18.35,1.8,35761,1,17.5,20.25,100.0,78.28664627,67.15330947,44.88663589,1
2063,107/05/17,151301899,3144859950,20.8,21.2,20.35,18.634999999999998,0.15,33868,0,17.5,21.2,78.37837838,78.31722364,70.87461419,55.98939531,1
2064,107/05/18,56623671,1134574201,20.25,20.35,19.75,18.884999999999998,-0.25,15118,1,17.95,21.2,67.69230769,74.77558499,72.17493779,66.9736434,1
2065,107/05/21,67296847,1390535804,20.35,21.05,20.3,19.125,0.25,16016,0,18.0,21.2,75.0,74.85038999,73.06675519,69.49948559,1
2066,107/05/22,51826551,1046315465,20.6,20.75,19.85,19.305,-0.55,12924,1,18.3,21.2,53.44827586,67.71635195,71.28328744,78.41715844,1
2067,107/05/23,58998044,1194429730,20.25,20.65,19.95,19.494999999999997,0.15,14764,1,18.4,21.2,57.14285714,64.19185368,68.91947619,78.37472121,1
2068,107/05/24,70830113,1447156178,20.2,20.75,19.9,19.7,0.5,16005,0,18.4,21.2,75.0,67.79456912,68.54450717,70.04438326,1
2069,107/05/25,65999235,1370299098,20.85,21.05,20.5,19.91,0,14974,1,18.4,21.2,75.0,70.19637941,69.09513125,66.89263492,1
2070,107/05/28,47432775,977969075,20.65,20.85,20.35,20.105,0.05,11442,1,18.75,21.2,73.46938776,71.28738219,69.82588156,66.9028803,1
2071,107/05/29,87329516,1827622396,20.75,21.3,20.6,20.33,0.15,19205,0,19.75,21.3,61.29032258,67.95502899,69.20226404,71.69673414,1
2072,107/05/30,94816053,1901561822,20.4,20.45,19.8,20.285,-0.9,22011,1,19.75,21.3,3.225806452,46.37862148,61.59438319,92.0259066,1
2073,107/05/31,54837188,1097962135,20.15,20.2,19.85,20.25,0.25,9276,0,19.8,21.3,16.66666667,36.47463654,53.2211343,86.71412983,0
2074,107/06/01,27829163,551226301,19.85,19.95,19.75,20.21,-0.3,7199,1,19.75,21.3,0.0,24.31642436,43.58623099,82.12584425,0
2075,107/06/04,60619243,1232420130,19.95,20.6,19.9,20.21,0.65,11963,1,19.75,21.3,41.93548387,30.1894442,39.12063539,56.98301778,0
2076,107/06/05,64694215,1339899255,20.65,20.9,20.5,20.29,0.25,13047,0,19.75,21.3,58.06451613,39.48113484,39.24080187,38.76013594,0
2077,107/06/06,33152935,687663322,20.9,20.95,20.6,20.355,0,7727,0,19.75,21.3,58.06451613,45.67559527,41.38573301,32.80600848,1
2078,107/06/07,43033996,891088187,20.75,20.9,20.5,20.365000000000002,-0.05,9436,0,19.75,21.3,54.83870968,48.72996674,43.83381092,34.04149927,1
2079,107/06/08,37150802,770690102,20.8,20.95,20.5,20.365000000000002,-0.1,9490,1,19.75,21.3,48.38709677,48.61567675,45.4277662,39.05194508,1
2080,107/06/11,30529807,630476638,20.8,20.85,20.55,20.375,0.15,7157,1,19.75,20.95,75.0,57.41045117,49.42199452,33.44508122,1
2081,107/06/12,151938567,3247944454,20.7,21.95,20.65,20.415,0.45,34123,0,19.75,21.95,61.36363636,58.72817957,52.5240562,40.11580947,1
2082,107/06/13,53267535,1110168270,21.15,21.2,20.6,20.494999999999997,-0.5,13103,0,19.75,21.95,38.63636364,52.03090759,52.35967333,53.01720481,1
2083,107/06/14,53049157,1070566631,20.5,20.6,20.0,20.490000000000002,-0.6,12411,1,19.9,21.95,4.87804878,36.31328799,47.01087822,68.40605868,0
2084,107/06/15,52520850,1064367761,20.05,20.55,19.95,20.525,0.1,10426,0,19.95,21.95,7.5,26.70885866,40.24353836,67.31289777,0
2085,107/06/19,89563231,1766350351,19.9,20.05,19.5,20.435,-0.6,18087,0,19.5,21.95,0.0,17.80590577,32.7643275,62.68117095,0
2086,107/06/20,50168651,962590943,19.6,19.65,18.9,20.29,-0.3,12358,1,18.9,21.95,9.836065574,15.14929237,26.89264912,50.37936263,0
2087,107/06/21,31436213,613716111,19.3,19.75,19.3,20.165,0.2,8673,0,18.9,21.95,16.39344262,15.56400912,23.11643579,38.22128912,0
2088,107/06/22,26972442,517410109,19.25,19.3,19.0,20.035,-0.1,6190,0,18.9,21.95,13.1147541,14.74759078,20.32682079,31.4852808,0
2089,107/06/25,22940817,444076658,19.35,19.55,19.15,19.91,-0.05,5199,0,18.9,21.95,11.47540984,13.6568638,18.10350179,26.99677777,0
2090,107/06/26,32907269,622412083,19.0,19.1,18.75,19.735,-0.35,8875,0,18.75,21.2,6.12244898,11.14539219,15.78413193,25.06161139,0
2091,107/06/27,20155472,382186109,19.05,19.2,18.7,19.494999999999997,-0.2,5457,1,18.7,20.6,0.0,7.430261462,12.99950844,24.13800239,0
2092,107/06/28,16078357,301929208,18.7,18.95,18.55,19.32,0.15,4521,1,18.55,20.55,15.0,9.953507641,11.98417484,16.04550923,0
2093,107/06/29,51720473,1007398956,19.35,19.65,19.3,19.27,0.65,11604,0,18.55,20.05,63.33333333,27.74678287,17.23837752,-3.778433195,0
2094,107/07/02,26954971,520711736,19.5,19.6,19.05,19.17,-0.4,6051,0,18.55,19.75,45.83333333,33.77563303,22.75079602,0.701122007,0
2095,107/07/03,25739103,489671383,19.3,19.35,18.8,19.1,-0.3,7261,0,18.55,19.75,20.83333333,29.46153313,24.98770839,16.04005891,0
2096,107/07/04,17288913,323945601,18.85,18.9,18.55,19.06,0,4420,0,18.55,19.65,22.72727273,27.21677966,25.73073215,22.75863712,0
2097,107/07/05,15828598,297281695,18.9,19.05,18.6,18.985,-0.15,4106,0,18.55,19.65,9.090909091,21.1748228,24.2120957,30.28664149,0
2098,107/07/06,35083812,641194235,18.75,18.85,17.85,18.855,-0.65,8160,1,17.85,19.65,8.333333333,16.89432631,21.77283924,31.52986508,0
2099,107/07/09,64836675,1232619271,18.3,19.55,18.15,18.880000000000003,1.5,13886,0,17.85,19.65,91.66666667,41.81843976,28.45470608,1.72723871,0
2100,107/07/10,29087664,560185180,19.5,19.5,19.05,18.91,-0.3,6837,0,17.85,19.65,75.0,52.87895984,36.596124,4.030452317,0
2101,107/07/11,16403884,310419791,19.05,19.05,18.8,18.93,-0.3,4531,1,17.85,19.65,58.33333333,54.69708434,42.62977745,18.49516366,1
2102,107/07/12,26325449,507106289,19.0,19.4,18.9,18.985,0.5,6432,1,17.85,19.6,88.57142857,65.98853242,50.4160291,19.27102248,1
2103,107/07/13,82891879,1645267593,19.65,20.05,19.65,19.01,0.35,16036,0,17.85,20.05,86.36363636,72.78023373,57.87076398,28.05182448,1
2104,107/07/16,25522625,507000296,19.9,20.1,19.65,19.07,-0.05,6258,0,17.85,20.1,82.22222222,75.92756323,63.88969706,39.81396473,1
2105,107/07/17,13709283,268739760,19.7,19.8,19.5,19.145000000000003,-0.15,4059,1,17.85,20.1,75.55555556,75.80356067,67.86098493,51.97583346,1
2106,107/07/18,21050779,415200599,19.75,19.9,19.5,19.225,0.05,5485,0,17.85,20.1,77.77777778,76.46163304,70.72786764,59.26033682,1
2107,107/07/19,33169306,645494530,19.65,19.85,19.1,19.285,-0.35,7819,0,18.15,20.1,56.41025641,69.77784083,70.41119203,71.67789444,1
2108,107/07/20,29064525,556376365,19.35,19.5,18.9,19.389999999999997,-0.2,7280,0,18.8,20.1,19.23076923,52.92881696,64.58373368,87.8935671,1
2109,107/07/23,13008132,247533781,19.15,19.15,18.95,19.345,0,3441,1,18.8,20.1,19.23076923,41.69613439,56.95453391,87.47133297,1
2110,107/07/24,14615536,281707729,19.1,19.4,19.05,19.355,0.25,3467,1,18.9,20.1,33.33333333,38.90853404,50.93920062,75.00053379,1
2111,107/07/25,20607054,401439534,19.35,19.65,19.25,19.415,0.2,4938,1,18.9,20.1,50.0,42.60568936,48.16136353,59.27271188,0
2112,107/07/26,42273545,836040518,19.65,19.95,19.45,19.47,0.45,9678,0,18.9,20.1,87.5,57.57045957,51.29772888,38.75226749,1
2113,107/07/27,45025367,899332824,20.05,20.2,19.8,19.485,-0.05,9666,0,18.9,20.2,76.92307692,64.02133202,55.53892993,38.57412574,1
2114,107/07/30,37368884,735884170,20.0,20.1,19.4,19.455000000000002,-0.5,9296,1,18.9,20.2,38.46153846,55.50140084,55.52642023,55.57645902,1
2115,107/07/31,59144456,1178026705,19.45,20.2,19.35,19.494999999999997,0.55,12561,0,18.9,20.2,80.76923077,63.92401081,58.32561709,47.12882965,1
2116,107/08/01,22500266,449154527,20.1,20.1,19.85,19.529999999999998,0,5432,0,18.9,20.2,80.76923077,69.53908413,62.06343944,47.11215005,1
2117,107/08/02,23979122,471811679,19.95,19.95,19.5,19.57,-0.3,5849,0,18.95,20.2,56.0,65.02605609,63.05097832,59.10082279,1
2118,107/08/03,46630504,903235052,19.75,19.75,19.15,19.589999999999996,-0.4,11892,0,19.05,20.2,17.39130435,49.14780551,58.41658738,76.95415113,1
2119,107/08/06,32726002,621992669,18.85,19.25,18.8,19.605,-0.05,8201,0,18.8,20.2,28.57142857,42.2890132,53.04072932,74.54416157,1
2120,107/08/07,23665405,450821163,19.1,19.15,18.95,19.58,-0.15,6937,1,18.8,20.2,17.85714286,34.14505642,46.74217169,71.93640223,0
2121,107/08/08,21551558,416373378,19.25,19.4,19.2,19.564999999999998,0.3,5193,0,18.8,20.2,39.28571429,35.85860904,43.11431747,57.62573433,0
2122,107/08/09,17523311,336861772,19.4,19.4,19.05,19.490000000000002,-0.15,3774,0,18.8,20.2,28.57142857,33.42954888,39.88606127,52.79908606,0
2123,107/08/10,17844954,341341402,19.1,19.2,19.05,19.41,-0.1,5097,0,18.8,20.2,21.42857143,29.42922307,36.40044854,50.34289948,0
2124,107/08/13,43339719,807713198,19.05,19.05,18.2,19.32,-0.6,13237,0,18.2,20.1,15.78947368,24.88263994,32.561179,47.91825714,0
2125,107/08/14,29073665,512237804,17.65,17.85,17.4,19.09,X0.00,9097,0,17.4,19.95,9.803921569,19.85640048,28.32625283,45.26595753,0
2126,107/08/15,37646973,643203141,17.6,17.6,16.9,18.785000000000004,-0.75,11752,0,16.9,19.75,0.0,13.23760032,23.29670199,43.41490534,0
2127,107/08/16,67661781,1100615053,16.5,16.5,16.05,18.46,-0.5,14656,0,16.05,19.4,10.44776119,12.30765395,19.63368598,34.28575004,0
2128,107/08/17,51112568,824815062,16.5,16.55,15.95,18.130000000000003,-0.45,13454,1,15.95,19.4,0.0,8.20510263,15.8241582,31.06226933,0
2129,107/08/20,40581966,655680633,16.25,16.4,15.9,17.810000000000002,0.05,9489,1,15.9,19.4,2.857142857,6.422449373,12.69025525,25.22586702,0
2130,107/08/21,28207247,459386968,16.15,16.45,16.05,17.55,0.45,7099,0,15.9,19.4,15.71428571,9.519728153,11.63341289,15.86078236,0
2131,107/08/22,21111204,346777377,16.65,16.65,16.3,17.25,-0.1,5931,1,15.9,19.2,13.63636364,10.89193998,11.38625525,12.37488579,0
2132,107/08/23,12287966,201547823,16.35,16.55,16.3,16.97,0.05,3467,0,15.9,19.05,15.87301587,12.55229861,11.77493637,10.22021189,0
2133,107/08/24,15147788,245173853,16.4,16.45,16.05,16.675,-0.25,4241,1,15.9,17.85,12.82051282,12.64170335,12.0638587,10.9081694,0
2134,107/08/27,25559615,420500232,16.25,16.6,16.2,16.475,0.35,6090,1,15.9,17.6,35.29411765,20.19250811,14.7734085,3.93520928,0
2135,107/08/28,40377988,683582866,16.65,17.2,16.6,16.404999999999998,0.45,12782,1,15.9,17.2,80.76923077,40.384749,23.310522,-10.83793199,0
2136,107/08/29,22582754,386998453,17.1,17.3,17.05,16.43,0.2,6498,0,15.9,17.3,89.28571429,56.68507076,34.43537159,-10.06402676,1
2137,107/08/30,20336329,345470843,17.2,17.25,16.85,16.490000000000002,-0.15,5257,1,15.9,17.3,78.57142857,63.98052336,44.28375551,4.890219812,1
2138,107/08/31,22574944,386337919,16.9,17.25,16.9,16.619999999999997,0.25,6603,0,16.05,17.3,96.0,74.65368224,54.40706442,13.91382878,1
2139,107/09/03,15103879,256487387,17.2,17.25,16.85,16.71,-0.35,4096,1,16.05,17.3,68.0,72.43578816,60.416639,36.37834068,1
2140,107/09/04,13622235,231847688,16.9,17.15,16.9,16.77,0.15,3836,0,16.05,17.3,80.0,74.95719211,65.26349004,45.8760859,1
2141,107/09/05,8764558,148700708,17.15,17.15,16.9,16.825,-0.15,2841,0,16.05,17.3,68.0,72.63812807,67.72170272,57.888852,1
2142,107/09/06,63947915,1030932540,16.5,16.5,15.9,16.779999999999998,-0.95,16281,0,15.9,17.3,3.571428571,49.61589491,61.68643345,85.82751053,0
2143,107/09/07,106129301,1576418361,15.15,15.35,14.45,16.61,-1.5,26260,0,14.45,17.3,0.0,33.07726327,52.15004339,90.29560362,0
2144,107/09/10,52382111,748138716,14.5,14.7,14.0,16.365,-0.4,13659,1,14.0,17.3,1.515151515,22.55655935,42.28554871,81.74352742,0
2145,107/09/11,47141425,688349469,14.15,14.9,14.15,16.16,0.85,11054,0,14.0,17.25,27.69230769,24.26847547,36.27985763,60.30262195,0
2146,107/09/12,41539705,598626961,14.65,14.65,14.3,15.879999999999999,-0.55,9939,0,14.0,17.25,10.76923077,19.76872723,30.7761475,52.79098802,0
2147,107/09/13,24788106,355485849,14.35,14.6,14.15,15.6,-0.15,7551,1,14.0,17.25,6.153846154,15.23043354,25.59424284,46.32186145,0
2148,107/09/14,39307110,574783596,14.6,14.8,14.45,15.34,0.45,8121,1,14.0,17.15,20.63492063,17.03192924,22.74013831,34.15655645,0
2149,107/09/17,33901188,501114564,14.6,15.0,14.5,15.125,0.1,8393,0,14.0,17.15,23.80952381,19.29112743,21.59046802,26.18914919,0
2150,107/09/18,44026537,631867813,14.5,14.55,14.2,14.85,-0.45,9191,0,14.0,16.5,12.0,16.86075162,20.01389588,26.32018441,0
2151,107/09/19,34752328,502009289,14.55,14.7,14.3,14.59,0,7038,0,14.0,15.35,22.22222222,18.64790849,19.55856675,21.37988328,0
2152,107/09/20,28034438,403701398,14.4,14.55,14.2,14.420000000000002,-0.05,6445,0,14.0,15.0,25.0,20.76527232,19.96080194,18.35186118,0
2153,107/09/21,30359868,430129104,14.35,14.4,14.0,14.395,-0.05,6552,1,14.0,15.0,20.0,20.51018155,20.14392848,19.41142233,0
2154,107/09/25,22020051,318682621,14.2,14.65,14.1,14.445000000000002,0.35,6620,1,14.0,15.0,55.0,32.0067877,24.09821489,8.281069256,0
2155,107/09/26,26395948,386845116,14.4,14.85,14.4,14.430000000000001,0.2,7674,0,14.0,15.0,75.0,46.33785847,31.51142941,1.858571304,0
2156,107/09/27,24843555,365507341,14.65,14.8,14.55,14.465,-0.05,6942,0,14.0,15.0,70.0,54.22523898,39.08269927,8.797619847,1
2157,107/09/28,20833433,304199463,14.75,14.85,14.5,14.495,-0.2,4664,1,14.0,15.0,50.0,52.81682599,43.66074151,25.34857255,1
