,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2914,68047,10777122,157.5,159.5,157.5,159.5,168,157.0,161.0,62.5,36.31280836,34.42474522,30.64861895,0
2915,186980,30016786,159.5,162.5,158.0,162.0,411,157.0,162.5,90.90909091,54.51156921,41.12035322,14.33792123,0
2916,125381,20283884,162.0,163.5,160.5,163.0,664,157.0,163.5,92.30769231,67.11027691,49.78366112,15.13042953,0
2917,65850,10626559,162.0,162.0,161.0,161.5,218,157.0,163.5,69.23076923,67.81710768,55.79480997,31.75021455,0
2918,120239,19394956,161.5,163.5,159.5,163.5,296,157.0,163.5,100.0,78.54473846,63.37811947,33.04488149,0
2919,95884,15620785,163.5,163.5,162.0,163.5,225,157.0,163.5,100.0,85.6964923,70.81757708,41.05974663,0
2920,195161,32038310,163.0,166.0,162.5,164.0,344,157.0,166.0,77.77777778,83.0569208,74.89735832,58.57823336,0
2921,180428,29985384,164.5,168.0,164.5,167.5,662,157.0,168.0,95.45454545,87.18946235,78.99472633,62.60525429,0
2922,231306,38612641,167.5,168.5,164.0,168.5,491,157.5,168.5,100.0,91.45964157,83.14969807,66.52981109,1
2923,113676,19034789,169.0,169.0,166.5,167.0,227,158.0,169.0,81.81818182,88.24582165,84.84840593,78.0535745,1
2924,103923,17224454,165.5,167.0,165.0,167.0,811,159.5,169.0,78.94736842,85.14633724,84.94771637,84.55047462,1
2925,51285,8529354,167.0,167.5,165.5,166.0,532,159.5,169.0,68.42105263,79.57124237,83.15555837,90.32419037,0
2926,95530,15636191,165.0,165.0,163.0,163.0,1424,159.5,169.0,36.84210526,65.32819667,77.21310447,100.9829201,1
2927,63718,10372874,164.0,164.0,162.0,163.0,218,162.0,169.0,14.28571429,48.31403587,67.5800816,106.1121731,1
2928,72840,11786337,162.5,162.5,161.0,162.0,330,161.0,169.0,12.5,36.37602392,57.17872904,98.78413929,0
2929,51812,8327675,161.5,161.5,160.0,160.5,350,160.0,169.0,5.555555556,26.10253446,46.81999751,88.25492362,0
2930,99435,15932756,160.5,161.0,159.5,160.0,291,159.5,169.0,5.263157895,19.15607561,37.59869021,74.48391942,1
2931,75055,12083062,161.0,162.0,160.0,160.5,176,159.5,169.0,10.52631579,16.279489,30.49228981,58.91789142,0
2932,38029,6158604,160.5,163.5,160.5,163.0,148,159.5,167.5,43.75,25.436326,28.80696854,35.54825362,0
2933,25487,4119946,162.0,162.0,161.0,161.5,134,159.5,167.5,25.0,25.290884,27.63494036,32.32305308,0
2934,47503,7684352,163.0,163.0,161.0,161.0,144,159.5,165.0,27.27272727,25.95149842,27.07379305,29.31838229,1
2935,21832,3521985,161.5,162.0,160.5,161.0,109,159.5,164.0,33.33333333,28.41211006,27.51989872,25.73547603,1
2936,108132,17270869,160.5,160.5,159.0,159.5,363,159.0,163.5,11.11111111,22.64511041,25.89496928,32.39468703,1
2937,149699,23918217,159.5,161.5,159.0,160.0,325,159.0,163.5,22.22222222,22.50414768,24.76469542,29.28579088,0
2938,112576,17959873,161.0,161.0,159.0,159.0,317,159.0,163.5,0.0,15.00276512,21.51071865,34.52662571,1
2939,47561,7581355,160.5,160.5,158.5,159.0,239,158.5,163.5,10.0,13.33517675,18.78553802,29.68626055,0
2940,135584,21524184,159.5,159.5,158.5,158.5,411,158.5,163.5,0.0,8.890117832,15.48706462,28.6809582,1
2941,116009,18316746,158.5,158.5,157.0,157.5,473,157.0,163.0,8.333333333,8.704522999,13.22621741,22.26960624,1
2942,170341,26757425,157.5,157.5,156.5,156.5,661,156.5,163.0,0.0,5.803015333,10.75181672,20.6494195,1
2943,158975,24937226,157.0,157.5,156.5,156.5,420,156.5,162.0,0.0,3.868676888,8.457436776,17.63495655,1
2944,228745,35717850,157.0,157.0,155.5,156.0,646,155.5,161.5,8.333333333,5.356895703,7.423923085,11.55797785,1
2945,344267,53420685,158.0,158.0,154.0,154.0,1034,154.0,161.5,0.0,3.571263802,6.139703324,11.27658237,1
2946,135254,21161990,154.5,157.5,154.5,156.0,332,154.0,161.0,28.57142857,11.90465206,8.061352902,0.37475459,1
2947,100937,15838822,156.5,157.5,156.5,157.0,212,154.0,160.5,46.15384615,23.32105009,13.14791863,-7.198344286,0
2948,63130,9919134,157.5,157.5,156.5,157.0,165,154.0,159.5,54.54545455,33.72918491,20.00834072,-7.433347645,0
2949,28054,4412783,157.0,157.5,157.0,157.5,122,154.0,158.5,77.77777778,48.4120492,29.47624355,-8.39536775,0
2950,45989,7240185,158.0,158.0,157.0,157.5,202,154.0,158.0,87.5,61.44136613,40.13128441,-2.488879035,0
2951,50389,7938656,157.0,158.0,157.0,158.0,235,154.0,158.0,100.0,74.29424409,51.51893764,5.968324732,0
2952,59241,9368298,158.0,158.5,158.0,158.0,160,154.0,158.5,88.88888889,79.15912569,60.73233365,23.87874958,1
