,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2914,215646,14583357,68.3,68.3,67.0,67.4,453,65.8,68.6,57.14285714,62.38168812,57.52692771,47.81740688,0
2915,288188,19315631,67.7,67.7,66.6,67.2,452,65.8,68.6,50.0,58.25445875,57.76943805,56.79939667,0
2916,133120,8940416,67.2,67.3,66.9,67.2,220,65.8,68.6,50.0,55.5029725,57.01394954,60.03590361,0
2917,229228,15348837,67.2,67.4,66.8,67.0,332,65.8,68.6,42.85714286,51.28769595,55.10519834,62.74020312,0
2918,145973,9822194,67.0,67.7,66.8,67.3,189,65.8,68.6,53.57142857,52.04894016,54.08644561,58.16145652,0
2919,394284,26910846,67.3,69.2,67.2,68.4,469,65.8,69.2,76.47058824,60.18948952,56.12079358,47.98340171,0
2920,429730,29557313,68.4,69.5,67.6,69.5,916,66.6,69.5,100.0,73.45965968,61.90041561,38.78192748,1
2921,753809,53076308,69.8,71.8,68.8,71.0,1145,66.6,71.8,84.61538462,77.17823466,66.99302196,46.62259657,1
2922,413986,28924238,71.2,71.2,69.3,70.0,1430,66.6,71.8,65.38461538,73.24702823,69.07769072,60.73901569,0
2923,190960,13314033,69.3,70.5,69.3,69.5,490,66.6,71.8,55.76923077,67.42109575,68.52549239,70.73428569,0
2924,275743,18930788,69.5,69.5,68.2,68.5,702,66.8,71.8,34.0,56.2807305,64.44390509,80.77025429,0
2925,98852,6745930,68.5,68.5,68.0,68.3,238,66.8,71.8,30.0,47.520487,58.80276573,81.36732319,1
2926,160921,10931041,68.3,68.3,67.8,67.9,277,66.8,71.8,22.0,39.013658,52.20639649,78.59187346,1
2927,111665,7627608,67.5,68.6,67.5,68.6,213,67.2,71.8,30.43478261,36.15403287,46.85560861,68.2587601,1
2928,99613,6800767,68.4,68.4,68.1,68.3,337,67.5,71.8,18.60465116,30.30423897,41.3384854,63.40697826,1
2929,107499,7298515,68.0,68.0,67.7,68.0,252,67.5,71.8,11.62790698,24.07879497,35.58525526,58.59817583,1
2930,153879,10395923,66.8,68.0,66.8,67.6,275,66.8,71.2,18.18181818,22.11313604,31.09454885,49.05737447,1
2931,94050,6411997,67.8,68.6,67.6,68.0,174,66.8,70.5,32.43243243,25.5529015,29.24733307,36.6361962,1
2932,103136,7008327,67.9,68.2,67.8,67.9,220,66.8,69.5,40.74074074,30.61551458,29.70339357,27.87915155,0
2933,137378,9320995,67.9,68.4,67.6,68.3,260,66.8,68.6,83.33333333,48.18812083,35.86496933,11.21866631,1
2934,131038,8906954,68.1,68.4,67.5,68.2,209,66.8,68.6,77.77777778,58.05133981,43.26042616,13.67859884,0
2935,111822,7665616,68.5,68.8,68.2,68.4,230,66.8,68.8,80.0,65.36755988,50.62947073,21.15329244,0
2936,161155,11069216,68.4,69.0,68.3,68.9,314,66.8,69.0,95.45454545,75.39655507,58.88516551,25.86238639,1
2937,122206,8410519,68.9,69.0,68.6,68.9,225,66.8,69.0,95.45454545,82.08255186,66.61762763,35.68777915,1
2938,204431,14222487,68.9,70.1,68.9,69.2,299,66.8,70.1,72.72727273,78.96412549,70.73312691,54.27112977,0
2939,359783,24902703,68.8,69.9,68.2,68.2,411,67.5,70.1,26.92307692,61.6171093,67.69445438,79.84914453,1
2940,164074,11194139,68.4,68.5,68.0,68.5,360,67.5,70.1,38.46153846,53.89858569,63.09583148,81.49032306,1
2941,121143,8251445,68.3,68.8,68.0,68.2,250,67.5,70.1,26.92307692,44.90674943,57.03280413,81.28491353,1
2942,94091,6396773,68.2,68.3,67.8,68.0,185,67.5,70.1,19.23076923,36.34808936,50.13789921,77.71751889,1
2943,82785,5639886,68.0,68.5,67.9,68.3,148,67.8,70.1,21.73913043,31.47843639,43.91807827,68.79736203,1
2944,57545,3922832,68.3,68.3,67.9,68.1,156,67.8,70.1,13.04347826,25.33345035,37.72320229,62.50270619,1
2945,65706,4473844,68.2,68.4,68.0,68.0,143,67.8,70.1,8.695652174,19.78751762,31.74464074,55.65888697,1
2946,66882,4551458,67.8,68.2,67.8,68.1,170,67.8,70.1,13.04347826,17.5395045,27.00959532,45.94977697,1
2947,138671,9431453,68.1,68.2,67.9,68.1,308,67.8,69.9,14.28571429,16.45490776,23.49136614,37.56428289,1
2948,170184,11654627,68.1,69.2,68.0,68.8,258,67.8,69.2,71.42857143,34.77946232,27.25406486,12.20326996,1
2949,88231,6086056,69.5,69.5,68.8,69.1,266,67.8,69.5,76.47058824,48.67650429,34.39487801,5.831625438,0
2950,133128,9183270,69.1,69.2,68.5,69.1,180,67.8,69.5,76.47058824,57.94119894,42.24365165,10.84855707,1
2951,226004,15734669,69.0,70.0,69.0,69.9,431,67.8,70.0,95.45454545,70.44564778,51.64431703,14.04165552,1
2952,221998,15506132,70.0,70.3,69.5,69.6,396,67.8,70.3,72.0,70.96376518,58.08413308,32.32486887,0
