X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2014,2312817,72587403,31.45,31.6,31.15,31.5,993,30.2,32.4,59.09090909,67.29296148,72.30456678,82.32777738,1
2015,2833555,89681347,31.5,31.9,31.35,31.6,1413,30.35,32.4,60.97560976,65.18717757,69.93210371,79.42195599,0
2016,3654349,115887268,31.9,32.1,31.55,31.6,1710,30.35,32.4,60.97560976,63.78332163,67.88250969,76.08088579,0
2017,5394267,172193591,31.95,32.1,31.7,32.0,2487,30.5,32.4,78.94736842,68.8380039,68.20100776,66.92701547,0
2018,10103855,331494218,32.45,33.1,32.4,32.95,4086,30.8,33.1,93.47826087,77.05142289,71.15114613,59.35059262,0
2019,5457504,179958422,33.35,33.35,32.75,32.75,2340,30.8,33.35,76.47058824,76.85781134,73.05336787,65.44448093,0
2020,3778224,122775659,32.95,32.95,32.15,32.6,2161,30.9,33.35,69.3877551,74.36779259,73.49150944,71.73894314,0
2021,21992936,673834742,31.5,31.5,30.2,30.2,8507,30.2,33.35,0.0,49.57852839,65.52051576,97.40449049,0
2022,13481861,410130374,30.3,31.2,29.8,31.2,5796,29.8,33.35,39.43661972,46.19789217,59.07964123,84.84313935,0
2023,13595384,420345704,30.8,31.2,30.45,31.0,5977,29.8,33.35,33.8028169,42.06620041,53.40849429,76.09308205,0
2024,5969642,183444765,30.75,30.95,30.6,30.7,2978,29.8,33.35,25.35211268,36.49483783,47.77060881,70.32215075,0
2025,5514196,170666476,30.9,31.25,30.75,30.8,3086,29.8,33.35,28.16901408,33.71956325,43.08692695,61.82165436,0
2026,4804615,148915835,30.9,31.2,30.75,30.9,2691,29.8,33.35,30.98591549,32.80834733,39.66073375,53.36550658,0
2027,5573674,169140071,30.0,30.65,29.9,30.65,2787,29.8,33.35,23.94366197,29.85345221,36.3916399,49.46801528,0
2028,5149729,156230465,30.3,30.55,30.1,30.35,2546,29.8,32.95,17.46031746,25.72240729,32.83522903,47.06087251,0
2029,9789976,302691288,30.6,31.4,30.45,31.2,2760,29.8,31.5,82.35294118,44.59925192,36.75657,21.07120614,0
2030,6184426,191837856,30.9,31.2,30.8,31.05,2536,29.8,31.4,78.125,55.77450128,43.09588042,17.73863871,0
2031,6438154,195428509,30.8,30.9,30.2,30.25,3617,29.9,31.4,23.33333333,44.96077863,43.71751316,41.23098222,0
2032,4412865,134101910,30.6,30.6,30.2,30.25,2011,29.9,31.4,23.33333333,37.7516302,41.72888551,49.68339612,1
2033,1159504,35386917,30.4,30.6,30.4,30.5,876,29.9,31.4,40.0,38.5010868,40.6529526,44.95668421,1
2034,1531287,46800633,30.65,30.7,30.4,30.6,1170,29.9,31.4,46.66666667,41.22294676,40.84295065,40.08295845,1
2035,1990247,60503245,30.15,30.6,30.15,30.6,1339,29.9,31.4,46.66666667,43.03752006,41.57447379,38.64838125,0
2036,2040367,62025020,30.65,30.7,30.25,30.35,992,30.1,31.4,19.23076923,35.10193645,39.41696134,48.04701113,1
2037,2642694,80695265,30.35,30.7,30.25,30.65,1594,30.15,31.4,40.0,36.7346243,38.522849,42.09929839,1
2038,2946706,89530985,30.4,30.6,30.3,30.3,902,30.15,31.2,14.28571429,29.2516543,35.43245076,47.7940437,1
2039,2993528,91456725,30.3,30.75,30.3,30.7,1376,30.15,30.9,73.33333333,43.94554731,38.27014961,26.91935422,1
2040,3647109,110974299,30.7,30.7,30.3,30.4,1780,30.15,30.75,41.66666667,43.18592043,39.90873988,33.35437879,0
2041,3105671,94629291,30.4,30.6,30.3,30.4,1910,30.15,30.75,41.66666667,42.67950251,40.83232742,37.13797726,1
2042,4967937,151390327,30.4,30.75,30.3,30.6,2688,30.15,30.75,75.0,53.45300167,45.03921884,28.21165318,0
2043,4570331,138157958,30.6,30.7,30.05,30.2,2365,30.05,30.75,21.42857143,42.77819159,44.28554309,47.30024609,0
2044,2398166,72919540,30.2,30.5,30.2,30.5,1460,30.05,30.75,64.28571429,49.94736582,46.17281733,38.62372036,1
2045,3216626,97759826,30.25,30.5,30.15,30.5,1240,30.05,30.75,64.28571429,54.72681531,49.02414999,37.61881936,1
2046,2678251,81280462,30.5,30.55,30.2,30.55,1550,30.05,30.75,71.42857143,60.29406735,52.78078911,37.75423264,0
2047,5280100,160225447,30.7,30.7,29.95,30.5,2139,29.95,30.75,68.75,63.11271157,56.22476326,42.44886666,0
2048,6951712,206344720,30.3,30.3,29.35,29.4,3110,29.35,30.75,3.571428571,43.26561723,51.90504792,69.18390929,0
2049,10438301,301335167,29.4,29.4,28.5,28.55,5829,28.5,30.75,2.222222222,29.58448556,44.46486047,74.22561028,0
2050,3062858,87999555,28.7,28.85,28.6,28.8,1887,28.5,30.75,13.33333333,24.16743482,37.69905192,64.76228612,0
2051,3070927,89577448,28.85,29.4,28.8,29.4,1566,28.5,30.7,40.90909091,29.74798685,35.0486969,45.65011699,1
2052,2193125,64384917,29.4,29.6,29.05,29.55,1564,28.5,30.7,47.72727273,35.74108214,35.27949198,34.35631165,1
2053,3307921,97190688,29.25,29.65,29.05,29.3,1619,28.5,30.7,36.36363636,35.94860022,35.50252806,34.61038374,1
2054,3799288,110270694,29.15,29.4,28.8,28.85,1419,28.5,30.7,15.90909091,29.26876378,33.42460663,41.73629233,1
2055,8510875,238131800,28.85,28.85,27.6,27.85,4367,27.6,30.7,8.064516129,22.20068123,29.68329816,44.64853203,0
2056,5179540,144278082,27.85,28.0,27.8,27.8,2530,27.6,30.3,7.407407407,17.26958996,25.54539543,42.09700637,0
2057,2930717,81269291,27.9,28.0,27.6,27.75,1494,27.6,29.65,7.317073171,13.95208436,21.68095841,37.1387065,1
2058,2768265,77828495,27.9,28.25,27.85,28.1,1686,27.6,29.65,24.3902439,17.43147087,20.26446256,25.93044594,0
2059,2526571,71390303,28.2,28.35,28.1,28.25,1257,27.6,29.65,31.70731707,22.19008627,20.90633713,18.33883885,0
2060,2081192,58977622,28.3,28.45,28.15,28.35,969,27.6,29.65,36.58536585,26.9885128,22.93372902,14.82416146,1
2061,3947160,111860902,28.4,28.45,28.1,28.35,1379,27.6,29.65,36.58536585,30.18746382,25.35164062,15.67999423,0
2062,1639597,46411818,28.35,28.4,28.2,28.3,729,27.6,29.4,38.88888889,33.08793884,27.93040669,17.6153424,1
2063,4626617,130131883,28.3,28.3,28.05,28.1,2050,27.6,28.85,40.0,35.39195923,30.41759087,20.46885416,0
2064,4532398,126346578,28.0,28.1,27.8,27.8,2292,27.6,28.45,23.52941176,31.43777674,30.75765283,29.397405,0
2065,2705680,76188819,28.3,28.3,28.0,28.15,1397,27.6,28.45,64.70588235,42.52714528,34.68081698,18.98816038,0
2066,3284573,92110295,28.1,28.2,27.95,28.05,1850,27.8,28.45,38.46153846,41.17194301,36.84452565,28.18969095,0
2067,2134207,59866196,28.05,28.15,28.0,28.05,1223,27.8,28.45,38.46153846,40.26847482,37.98584204,33.42057648,1
2068,4015703,113363968,28.1,28.3,28.05,28.3,1713,27.8,28.45,76.92307692,52.48667552,42.8194532,23.48500856,0
2069,4005636,113470794,28.35,28.45,28.15,28.3,2460,27.8,28.45,76.92307692,60.63214266,48.75701635,25.00676375,0
2070,1712367,48186247,28.3,28.3,28.0,28.2,942,27.8,28.45,61.53846154,60.93424895,52.81609389,36.57978376,0
2071,4229510,120504381,28.3,28.6,28.3,28.55,1846,27.8,28.6,93.75,71.87283263,59.16834014,33.75935514,0
2072,5784232,162606028,28.4,28.45,28.0,28.15,2410,27.8,28.6,43.75,62.49855509,60.27841179,55.83812518,0
2073,8730904,248668734,28.55,28.9,28.1,28.1,3524,27.95,28.9,15.78947368,46.92886129,55.82856162,73.62796229,0
2074,2365941,66898975,28.25,28.4,28.15,28.3,1154,27.95,28.9,36.84210526,43.56660928,51.74124417,68.09051396,1
2075,2493791,71338477,28.55,28.7,28.4,28.65,1237,28.0,28.9,72.22222222,53.11848026,52.20032287,50.36400809,1
2076,3327589,95228532,28.75,28.8,28.4,28.5,1431,28.0,28.9,55.55555556,53.93083869,52.77716148,50.46980705,0
2077,2653657,76276984,28.6,28.9,28.6,28.75,1215,28.0,28.9,83.33333333,63.73167024,56.4286644,41.82265271,1
2078,4726965,137526924,28.9,29.25,28.85,29.1,2164,28.0,29.25,88.0,71.82111349,61.55948076,41.0362153,0
2079,3002932,87278780,29.1,29.2,28.9,29.0,1595,28.0,29.25,80.0,74.547409,65.88879017,48.57155253,1
2080,2089055,60027824,29.0,29.05,28.65,28.75,1072,28.0,29.25,60.0,69.69827266,67.15861767,62.07930768,1
2081,3211815,92648780,28.7,29.05,28.6,28.85,1295,28.1,29.25,65.2173913,68.20464554,67.50729363,66.1125898,0
2082,2783100,79605347,28.65,28.8,28.5,28.5,1178,28.15,29.25,31.81818182,56.0758243,63.69680385,78.93876295,1
2083,3146696,90388703,28.45,28.9,28.45,28.6,1878,28.4,29.25,23.52941176,45.22702012,57.54020928,82.16658758,1
2084,4780931,137005624,28.65,28.95,28.55,28.55,1396,28.4,29.25,17.64705882,36.03369969,50.37137275,79.04671886,1
2085,3842185,110204888,28.8,28.85,28.55,28.75,1715,28.45,29.25,37.5,36.52246646,45.75507065,64.22027903,0
2086,4621625,131919284,28.55,28.7,28.45,28.55,1757,28.45,29.25,12.5,28.51497764,40.00837298,62.99516366,0
2087,3881591,110716638,28.6,28.75,28.5,28.5,999,28.45,29.2,6.666666667,21.23220732,33.74965109,58.78453865,1
2088,2936151,83577685,28.45,28.6,28.3,28.5,1259,28.3,29.05,26.66666667,23.04369377,30.18099865,44.45560842,1
2089,3159588,89228647,28.55,28.6,28.1,28.15,1760,28.1,29.05,5.263157895,17.11684848,25.82628193,43.24514883,0
2090,5009438,138801664,28.05,28.05,27.5,27.7,2373,27.5,28.95,13.79310345,16.00893347,22.55383244,35.64363038,0
2091,4231812,117061842,27.7,27.85,27.55,27.65,2345,27.5,28.95,10.34482759,14.12089817,19.74285435,30.98676671,0
2092,3391415,93668628,27.65,27.7,27.5,27.65,1598,27.5,28.95,10.34482759,12.86220798,17.44930556,26.62350072,1
2093,2215822,61283845,27.65,27.75,27.55,27.75,1036,27.5,28.85,18.51851852,14.74764482,16.54875198,20.15096629,1
2094,1359858,37839638,27.7,27.95,27.7,27.85,911,27.5,28.75,28.0,19.16509655,17.42086684,13.93240741,1
2095,6070029,169149897,27.8,28.2,27.5,27.5,1913,27.5,28.75,0.0,12.77673103,15.87282157,22.06500264,0
2096,1619800,44703037,27.55,27.7,27.55,27.55,1176,27.5,28.6,4.545454545,10.0329722,13.92620511,21.71267093,1
2097,2309030,63518721,27.6,27.7,27.35,27.4,1087,27.35,28.6,4.0,8.021981469,11.95813057,19.83042876,1
2098,3142683,85723658,27.4,27.5,27.0,27.25,1855,27.0,28.2,20.83333333,12.29243209,12.06956441,11.62382904,0
2099,1485805,40672372,27.25,27.5,27.25,27.4,1045,27.0,28.2,33.33333333,19.30606584,14.48173155,4.833062977,1
2100,1413326,39046557,27.4,27.8,27.4,27.65,1115,27.0,28.2,54.16666667,30.92626611,19.96324307,-1.962803012,1
2101,3018070,83045382,27.45,27.75,27.4,27.4,1674,27.0,28.2,33.33333333,31.72862185,23.885036,8.19786429,0
2102,1803343,49590596,27.6,27.7,27.4,27.7,1140,27.0,28.2,58.33333333,40.59685901,29.45564367,7.173212985,0
2103,5702530,157559926,27.8,27.8,27.5,27.7,2105,27.0,28.2,58.33333333,46.50901712,35.14010149,12.40227022,0
2104,4148700,115425800,27.9,27.95,27.7,27.7,1848,27.0,27.95,73.68421053,55.56741492,41.94920597,14.71278805,0
2105,5319253,148556734,27.8,28.2,27.75,28.0,1971,27.0,28.2,83.33333333,64.82272106,49.573711,19.07569087,0
2106,5262701,138082173,26.3,26.4,26.15,26.3,2894,26.15,28.2,7.317073171,45.65417176,48.26719792,53.49325023,1
