X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2014,669937,12038917.0,18.1,18.1,17.9,17.9,426,17.85,18.45,8.333333333,45.08987537,60.66349129,91.81072312,1
2015,1097512,19742813.0,18.0,18.05,17.85,18.0,587,17.85,18.45,25.0,38.39325025,53.24007761,82.93373233,0
2016,1482816,26750144.0,18.0,18.15,17.95,18.05,853,17.85,18.45,33.33333333,36.70661128,47.72892216,69.77354394,0
2017,1773584,32190290.0,18.05,18.3,18.05,18.15,850,17.85,18.45,50.0,41.13774085,45.53186173,54.32010348,0
2018,2661851,48233454.0,18.25,18.3,17.95,18.1,1354,17.85,18.45,41.66666667,41.31404946,44.1259243,49.749674,0
2019,1762043,31816673.0,18.1,18.15,18.0,18.0,981,17.85,18.45,25.0,35.87603297,41.37596053,52.37581564,0
2020,1170283,21150735.0,18.0,18.2,17.95,18.1,787,17.85,18.3,55.55555556,42.43587383,41.72926496,40.31604722,0
2021,2759606,49580847.0,18.1,18.1,17.85,17.85,975,17.85,18.3,0.0,28.29058255,37.24970416,55.16794737,0
2022,14279917,265047411.0,18.0,18.6,17.95,18.6,883,17.85,18.6,100.0,52.1937217,42.23104334,22.30568661,1
2023,3280535,60568996.0,18.45,18.6,18.35,18.5,1388,17.85,18.6,86.66666667,63.68470336,49.38226335,20.77738332,1
2024,2790420,50736876.0,18.4,18.4,18.1,18.2,2019,17.85,18.6,46.66666667,58.01202446,52.25885038,40.75250223,0
2025,1569089,28475756.0,18.1,18.3,18.1,18.15,1151,17.85,18.6,40.0,52.00801631,52.17523903,52.50968446,0
2026,1197094,21809948.0,18.25,18.35,18.15,18.15,505,17.85,18.6,40.0,48.0053442,50.78527409,56.34513385,0
2027,1887894,33821435.0,17.7,18.05,17.7,18.0,777,17.7,18.6,33.33333333,43.11467391,48.22840736,58.45587426,0
2028,1789247,32079079.0,17.8,18.05,17.8,17.95,637,17.7,18.6,27.77777778,38.0023752,44.81972998,58.45443952,0
2029,2086724,37569440.0,17.95,18.05,17.95,18.0,576,17.7,18.6,33.33333333,36.44602791,42.02849595,53.19343204,0
2030,1997787,35887458.0,18.0,18.05,17.9,17.9,772,17.7,18.6,22.22222222,31.70475935,38.58725042,52.35223256,0
2031,1749481,31335332.0,18.0,18.0,17.85,17.9,688,17.7,18.6,22.22222222,28.54391364,35.23947149,48.6305872,0
2032,1801030,32321883.0,17.95,18.05,17.9,17.9,517,17.7,18.4,28.57142857,28.55308528,33.01067609,41.9258577,0
2033,295027,5297779.0,17.95,18.0,17.9,17.95,95,17.7,18.35,38.46153846,31.85590301,32.62575173,34.16544917,1
2034,1009206,18174852.0,18.05,18.1,17.95,18.05,368,17.7,18.35,53.84615385,39.18598662,34.81249669,26.06551684,0
2035,980736,17636398.0,18.0,18.05,17.9,18.0,602,17.7,18.1,75.0,51.12399108,40.24966149,18.50100231,0
2036,1861548,33445571.0,17.9,18.05,17.85,17.9,713,17.8,18.1,33.33333333,45.19377183,41.89769827,35.30555115,0
