X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2004,107/03/06,48809,2095855,43.2,43.2,42.6,42.875,0,41,0,41.6,43.8,63.63636364,70.55946005,72.26897627,75.68800871,1
2005,107/03/07,45025,1929519,43.1,43.1,42.75,43.0,-0.15,36,1,41.8,43.8,52.5,64.53964003,69.69253086,79.99831251,1
2006,107/03/08,28528,1223147,42.85,42.95,42.8,43.075,0.1,30,0,42.45,43.8,37.03703704,55.3721057,64.9190558,84.01295601,0
2007,107/03/09,73046,3127914,42.85,42.95,42.75,43.075,-0.15,60,1,42.6,43.8,16.66666667,42.47029269,57.43613477,87.36781892,0
2008,107/03/12,68506,2941832,42.8,43.15,42.8,43.065000000000005,0.35,63,0,42.6,43.8,45.83333333,43.59130624,52.82119192,71.28096329,0
2009,107/03/13,58400,2515889,43.15,43.25,42.7,43.045,-0.05,42,0,42.6,43.25,76.92307692,54.70189647,53.44809344,50.94048738,0
2010,107/03/14,37035,1590605,43.1,43.1,42.85,43.025,0,37,1,42.6,43.25,76.92307692,62.10895662,56.33504783,44.78723026,0
2011,107/03/15,32880,1416540,42.95,43.15,42.95,43.02,0.05,47,0,42.6,43.25,84.61538462,69.61109928,60.76039832,43.05899638,0
2012,107/03/16,19106,823562,43.1,43.2,43.0,43.015,-0.1,26,1,42.6,43.25,69.23076923,69.4843226,63.66837308,52.03647403,0
2013,107/03/19,54824,2368322,43.05,43.3,43.05,43.045,0.25,55,1,42.7,43.3,100.0,79.65621507,68.99765374,47.68053109,0
2014,107/03/20,28975,1253671,43.1,43.35,43.1,43.08,0.05,27,0,42.7,43.35,100.0,86.43747671,74.81092806,51.55783077,1
2015,107/03/21,30060,1295485,43.35,43.35,42.95,43.115,-0.15,25,0,42.7,43.35,76.92307692,83.26601011,77.62928875,66.35584601,1
2016,107/03/22,32047,1381929,43.2,43.2,43.0,43.14,0,30,1,42.7,43.35,76.92307692,81.15169905,78.80342552,74.10687844,1
