X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2014,4716325,319049597,68.2,68.6,67.3,67.5,2136,66.1,69.6,40.0,61.99033121,67.32862113,78.00520097,0
2015,7002167,480285626,68.0,69.0,67.7,69.0,2945,66.1,69.6,82.85714286,68.94593509,67.86772578,65.71130717,0
2016,2754821,189027720,68.9,68.9,68.5,68.5,1577,66.3,69.6,66.66666667,68.18617895,67.97387684,67.54927262,0
2017,1726365,117960972,68.3,68.6,68.1,68.2,1256,67.3,69.6,39.13043478,58.50093089,64.81622819,77.44682278,0
2018,6017910,417514739,69.0,69.7,68.5,69.6,3306,67.3,69.7,95.83333333,70.94506504,66.85917381,58.68739134,0
2019,4414304,306251766,69.0,69.8,68.3,69.8,2664,67.3,69.8,100.0,80.63004336,71.44946366,53.08830425,0
2020,5558191,383616379,69.5,69.5,68.6,69.3,3596,67.3,69.8,80.0,80.42002891,74.43965207,62.47889841,0
2021,3431404,236927576,69.3,69.3,68.7,69.0,1573,67.3,69.8,68.0,76.28001927,75.05310781,72.59928488,0
2022,18926505,1314654764,68.7,70.1,68.0,70.1,5078,67.3,70.1,100.0,84.18667951,78.09763171,65.9195361,0
2023,3901002,269165811,69.3,69.4,68.7,69.3,2576,67.7,70.1,66.66666667,78.34667523,78.18064622,77.84858819,0
2024,6123015,418633900,69.2,69.2,68.1,68.1,3562,68.0,70.1,4.761904762,53.81841841,70.05990361,102.542874,0
2025,6152781,420259485,68.5,68.8,67.9,68.8,3696,67.9,70.1,40.90909091,49.51530924,63.21170549,90.60449799,0
2026,7695883,525027294,68.6,68.8,67.7,68.6,4681,67.7,70.1,37.5,45.51020616,57.31120571,80.91320482,0
2027,6623500,449256900,67.4,68.1,67.4,68.0,3200,67.4,70.1,22.22222222,37.74754485,50.78998543,76.87486658,0
2028,5928576,400574168,68.0,68.0,67.3,68.0,3183,67.3,70.1,25.0,33.49836323,45.02611136,68.08160762,0
2029,5425818,370331924,68.2,68.7,68.0,68.2,3079,67.3,70.1,32.14285714,33.04652787,41.03291686,57.00569485,0
2030,8994723,611186166,68.2,68.3,67.7,68.0,2081,67.3,70.1,25.0,30.36435191,37.47672855,51.70148181,0
2031,17148089,1184308871,69.1,70.0,68.3,68.3,8367,67.3,70.0,37.03703704,32.58858029,35.84734579,42.36487681,0
2032,6690954,460617007,68.9,69.3,68.3,68.5,3724,67.3,70.0,44.44444444,36.54053501,36.07840886,35.15415658,0
2033,2361599,163057832,68.8,69.3,68.5,69.0,1651,67.3,70.0,62.96296296,45.34801099,39.16827624,26.80880674,0
2034,3095714,214571510,69.2,69.5,69.1,69.4,2162,67.3,70.0,77.77777778,56.15793325,44.83149524,22.17861923,0
2035,8853532,605210103,69.0,69.1,68.1,68.2,4951,67.3,70.0,33.33333333,48.54973328,46.07090792,41.11325721,0
2036,12352027,862290490,68.9,70.4,68.5,70.2,5826,67.3,70.4,93.5483871,63.54928455,51.89703347,28.59253129,0
2037,13892282,975482681,69.4,71.0,69.4,70.6,4925,67.7,71.0,87.87878788,71.65911899,58.48439531,32.13494794,0
2038,5963256,419967469,70.6,70.8,69.9,70.7,3917,67.7,71.0,90.90909091,78.0757763,65.01485564,38.89301432,0
2039,5376124,379225102,70.7,71.0,70.2,70.8,2796,68.1,71.0,93.10344828,83.08500029,71.03823719,46.94471099,0
2040,7438166,526472690,70.8,71.3,70.5,70.7,3277,68.1,71.3,81.25,82.47333353,74.84993597,59.60314085,0
2041,6306044,451991692,70.8,72.5,70.8,71.6,3490,68.1,72.5,79.54545455,81.49737387,77.0657486,68.20249807,0
2042,7913732,559498038,71.7,71.7,70.4,70.5,3540,68.1,72.5,54.54545455,72.51340076,75.54829932,81.61809644,0
2043,9074366,644670886,71.3,71.3,70.8,71.2,3134,68.1,72.5,70.45454545,71.82711566,74.30790477,79.26948298,0
2044,11542004,842564092,71.3,73.5,71.2,73.4,5368,68.5,73.5,98.0,80.55141044,76.38907332,68.06439909,0
2045,8367955,599603299,73.0,73.0,71.0,71.4,4144,69.4,73.5,48.7804878,69.96110289,74.24641651,82.81704375,0
2046,7212762,507356224,71.3,71.3,69.9,70.3,4010,69.9,73.5,11.11111111,50.34443897,66.27909066,98.14839406,0
2047,6504758,456910653,71.0,71.1,69.8,70.3,3485,69.8,73.5,13.51351351,38.06746382,56.87521505,94.49071751,0
2048,6920920,481555995,70.0,70.0,69.3,69.6,3612,69.3,73.5,7.142857143,27.75926159,47.16989723,85.99116851,0
2049,6647193,468058413,70.1,70.8,70.1,70.8,3613,69.3,73.5,35.71428571,30.4109363,41.58357692,63.92885816,0
2050,12040402,844520537,70.1,70.5,69.9,70.3,3672,69.3,73.5,23.80952381,28.21046547,37.1258731,54.95668837,0
2051,10130735,723901255,70.0,72.2,70.0,71.6,3960,69.3,73.5,54.76190476,37.06094523,37.10423048,37.19080097,0
