stockID,profit
1210,40.035000000000046
1231,90.89500000000001
2344,63.56399999999998
2449,51.770000000000024
2603,259.071
2633,46.329999999999984
3596,171.575
1215,86.01000000000003
1232,136.33000000000007
2345,486.1100000000002
2454,744.5499999999997
2607,44.355000000000004
2634,4.095000000000038
3682,13.672000000000004
1216,71.55000000000004
1434,38.77499999999998
2379,332.3000000000002
2455,139.77999999999997
2609,123.70700000000004
2637,51.25
4904,38.439999999999976
1218,55.155000000000015
1702,51.99500000000002
2408,176.8449999999999
2459,32.249999999999964
2610,46.40899999999999
3034,514.3499999999999
5388,27.760000000000005
1227,55.524999999999984
2330,702.75
2412,-65.20000000000002
2468,26.13500000000001
2615,386.03999999999996
3035,86.18999999999991
1229,43.13500000000002
2337,47.08000000000002
2439,432.38999999999965
2498,121.35499999999996
2618,32.62399999999998
3045,-42.68999999999997
