X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
1995,2780887,210554136,76.0,76.1,75.2,75.7,1241,74.6,76.2,68.75,62.47283158,52.32804964,32.03848574,0
1996,3379299,256274301,75.7,76.1,75.4,76.0,2279,74.7,76.2,86.66666667,70.53744328,58.39784752,34.11865599,0
1997,2887412,219205367,75.7,76.4,75.1,76.0,1412,74.7,76.4,76.47058824,72.51515826,63.10361777,44.28053677,0
1998,2726428,207326463,75.5,76.4,75.5,76.4,1746,74.7,76.4,100.0,81.67677218,69.29466924,44.53046336,0
1999,2799311,212207196,75.6,76.2,75.5,75.9,1754,74.7,76.4,70.58823529,77.98059322,72.18997723,60.60874526,0
2000,4495895,336238067,75.1,75.5,74.0,74.9,2154,74.0,76.4,37.5,64.48706214,69.62233887,79.89289231,0
2001,6352895,466535426,73.2,74.8,72.6,74.4,3570,72.6,76.4,47.36842105,58.78084845,66.00850873,80.46382929,0
2002,5815666,439380437,74.4,76.0,74.0,75.5,3817,72.6,76.4,76.31578947,64.62582879,65.54761541,67.39118867,0
2003,3532851,263304203,75.4,75.6,74.1,74.2,2259,72.6,76.4,42.10526316,57.11897358,62.73806814,73.97625725,0
2004,4322347,317745974,72.1,74.5,72.1,73.3,1974,72.1,76.4,27.90697674,47.3816413,57.61925919,78.09449497,0
2005,4243094,311752762,73.1,74.2,72.8,73.5,2748,72.1,76.4,32.55813953,42.44047405,52.55966414,72.79804434,0
2006,6330508,470908365,73.6,74.8,73.6,74.5,3126,72.1,76.4,55.81395349,46.89830053,50.67254294,58.22102776,0
2007,6126089,449683037,73.5,73.9,73.2,73.3,3374,72.1,76.2,29.26829268,41.02163125,47.45557237,60.32345463,0
2008,4629116,340845989,73.5,74.2,73.1,73.8,1995,72.1,76.0,43.58974359,41.87766869,45.59627115,53.03347605,0
2009,4126525,304256950,74.0,74.1,73.1,73.7,1770,72.1,76.0,41.02564103,41.59365947,44.26206725,49.59888282,0
2010,3836833,284529342,73.9,74.5,73.8,74.0,1679,72.1,76.0,48.71794872,43.96842255,44.16418569,44.55571196,0
2011,6365238,467177707,73.3,73.8,72.8,73.4,3145,72.1,75.6,37.14285714,41.69323408,43.34053515,46.63513729,0
2012,4750567,347654651,72.9,73.4,72.9,73.0,2404,72.1,74.8,33.33333333,38.9066005,41.86255694,47.77446981,0
2013,2784371,204841304,73.4,74.0,73.3,73.3,1922,72.8,74.8,25.0,34.271067,39.33206029,49.45404687,0
2014,2735517,201978366,73.6,74.3,73.5,74.0,1754,72.8,74.8,60.0,42.847378,40.50383286,35.81674258,0
2015,3766260,281453541,74.0,75.2,74.0,74.5,1744,72.8,75.2,70.83333333,52.17602978,44.39456517,28.83163594,0
2016,2477666,185980413,74.7,75.6,74.7,75.4,1713,72.8,75.6,92.85714286,65.7364008,51.50851038,23.05272953,0
2017,2982121,220771472,74.7,75.2,73.8,73.8,2221,72.8,75.6,35.71428571,55.72902911,52.91534995,47.28799165,0
2018,4478940,330596260,74.2,74.3,73.5,73.5,2249,72.8,75.6,25.0,45.48601941,50.43890644,60.3446805,0
2019,4211315,309471710,73.5,73.7,73.3,73.5,2626,72.8,75.6,25.0,38.65734627,46.51171972,62.22046661,0
2020,2832789,208546141,73.7,74.1,73.4,73.9,1589,72.9,75.6,37.03703704,38.11724319,43.71356087,54.90619624,0
2021,1202276,89386052,74.0,74.6,73.6,74.5,614,73.3,75.6,52.17391304,42.80279981,43.40997385,44.62432194,0
2022,7426953,548346222,74.7,74.7,73.3,74.0,3397,73.3,75.6,30.43478261,38.68012741,41.83335837,48.1398203,0
2023,2212114,164435285,73.9,74.7,73.7,74.5,1561,73.3,75.6,52.17391304,43.17805595,42.2815909,40.48866079,0
2024,2278553,170043754,74.2,74.9,74.0,74.9,1556,73.3,75.6,69.56521739,51.97377643,45.51231941,32.58940537,0
2025,2016503,151229170,74.9,75.2,74.7,75.0,1119,73.3,75.2,89.47368421,64.47374569,51.83279484,26.55089313,0
2026,2297631,173228004,75.1,75.6,75.0,75.6,1385,73.3,75.6,100.0,76.31583046,59.99380671,27.34975921,0
2027,2292237,172254866,74.7,75.5,74.6,75.1,1533,73.3,75.6,78.26086957,76.96417683,65.65059675,43.0234366,0
2028,1417659,106952149,75.1,75.7,75.0,75.6,1087,73.3,75.7,95.83333333,83.25389566,71.51836306,48.04729784,0
2029,3234608,245980756,75.6,76.3,75.2,76.1,1911,73.3,76.3,93.33333333,86.61370822,76.55014478,56.42301789,0
2030,2394953,183003313,76.2,76.7,75.9,76.2,1604,73.3,76.7,85.29411765,86.1738447,79.75804475,66.92644486,0
2031,3094149,237576739,76.2,77.2,75.8,77.0,1915,73.7,77.2,94.28571429,88.87780123,82.79796358,70.63828827,0
2032,2554684,198427469,77.0,78.0,76.7,78.0,1415,74.0,78.0,100.0,92.58520082,86.06037599,73.01072633,0
2033,1060007,82940439,78.0,78.5,77.8,78.2,647,74.6,78.5,92.30769231,92.49269798,88.20448332,79.628054,0
2034,1781935,139174068,78.2,78.4,77.2,77.4,795,74.6,78.5,71.79487179,85.59342259,87.33412974,90.81554405,0
2035,3258917,250798817,77.0,77.2,76.8,76.8,1988,74.6,78.5,56.41025641,75.86570053,83.51132,98.80255896,0
2036,3580757,277749474,77.0,78.2,76.5,78.2,2090,75.0,78.5,91.42857143,81.05332416,82.69198806,85.96931585,0
2037,4032520,314461314,77.4,78.6,77.4,78.6,1847,75.2,78.6,100.0,87.36888277,84.25095296,78.01509334,0
2038,2952494,231352774,78.0,78.6,77.7,78.6,1589,75.8,78.6,100.0,91.57925518,86.69372037,76.92265074,0
2039,2487455,193518244,78.0,78.5,77.2,78.2,1729,75.8,78.6,85.71428571,89.62426536,87.6705687,83.76317538,0
2040,2172677,170122168,77.4,78.5,77.4,78.3,858,76.5,78.6,85.71428571,88.32093881,87.88735874,87.02019859,0
2041,3339821,261160210,78.2,78.5,77.7,78.1,1028,76.5,78.6,76.19047619,84.27745127,86.68405625,91.4972662,0
2042,3500173,272767983,78.0,78.2,77.7,78.0,1470,76.5,78.6,71.42857143,79.99449132,84.45420127,93.37362117,0
2043,2426697,190119188,78.0,78.7,78.0,78.1,1352,76.5,78.7,72.72727273,77.57208512,82.16016256,91.33631742,0
2044,4128415,322900144,77.7,78.6,77.7,78.2,1713,76.5,78.7,77.27272727,77.47229917,80.59754143,86.84802594,0
2045,2878700,224304960,78.0,78.5,77.5,77.7,1376,77.2,78.7,33.33333333,62.75931056,74.65146447,98.4357723,1
2046,2177428,169597851,77.7,78.1,77.7,78.0,901,77.2,78.7,53.33333333,59.61731815,69.64008237,89.68561079,0
2047,2762488,214899415,77.5,78.2,77.5,77.6,1325,77.2,78.7,26.66666667,48.63376766,62.63797746,90.64639708,1
2048,3165427,245797389,77.5,78.4,77.1,77.4,1550,77.1,78.7,18.75,38.67251177,54.6494889,86.60344315,1
2049,4979818,386631910,77.2,78.4,77.1,77.6,2054,77.1,78.7,31.25,36.19834118,48.49910633,73.10063662,1
2050,3170290,247537127,77.5,78.5,77.4,77.7,1750,77.1,78.7,37.5,36.63222745,44.54348004,60.3659852,1
2051,5747790,451808847,77.7,79.0,77.7,78.4,1713,77.1,79.0,68.42105263,47.22850251,45.43848753,41.85845756,0
2052,5285848,412683944,78.1,78.8,77.7,77.8,1980,77.1,79.0,36.84210526,43.7663701,44.88111505,47.11060496,0
2053,4732054,367268373,77.5,77.8,77.3,77.3,2374,77.1,79.0,10.52631579,32.68635199,40.81619403,57.07587811,1
2054,5873858,454452020,77.0,77.9,76.8,77.1,2048,76.8,79.0,13.63636364,26.33635587,35.98958131,55.29603219,1
2055,3473425,267712925,77.8,77.9,76.7,76.7,1782,76.7,79.0,0.0,17.55757058,29.84557774,54.42159204,0
2056,3830914,293906116,77.0,77.2,76.4,76.9,1692,76.4,79.0,19.23076923,18.11530347,25.93548631,41.57585201,0
2057,8033759,607970900,76.8,76.8,74.8,75.0,3012,74.8,79.0,4.761904762,13.66417056,21.84504773,38.20680206,0
2058,8051205,599987481,74.9,75.0,74.2,74.4,2932,74.2,79.0,4.166666667,10.49833593,18.06281046,33.19175953,0
2059,5382259,405655668,74.4,75.9,74.4,75.0,3051,74.2,79.0,16.66666667,12.55444618,16.22668903,23.57117475,0
2060,6184574,461766882,75.0,75.6,74.3,74.5,3442,74.2,78.8,6.52173913,10.54354383,14.3323073,21.90983424,0
2061,7676957,574564254,75.4,75.5,74.3,74.9,3177,74.2,77.9,18.91891892,13.33533552,13.99998337,15.32927907,0
