X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2014,107/03/06,142746,4913686,34.55,34.8,34.2,34.395,-0.1,112,1,34.0,35.6,28.125,53.95375057,66.18058721,90.63426048,1
2015,107/03/07,80240,2780252,34.45,34.8,34.45,34.464999999999996,0.15,63,1,34.0,35.6,37.5,48.46916704,60.27678049,83.89200737,1
2016,107/03/08,87707,3048960,34.6,34.8,34.6,34.519999999999996,0.15,77,1,34.0,35.6,46.875,47.93777803,56.16377967,72.61578294,0
2017,107/03/09,334364,11739743,34.75,35.3,34.75,34.61,0.25,205,1,34.2,35.6,57.14285714,51.00613773,54.44456569,61.3214216,0
2018,107/03/12,246616,8690829,35.2,35.45,35.05,34.7,0.05,167,1,34.2,35.6,60.71428571,54.24218706,54.37710615,54.64694432,0
2019,107/03/13,182112,6416320,35.3,35.35,35.15,34.78,0.2,123,0,34.2,35.6,75.0,61.16145804,56.63855678,47.59275425,0
2020,107/03/14,483430,17038360,35.35,35.4,35.05,34.86,0,119,0,34.2,35.45,84.0,68.77430536,60.68380631,44.5028082,0
2021,107/03/15,95517,3361813,35.25,35.35,35.1,34.89,-0.15,82,0,34.2,35.45,72.0,69.84953691,63.73904984,51.5180757,0
2022,107/03/16,52495,1839868,35.1,35.1,35.0,34.9,-0.1,55,0,34.2,35.45,64.0,67.89969127,65.12593032,59.57840841,0
2023,107/03/19,107803,3761182,35.0,35.0,34.8,34.93,-0.15,79,1,34.45,35.45,40.0,58.59979418,62.9505516,71.65206645,0
2024,107/03/20,74589,2607665,34.85,35.0,34.85,34.985,0.15,66,0,34.6,35.45,47.05882353,54.75280396,60.21796906,71.14829925,1
2025,107/03/21,106939,3742169,35.0,35.1,34.9,35.015,-0.1,79,1,34.75,35.45,21.42857143,43.64472645,54.69355486,76.79121166,1
2026,107/03/22,135121,4741095,35.0,35.2,34.9,35.055,0.25,89,0,34.8,35.45,53.84615385,47.04520225,52.14410399,62.34190746,1
2027,107/03/23,254539,8877165,34.9,35.2,34.5,35.035000000000004,-0.35,191,1,34.5,35.4,33.33333333,42.47457928,48.92092908,61.8136287,1
2028,107/03/26,84313,2938067,34.85,34.9,34.8,35.015,0.05,68,1,34.5,35.4,38.88888889,41.27934915,46.37373577,56.56250902,1
2029,107/03/27,104536,3664110,35.0,35.3,35.0,34.989999999999995,0.15,90,1,34.5,35.35,58.82352941,47.12740924,46.62496026,45.62006231,1
2030,107/03/28,213260,7496221,34.7,35.35,34.7,34.975,0.1,128,0,34.5,35.35,70.58823529,54.94768459,49.3992017,38.30223593,1
2031,107/03/29,158867,5570745,35.2,35.2,34.95,34.959999999999994,-0.15,88,0,34.5,35.35,52.94117647,54.27884855,51.02575065,44.51955486,1
2032,107/03/30,179446,6278530,35.1,35.1,34.9,34.95,-0.05,105,0,34.5,35.35,47.05882353,51.87217354,51.30789162,50.17932776,1
2033,107/03/31,143509,5011486,34.9,35.05,34.8,34.955,0,94,0,34.5,35.35,47.05882353,50.26772354,50.96116892,52.34805969,1
2034,107/04/02,183289,6390128,34.9,34.95,34.8,34.94500000000001,0,123,0,34.5,35.35,47.05882353,49.1980902,50.37347602,52.72424764,1
2035,107/04/03,110659,3864315,34.85,35.0,34.8,34.945,0,73,0,34.5,35.35,47.05882353,48.48500131,49.74398445,52.26195072,1
2036,107/04/09,181135,6308807,34.9,35.0,34.75,34.905,-0.15,127,1,34.7,35.35,7.692307692,34.88743677,44.79180189,64.60053212,1
2037,107/04/10,104835,3658604,34.85,35.0,34.8,34.915,0.15,69,0,34.7,35.35,30.76923077,33.51470144,41.03276841,56.06890234,1
2038,107/04/11,284018,9923570,34.9,35.05,34.8,34.91,-0.1,158,1,34.7,35.35,15.38461538,27.47133942,36.51229208,54.59419739,1
2039,107/04/12,231373,8025505,34.9,34.95,34.55,34.9,0.1,142,0,34.55,35.2,53.84615385,36.26294423,36.42917613,36.76163992,1
2040,107/04/13,78661,2746035,34.9,35.0,34.85,34.88,0,51,0,34.55,35.1,63.63636364,45.38741736,39.41525654,27.47093489,1
2041,107/04/16,189906,6641699,35.0,35.1,34.8,34.864999999999995,-0.1,148,1,34.55,35.1,45.45454545,45.40979339,41.41343549,33.42071968,1
2042,107/04/17,85180,2967725,34.95,34.95,34.8,34.86,0.05,70,0,34.55,35.1,54.54545455,48.45501378,43.76062825,34.3718572,1
2043,107/04/18,158343,5515700,34.85,35.0,34.7,34.855000000000004,0,111,1,34.55,35.1,54.54545455,50.4851607,46.00213907,37.03609581,1
2044,107/04/19,47859,1670565,34.95,34.95,34.85,34.855,0.05,52,1,34.55,35.1,63.63636364,54.86889501,48.95772438,37.13538313,1
2045,107/04/20,158156,5518344,34.9,34.95,34.8,34.86,0.05,99,1,34.55,35.1,72.72727273,60.82168758,52.91237878,37.09376118,1
2046,107/04/23,300258,10518987,34.95,35.2,34.95,34.905,0.25,153,0,34.55,35.2,100.0,73.88112506,59.90196087,31.94363251,1
2047,107/04/24,193488,6737280,35.2,35.2,34.5,34.905,-0.3,159,0,34.5,35.2,57.14285714,68.30170242,62.70187472,51.50221933,1
2048,107/04/25,108959,3779513,34.7,34.9,34.55,34.915,0,99,0,34.5,35.2,57.14285714,64.58208733,63.32861226,60.82166212,1
2049,107/04/26,134372,4667790,34.75,34.8,34.7,34.895,-0.2,101,0,34.5,35.2,28.57142857,52.57853441,59.74525297,74.07869011,1
2050,107/04/27,85307,2960096,34.7,34.8,34.55,34.875,0,55,1,34.5,35.2,28.57142857,44.5761658,54.68889058,74.91434015,1
2051,107/04/30,195118,6795015,34.75,35.0,34.75,34.885000000000005,0.2,97,1,34.5,35.2,57.14285714,48.76506291,52.71428136,60.61271825,1
2052,107/05/02,185667,6508752,34.85,35.15,34.85,34.895,0.05,131,1,34.5,35.2,64.28571429,53.93861337,53.12239203,51.48994935,1
2053,107/05/03,415899,14655345,35.0,35.35,34.95,34.935,0.3,278,0,34.5,35.35,88.23529412,65.37084029,57.20520811,40.87394377,1
2054,107/05/04,273718,9640016,35.3,35.3,35.0,34.965,-0.05,153,1,34.5,35.35,82.35294118,71.03154058,61.8139856,43.37887565,1
