X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2014,107/03/06,21260199,322111239.0,15.35,15.4,15.05,15.429999999999998,-0.15,6117,0,15.05,15.9,0.0,34.83494313,48.97706532,77.2613097,1
2015,107/03/07,12618856,190679064.0,15.1,15.3,15.05,15.425,0,2880,1,15.05,15.9,0.0,23.22329542,40.39247535,74.73083522,1
2016,107/03/08,8941915,135728703.0,15.15,15.25,15.1,15.385,0.05,2514,1,15.05,15.9,5.882352941,17.44298126,32.74264399,63.34196944,0
2017,107/03/09,18662033,288434240.0,15.2,15.6,15.2,15.37,0.35,4111,1,15.05,15.9,47.05882353,27.31492868,30.93340555,38.17035929,0
2018,107/03/12,21350450,337729645.0,15.7,15.95,15.7,15.405000000000001,0.4,4871,0,15.05,15.95,88.88888889,47.83958208,36.56879773,14.02722902,0
2019,107/03/13,13859356,217891067.0,15.85,15.85,15.65,15.430000000000001,-0.15,3113,0,15.05,15.95,72.22222222,55.9671288,43.03490809,17.17046666,0
2020,107/03/14,7871454,123174061.0,15.65,15.7,15.6,15.454999999999998,0,2246,0,15.05,15.95,72.22222222,61.38549327,49.15176981,24.6843229,0
2021,107/03/15,6953769,108707371.0,15.6,15.7,15.55,15.425,-0.1,2094,0,15.05,15.95,61.11111111,61.29403255,53.19919073,37.00950708,0
2022,107/03/16,11618609,180912186.0,15.65,15.7,15.5,15.430000000000001,0,2597,1,15.05,15.95,61.11111111,61.23305874,55.87714673,45.16532272,0
2023,107/03/19,36859750,591931379.0,15.65,16.3,15.6,15.529999999999998,0.6,7073,0,15.05,16.3,92.0,71.48870583,61.08099976,40.26558764,0
2024,107/03/20,20620915,332289210.0,16.1,16.2,16.0,15.64,-0.05,4277,0,15.1,16.3,87.5,76.82580388,66.3292678,45.33619564,1
2025,107/03/21,32200057,510815887.0,15.9,16.05,15.75,15.725,-0.25,5641,0,15.2,16.3,63.63636364,72.4293238,68.3626198,60.2292118,1
2026,107/03/22,13496476,214131235.0,15.95,16.05,15.7,15.790000000000001,-0.15,2829,0,15.5,16.3,31.25,58.70288253,65.14270738,78.02235707,1
2027,107/03/23,15712093,241592838.0,15.3,15.5,15.3,15.785000000000002,-0.35,3566,0,15.3,16.3,10.0,42.46858836,57.58466771,87.8168264,1
2028,107/03/26,19581277,297685362.0,15.2,15.3,15.1,15.719999999999999,-0.2,3822,1,15.1,16.3,8.333333333,31.09017002,48.75316848,84.07916539,1
2029,107/03/27,11010080,168625102.0,15.4,15.5,15.2,15.680000000000001,0.1,2924,0,15.1,16.3,16.66666667,26.28233557,41.26289084,71.22400138,1
2030,107/03/28,17682721,267363147.0,15.2,15.25,15.05,15.620000000000001,-0.2,4504,0,15.05,16.3,4.0,18.85489038,33.79355735,63.6708913,1
2031,107/03/29,13602346,205027106.0,15.15,15.2,15.0,15.564999999999998,-0.05,3879,1,15.0,16.3,3.846153846,13.8519782,27.1463643,53.7351365,0
2032,107/03/30,10627418,160542241.0,15.1,15.2,15.05,15.514999999999997,0.05,2761,1,15.0,16.2,8.333333333,12.01242991,22.1017195,42.28029869,0
2033,107/03/31,6058049,91726872.0,15.15,15.2,15.1,15.41,0.05,2393,1,15.0,16.05,14.28571429,12.77019137,18.99121013,31.43324764,0
2034,107/04/02,6645574,101073317.0,15.2,15.3,15.15,15.315000000000001,0.05,1859,0,15.0,16.05,19.04761905,14.86266726,17.61502917,23.11975299,0
2035,107/04/03,8941091,135089568.0,15.15,15.2,15.0,15.239999999999998,-0.05,2716,0,15.0,15.5,30.0,19.90844484,18.37950106,15.3216135,0
2036,107/04/09,8614969,130641613.0,15.15,15.3,15.1,15.179999999999998,0,3434,0,15.0,15.5,30.0,23.27229656,20.01043289,13.48670556,0
2037,107/04/10,9468960,143292131.0,15.15,15.2,15.05,15.15,-0.05,3061,0,15.0,15.5,20.0,22.18153104,20.73413228,17.83933475,0
2038,107/04/11,9924018,149981503.0,15.15,15.2,15.05,15.135,-0.05,2871,0,15.0,15.3,16.66666667,20.34324292,20.60383582,21.12502164,0
2039,107/04/12,10935447,164420905.0,15.1,15.15,15.0,15.105,-0.05,2790,1,15.0,15.3,0.0,13.56216194,18.2566112,27.6455097,0
2040,107/04/13,8209724,123719727.0,15.05,15.15,15.0,15.1,0.05,2567,0,15.0,15.3,16.66666667,14.59699685,17.03673975,21.91622554,0
2041,107/04/16,7770502,116435330.0,15.1,15.15,14.9,15.085000000000003,-0.15,2185,0,14.9,15.3,0.0,9.731331234,14.60160358,24.34214826,0
2042,107/04/17,14760748,217888121.0,14.95,15.0,14.7,15.044999999999998,-0.2,4061,1,14.7,15.3,0.0,6.487554156,11.89692044,22.715653,0
2043,107/04/18,8791036,130225475.0,14.75,14.95,14.7,15.005,0.05,2761,1,14.7,15.3,8.333333333,7.102813882,10.29888492,16.69102699,0
2044,107/04/19,13427099,201292715.0,14.85,15.1,14.85,14.979999999999999,0.2,3120,0,14.7,15.3,41.66666667,18.62409814,13.07395599,1.973671693,0
2045,107/04/20,8891952,133293672.0,14.95,15.1,14.85,14.959999999999999,0,3420,0,14.7,15.2,50.0,29.0827321,18.41021469,-2.934820109,1
2046,107/04/23,7950156,119092906.0,14.95,15.1,14.9,14.935000000000002,-0.05,1968,0,14.7,15.2,40.0,32.7218214,23.18075026,4.098607991,1
2047,107/04/24,20691455,303103150.0,15.0,15.0,14.5,14.879999999999999,-0.35,4102,0,14.5,15.15,7.692307692,24.37865016,23.58005023,21.98285036,0
2048,107/04/25,11816779,169764965.0,14.5,14.5,14.25,14.805000000000001,-0.25,3429,0,14.25,15.15,5.555555556,18.10428529,21.75479525,29.05581516,0
2049,107/04/26,16609267,239425994.0,14.45,14.7,14.2,14.725,-0.1,4507,1,14.2,15.15,0.0,12.06952353,18.52637134,31.44006697,0
2050,107/04/27,15951550,226865453.0,14.35,14.4,14.15,14.65,0.1,3436,1,14.15,15.1,15.78947368,13.30950691,16.78741653,23.74323577,0
2051,107/04/30,26075042,391632814.0,14.8,15.2,14.75,14.669999999999998,0.8,5788,0,14.15,15.2,90.47619048,39.03173477,24.20218928,-5.456901701,1
2052,107/05/02,12405342,187297430.0,15.15,15.25,15.0,14.705000000000002,-0.05,2937,0,14.15,15.25,81.81818182,53.29388378,33.89942078,-4.889505228,1
2053,107/05/03,8874398,133377520.0,15.05,15.15,14.95,14.73,-0.05,2622,0,14.15,15.25,77.27272727,61.28683161,43.02855772,6.512009947,1
2054,107/05/04,10413273,156023517.0,15.05,15.1,14.9,14.735000000000003,0,2297,0,14.15,15.25,77.27272727,66.6154635,50.89085965,19.44165195,1
2055,107/05/07,11380893,171126137.0,15.05,15.2,14.9,14.735,-0.05,2757,1,14.15,15.25,72.72727273,68.65273324,56.81148418,33.12898606,1
2056,107/05/08,6269779,94252160.0,14.95,15.1,14.9,14.75,0.1,1873,0,14.15,15.25,81.81818182,73.0412161,62.22139482,40.58175226,1
2057,107/05/09,10715763,161863945.0,15.1,15.3,15.0,14.795000000000002,-0.05,2424,0,14.15,15.3,73.91304348,73.33182523,65.92487162,51.11096442,1
2058,107/05/10,9659111,144787943.0,15.1,15.1,14.95,14.86,-0.05,2325,0,14.15,15.3,69.56521739,72.07628928,67.97534418,59.77345396,1
2059,107/05/11,8035041,120431893.0,15.1,15.15,14.9,14.934999999999999,0,1949,0,14.75,15.3,36.36363636,60.17207164,65.37425333,75.77861671,1
2060,107/05/14,12502816,183266883.0,14.95,14.95,14.5,14.969999999999999,-0.3,3209,1,14.5,15.3,18.75,46.36471443,59.03774036,84.38379223,1
2061,107/05/15,9996723,147711337.0,14.75,14.9,14.7,14.940000000000001,0.15,3163,0,14.5,15.3,37.5,43.40980962,53.82843012,74.66567111,1
2062,107/05/16,6807429,100489736.0,14.8,14.85,14.65,14.914999999999997,0,2270,0,14.5,15.3,37.5,41.43987308,49.6989111,66.21698715,1
2063,107/05/17,9881686,145912718.0,14.8,14.85,14.7,14.885,-0.1,2530,1,14.5,15.3,25.0,35.95991539,45.11924586,63.43790682,1
2064,107/05/18,9146820,135553871.0,14.7,14.9,14.7,14.875,0.2,2490,1,14.5,15.3,50.0,40.63994359,43.62614511,49.59854814,1
2065,107/05/21,11616229,174713635.0,15.0,15.1,14.95,14.89,0.2,3245,1,14.5,15.3,75.0,52.09329573,46.44852865,35.15899449,1
2066,107/05/22,39818757,620078638.0,15.6,15.8,15.4,14.925,0.3,7691,0,14.5,15.8,69.23076923,57.8057869,50.2342814,35.0912704,1
2067,107/05/23,15173489,233521741.0,15.6,15.65,15.25,14.95,-0.15,3995,0,14.5,15.8,57.69230769,57.76796049,52.74550776,42.7006023,1
2068,107/05/24,14883738,227753541.0,15.3,15.45,15.2,14.98,0,4392,0,14.5,15.8,57.69230769,57.74274289,54.41125281,47.74827263,1
2069,107/05/25,7753235,117757485.0,15.25,15.35,15.1,14.995000000000001,-0.15,1987,1,14.65,15.8,39.13043478,51.53864019,53.45371527,57.28386542,1
2070,107/05/28,10632956,162666763.0,15.15,15.5,15.1,15.065000000000001,0.25,2518,0,14.65,15.8,60.86956522,54.64894853,53.85212636,52.258482,1
2071,107/05/29,13017702,196552399.0,15.35,15.35,14.95,15.09,-0.3,3181,0,14.7,15.8,31.81818182,47.03869296,51.58098189,60.66555975,1
2072,107/05/30,15958538,236325651.0,15.05,15.05,14.7,15.085000000000003,-0.3,4315,1,14.7,15.8,4.545454545,32.87428016,45.34541465,70.28768363,1
2073,107/05/31,13757051,202997994.0,14.85,14.9,14.65,15.1,0.1,2840,1,14.65,15.8,17.39130435,27.71328822,39.46803917,62.97754107,1
2074,107/06/01,5975975,88484457.0,14.8,14.95,14.7,15.1,0.05,1798,1,14.65,15.8,21.73913043,25.72190229,34.88599354,53.21417605,0
2075,107/06/04,11247821,168120973.0,15.0,15.0,14.85,15.084999999999999,0.05,3246,1,14.65,15.65,30.0,27.14793486,32.30664065,42.62405223,1
2076,107/06/05,7742282,115825156.0,15.0,15.0,14.9,15.044999999999998,0.05,1993,0,14.65,15.5,41.17647059,31.82411344,32.14579825,32.78916786,1
2077,107/06/06,6994578,104746296.0,15.0,15.1,14.9,15.014999999999997,-0.05,1697,0,14.65,15.5,35.29411765,32.98078151,32.424126,31.31081498,1
