X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2005,107/03/06,12148244,971114498,80.1,80.5,79.4,79.2,1.2,5264,1,77.3,82.6,43.39622642,59.80893837,68.32103817,85.34523778,1
2006,107/03/07,13155163,1055194506,80.4,80.8,79.5,79.6,0.4,5481,1,77.3,82.6,50.94339623,56.85375765,64.49861133,79.78831869,1
2007,107/03/08,26349652,2161061144,80.4,82.7,80.4,79.81,2,11057,1,77.3,82.7,87.03703704,66.91485078,65.30402448,62.08237188,1
2008,107/03/09,17857592,1487519512,83.0,83.8,82.7,80.21000000000001,1.3,6848,0,77.3,83.8,92.30769231,75.37913129,68.66239342,55.22891768,1
2009,107/03/12,19411816,1632076228,83.8,85.0,82.8,80.52000000000001,-0.3,8022,1,77.3,85.0,74.02597403,74.92807887,70.75095524,62.39670797,1
2010,107/03/13,57825786,5084077280,85.8,90.0,85.8,81.41,6.9,23456,0,77.3,90.0,99.21259843,83.02291872,74.84160973,58.47899175,1
2011,107/03/14,34326031,3097904649,90.0,92.5,89.0,82.27000000000001,-0.5,15430,1,77.3,92.5,79.60526316,81.8837002,77.18897322,67.79951926,1
2012,107/03/15,19065949,1721727942,89.9,91.0,89.4,83.5,1.6,8540,1,77.8,92.5,89.79591837,84.52110626,79.63301757,69.85684019,1
2013,107/03/16,44285316,4133380970,92.0,94.2,92.0,85.08,3.2,18134,1,79.4,94.2,100.0,89.6807375,82.98225755,69.58529763,1
2014,107/03/19,39841528,3876566088,95.0,99.3,95.0,86.94,2.8,17754,0,79.5,99.3,88.38383838,89.2484378,85.0709843,76.71607729,1
2015,107/03/20,24366093,2335692170,95.2,96.9,95.0,88.47999999999999,-2,9864,1,80.4,99.3,77.24867725,85.24851761,85.13016207,84.89345098,1
2016,107/03/21,29152011,2863541194,96.8,99.4,96.5,90.38,4,13721,0,82.7,99.4,97.60479042,89.36727522,86.54253312,80.89304892,1
