X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2014,107/03/06,477000,38906800,81.5,81.8,81.3,83.38000000000001,0.4,337,1,81.2,85.6,9.090909091,32.02963508,52.39291246,93.11946723,0
2015,107/03/07,701300,57629100,81.6,82.8,81.5,83.31,0.1,519,1,81.2,85.6,11.36363636,25.14096884,43.30893125,79.64485608,0
2016,107/03/08,768600,63066257,82.6,82.6,81.4,83.09,0.3,618,1,81.2,85.6,18.18181818,22.82125195,36.47970482,63.79661055,0
2017,107/03/09,774450,63386932,82.2,82.5,81.1,82.88,0.4,485,1,81.1,85.6,28.88888889,24.8437976,32.60106908,48.11561204,0
2018,107/03/12,1288500,107718900,83.3,84.2,83.0,82.85999999999999,1.6,942,0,81.1,85.6,64.44444444,38.04401321,34.41538379,27.15812495,0
2019,107/03/13,2272205,186884444,83.7,83.7,81.6,82.56,-2.3,1663,0,81.1,84.8,16.21621622,30.76808088,33.19961615,38.0626867,0
2020,107/03/14,2088586,169151366,81.3,81.5,80.6,82.14000000000001,-1,1558,0,80.6,84.2,2.777777778,21.43797985,29.27907072,44.96125246,0
2021,107/03/15,1489044,120112948,80.7,81.3,80.2,81.82,0,960,0,80.2,84.2,12.5,18.45865323,25.67226489,40.09948821,0
2022,107/03/16,1431207,115115902,80.5,81.2,80.1,81.65,-0.2,974,1,80.1,84.2,9.756097561,15.55780134,22.30077704,35.78672844,0
2023,107/03/19,879635,71319225,80.5,81.5,80.5,81.64,0.6,623,1,80.1,84.2,24.3902439,18.50194886,21.03450098,26.09960522,0
2024,107/03/20,542386,44192152,80.9,81.9,80.9,81.65,0.6,384,0,80.1,84.2,39.02439024,25.34276266,22.47058821,16.72623931,0
2025,107/03/21,660426,53730202,81.8,82.1,81.0,81.59,-0.6,522,0,80.1,84.2,24.3902439,25.0252564,23.32214427,19.91592001,0
2026,107/03/22,680297,54991257,81.5,81.5,80.6,81.45,-0.5,568,0,80.1,84.2,12.19512195,20.74854492,22.46427782,25.89574362,0
2027,107/03/23,1614357,128416317,79.0,80.1,78.9,81.2,-0.7,938,0,78.9,83.7,20.83333333,20.77680772,21.90178779,24.15174792,0
2028,107/03/26,920537,73294142,79.6,80.2,79.2,80.72,-0.7,705,1,78.9,82.1,9.375,16.97620515,20.25992691,26.82737043,0
2029,107/03/27,798403,63715960,81.3,81.3,79.2,80.49,0.2,613,1,78.9,82.1,15.625,16.52580343,19.01521908,23.99405039,0
2030,107/03/28,860229,68706733,79.3,80.3,79.3,80.41,0.5,552,0,78.9,82.1,31.25,21.43386896,19.82143571,16.59656921,0
2031,107/03/29,671224,53431420,80.1,80.1,79.3,80.32000000000001,-0.1,437,1,78.9,82.1,28.125,23.66424597,21.10237246,15.97862545,0
2032,107/03/30,536606,42921182,79.8,80.4,79.7,80.27000000000001,0.2,387,1,78.9,82.1,34.375,27.23449731,23.14641408,14.97024761,0
2033,107/03/31,1011406,82241095,80.2,82.4,80.1,80.37,2.1,646,0,78.9,82.4,91.42857143,48.63252202,31.64178339,-2.33969386,0
2034,107/04/02,858020,70240250,82.1,82.2,81.2,80.4,-0.1,752,0,78.9,82.4,88.57142857,61.94549087,41.74301922,1.338075915,1
2035,107/04/03,647001,52791782,81.3,81.9,81.3,80.48,-0.1,546,1,78.9,82.4,85.71428571,69.86842248,51.11815364,13.61761595,0
2036,107/04/09,2733127,229606450,83.8,85.0,83.1,80.73,1.2,1772,0,79.2,85.0,67.24137931,68.99274143,57.07634957,33.24356585,0
2037,107/04/10,1168503,96079346,82.0,83.3,81.8,80.94000000000001,-1.1,787,0,79.2,85.0,48.27586207,62.08711497,58.7466047,52.06558416,1
2038,107/04/11,435800,35743900,82.7,82.8,81.8,81.22,0,355,0,79.3,85.0,47.36842105,57.18088367,58.22469769,60.31232574,0
2039,107/04/12,639734,52321794,82.4,82.4,81.4,81.44000000000001,-0.4,472,1,79.3,85.0,40.35087719,51.57088151,56.00675896,64.87851387,1
2040,107/04/13,810644,66304114,82.4,82.4,81.5,81.66999999999999,0.6,646,0,79.7,85.0,47.16981132,50.10385811,54.03912535,61.90965982,0
2041,107/04/16,638038,52311417,82.4,82.4,81.8,81.9,-0.1,576,0,80.1,85.0,40.81632653,47.00801425,51.69542165,61.07023644,0
2042,107/04/17,670500,54743949,82.3,82.3,81.0,82.06,-0.5,483,0,81.0,85.0,15.0,36.33867617,46.57650649,67.05216713,0
2043,107/04/18,632722,51500870,81.6,81.7,81.0,82.0,-0.1,475,1,81.0,85.0,12.5,28.39245078,40.51515459,64.7605622,0
2044,107/04/19,607770,49709308,81.5,82.2,81.4,81.97,0.2,458,0,81.0,85.0,17.5,24.76163385,35.26398101,56.26867532,0
2045,107/04/20,832398,68057936,81.7,82.3,81.3,81.95,0,545,0,81.0,83.3,30.43478261,26.65268344,32.39354848,43.87527858,0
2046,107/04/23,534756,43531240,81.2,81.7,81.2,81.8,-0.1,393,0,81.0,82.8,33.33333333,28.87956674,31.22222124,35.90753023,0
2047,107/04/24,1226025,99125127,81.6,82.0,80.1,81.69,-0.7,737,0,80.1,82.4,34.7826087,30.84724739,31.09722995,31.59719508,0
2048,107/04/25,620852,49706643,80.1,80.4,79.6,81.52,-0.6,546,0,79.6,82.4,25.0,28.89816493,30.36420828,33.29629498,0
2049,107/04/26,930150,74533300,80.3,80.7,79.9,81.35999999999999,-0.3,626,0,79.6,82.4,14.28571429,24.02734805,28.25192153,36.70106851,0
2050,107/04/27,849867,67448530,80.2,80.3,78.0,80.97,-1.7,732,1,78.0,82.3,6.976744186,18.34381343,24.94921883,38.16002964,0
2051,107/04/30,466856,37086580,78.6,80.3,78.3,80.78999999999999,2,406,0,78.0,82.3,53.48837209,30.05866632,26.65236799,19.83977135,0
2052,107/05/02,926055,73388192,80.3,80.3,78.7,80.58,-0.8,536,0,78.0,82.3,34.88372093,31.66701785,28.32391795,21.63771813,0
2053,107/05/03,557977,43904987,79.5,79.5,78.2,80.3,-0.8,517,0,78.0,82.3,16.27906977,26.53770182,27.72851257,30.11013407,0
2054,107/05/04,454221,35652569,79.0,79.0,78.2,79.95,-0.5,361,1,78.0,82.0,5.0,19.35846788,24.93849768,36.09855726,0
2055,107/05/07,685895,53915667,78.4,79.2,78.3,79.62,0.2,495,0,78.0,82.0,10.0,16.23897859,22.03865798,33.63801676,0
2056,107/05/08,3085080,231460300,77.5,77.7,73.1,78.86999999999999,-4.3,1949,0,73.1,80.7,13.15789474,15.21195064,19.76308887,28.86536532,0
