X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2014,107/03/06,2949489,381934824,129.0,130.0,128.5,126.95,1.5,1884,0,122.0,130.5,88.23529412,81.68092033,75.07050914,61.84968676,1
2015,107/03/07,3130579,405603191,128.0,131.0,128.0,127.75,-0.5,2236,1,125.0,131.0,66.66666667,76.67616911,75.60572913,73.46484917,1
2016,107/03/08,6366840,838309510,130.0,134.0,129.0,128.2,1,3843,1,125.0,134.0,55.55555556,69.63596459,73.61580762,81.57549367,1
2017,107/03/09,1319511,172258930,130.0,131.5,129.5,128.7,1,928,1,125.0,134.0,66.66666667,68.64619862,71.95927128,78.58541662,1
2018,107/03/12,2632033,346735323,133.0,133.0,130.5,129.1,0.5,1984,1,125.0,134.0,72.22222222,69.83820648,71.25224968,74.08033608,1
2019,107/03/13,4572440,613954164,132.0,135.5,131.5,129.7,3.5,3125,1,125.0,135.5,95.23809524,78.30483607,73.60311181,64.1996633,1
2020,107/03/14,6046746,830261559,134.5,138.5,134.0,130.9,3.5,4120,0,125.5,138.5,100.0,85.53655738,77.580927,61.66966624,1
2021,107/03/15,3308734,458684412,138.0,141.0,136.5,131.9,-0.5,2154,1,127.0,141.0,78.57142857,83.21484778,79.45890059,71.94700623,1
2022,107/03/16,6044104,840484391,139.0,141.0,137.0,133.0,1.5,2494,0,128.0,141.0,88.46153846,84.96374467,81.29384862,73.95405651,1
2023,107/03/19,1877472,258990864,138.5,139.0,137.0,134.0,-1.5,1472,0,128.0,141.0,76.92307692,82.28352209,81.62373978,80.30417515,1
2024,107/03/20,1976972,268644653,137.0,138.0,135.0,134.6,-2.5,1552,0,129.0,141.0,54.16666667,72.91123695,78.71957217,90.3362426,1
2025,107/03/21,4372482,589153606,136.0,136.5,134.0,135.1,-1.5,3118,1,129.5,141.0,39.13043478,61.65096956,73.03003796,95.78817477,1
2026,107/03/22,11191561,1539753541,134.0,141.0,134.0,135.75,2.5,4688,0,130.5,141.0,57.14285714,60.14826542,68.73611378,85.91181051,1
2027,107/03/23,3925844,523893256,133.5,135.5,132.0,135.95,-3.5,1833,1,131.5,141.0,15.78947368,45.36200151,60.94474302,92.11022606,0
2028,107/03/26,1771149,238145510,133.0,135.5,133.0,136.3,2,977,1,132.0,141.0,33.33333333,41.35244545,54.41397717,80.5370406,1
2029,107/03/27,2499984,338812681,136.0,137.5,134.0,136.35,0.5,962,0,132.0,141.0,38.88888889,40.53125993,49.78640475,68.2966944,0
2030,107/03/28,3975709,519615170,132.5,133.0,129.0,135.45,-6,3041,1,129.0,141.0,4.166666667,28.40972884,42.66084612,71.16308067,0
2031,107/03/29,3021092,399452577,130.0,134.0,130.0,134.85,2.5,2249,0,129.0,141.0,25.0,27.27315256,37.53161493,58.04853967,0
2032,107/03/30,1401412,184417161,132.5,133.5,130.5,134.1,0,882,1,129.0,141.0,25.0,26.51543504,33.85955497,48.54779482,0
2033,107/03/31,282721,37399172,132.5,133.0,131.5,133.55,0.5,296,0,129.0,141.0,29.16666667,27.39917892,31.70609628,40.31993102,0
2034,107/04/02,583003,76983377,132.5,133.0,131.0,133.15,-1,468,0,129.0,141.0,20.83333333,25.21056372,29.54091876,38.20162885,0
2035,107/04/03,1795073,231982946,130.5,131.5,128.0,132.6,-3,1240,1,128.0,137.5,5.263157895,18.56142845,25.88108866,40.52040908,0
2036,107/04/09,2806513,365424690,131.0,131.5,128.5,132.0,2,1754,0,128.0,137.5,26.31578947,21.14621546,24.30279759,30.61596186,0
2037,107/04/10,3300465,431297448,130.5,131.5,130.0,131.75,0,1680,0,128.0,137.5,26.31578947,22.86940679,23.82500066,25.73618839,0
2038,107/04/11,1904049,245660821,130.5,131.0,128.0,131.15,-1.5,1390,0,128.0,134.0,16.66666667,20.80182675,22.81727602,26.84817456,0
2039,107/04/12,1924839,246771803,129.0,129.5,127.5,130.45,-0.5,1190,1,127.5,134.0,15.38461538,18.99608963,21.54354723,26.63846242,0
2040,107/04/13,1531030,196893570,129.0,129.5,127.5,130.4,0.5,1030,0,127.5,133.5,25.0,20.99739309,21.36149585,22.08970136,0
2041,107/04/16,2224024,282181467,128.5,129.0,126.0,129.8,-3,1620,0,126.0,133.0,0.0,13.99826206,18.90708458,28.72472963,0
2042,107/04/17,2407501,302556621,126.0,127.0,125.0,129.2,0,1747,0,125.0,133.0,12.5,13.49884137,17.10433685,24.31532779,0
2043,107/04/18,1875015,235321379,127.0,127.5,124.5,128.5,-0.5,1260,1,124.5,131.5,14.28571429,13.76113234,15.98993534,20.44754135,0
2044,107/04/19,5130563,656065354,127.0,129.0,127.0,128.15,2.5,2877,0,124.5,131.5,50.0,25.8407549,19.27354186,6.139115794,0
2045,107/04/20,2320591,296012057,128.5,128.5,126.5,128.0,-1,1164,0,124.5,131.5,35.71428571,29.13193184,22.55967185,9.415151888,1
2046,107/04/23,1947593,246100513,128.0,128.0,124.5,127.55,-1,965,0,124.5,131.0,23.07692308,27.11359558,24.07764643,18.00574812,1
2047,107/04/24,3190572,397233568,127.0,127.0,122.0,126.95,-1.5,1339,1,122.0,129.5,33.33333333,29.1868415,25.78071145,18.96845136,1
2048,107/04/25,1195225,148465961,123.5,125.5,122.5,126.6,1,674,0,122.0,129.5,46.66666667,35.01344989,28.85829093,16.54797302,1
2049,107/04/26,1479429,183940125,126.0,126.0,122.5,126.15,-1.5,1133,1,122.0,129.0,28.57142857,32.86610945,30.19423044,24.85047241,1
2050,107/04/27,1801769,223406985,124.5,125.5,122.5,125.75,1,780,0,122.0,129.0,42.85714286,36.19645392,32.1949716,24.19200696,1
2051,107/04/30,1415657,175774750,124.0,125.0,123.5,125.65,0,855,0,122.0,129.0,42.85714286,38.41668356,34.26887559,25.97325963,1
2052,107/05/02,867641,107985293,124.5,125.0,124.0,125.5,-0.5,551,0,122.0,129.0,35.71428571,37.51588428,35.35121182,31.02186689,1
2053,107/05/03,1979656,242670351,124.0,124.5,122.0,125.15,-2.5,1314,1,122.0,128.5,0.0,25.01058952,31.90433772,45.69183412,1
2054,107/05/04,2370067,292220942,124.0,125.0,122.0,124.85,3,1350,0,122.0,128.0,50.0,33.34039301,32.38302282,30.46828242,1
2055,107/05/07,2934612,357287776,125.0,125.5,120.0,124.3,-3.5,2075,1,120.0,127.0,21.42857143,29.36978582,31.37861048,35.39625982,1
2056,107/05/08,2521800,307290296,122.5,123.0,121.0,123.9,0.5,1665,1,120.0,126.0,33.33333333,30.69096832,31.14939643,32.06625265,1
2057,107/05/09,7649153,1004603349,128.0,134.0,127.5,124.8,11.5,4649,0,120.0,134.0,96.42857143,52.60350269,38.30076518,9.69529017,1
2058,107/05/10,4336435,578523855,134.0,135.0,132.5,125.6,0,2736,1,120.0,135.0,90.0,65.06900179,47.22351072,11.53252857,1
2059,107/05/11,4091704,555617244,134.5,137.0,134.0,126.85,3,2347,1,120.0,137.0,97.05882353,75.73227571,56.72643238,18.71474574,1
2060,107/05/14,1841448,252091647,137.5,138.0,136.0,128.05,0.5,1204,0,120.0,138.0,94.44444444,81.96966529,65.14084335,31.48319948,1
2061,107/05/15,2000162,274437532,138.0,139.0,136.0,129.25,0,1360,1,120.0,139.0,89.47368421,84.47100493,71.58423054,45.81068177,1
2062,107/05/16,2579659,355325783,138.0,138.5,136.5,130.6,1,1530,0,120.0,139.0,94.73684211,87.89295065,77.02047058,55.27551043,1
2063,107/05/17,2242181,311191797,138.5,140.0,138.0,132.2,0,1362,0,120.0,140.0,90.0,88.59530044,80.8787472,65.44564072,1
2064,107/05/18,1857054,254161850,138.0,139.0,135.5,133.25,-2.5,1184,1,121.0,140.0,76.31578947,84.50213011,82.0865415,77.25536428,1
2065,107/05/21,1735293,236384032,136.5,137.0,135.5,134.75,1,1281,0,127.5,140.0,72.0,80.33475341,81.50261214,83.8383296,1
2066,107/05/22,957494,130597434,137.0,137.5,136.0,136.15,-0.5,744,1,132.5,140.0,46.66666667,69.11205783,77.37242737,93.89316645,1
2067,107/05/23,3099756,426601816,137.0,138.5,136.5,136.45,0.5,2089,0,134.0,140.0,41.66666667,59.96359411,71.56948295,94.78126063,1
2068,107/05/24,2304108,311682580,138.0,138.0,133.5,136.7,-0.5,1760,1,133.5,140.0,38.46153846,52.79624223,65.31173604,90.34272367,1
2069,107/05/25,1777443,244583967,137.0,138.5,135.5,136.75,1,1237,1,133.5,140.0,53.84615385,53.14621277,61.25656162,77.47725932,1
2070,107/05/28,860681,118132135,137.0,138.0,136.0,136.85,1,652,0,133.5,140.0,69.23076923,58.50773159,60.34028494,64.00539164,1
2071,107/05/29,1591989,216651504,138.0,138.0,135.0,136.75,-2,965,0,133.5,140.0,38.46153846,51.82566721,57.50207903,68.85490267,1
2072,107/05/30,3039573,412692162,136.0,138.0,135.0,136.5,-0.5,1533,0,133.5,139.0,36.36363636,46.67165693,53.89193833,68.33250113,0
2073,107/05/31,4678589,631786686,136.0,137.0,133.0,136.25,0,1487,1,133.0,138.5,45.45454545,46.2659531,51.34994325,61.51792356,0
2074,107/06/01,2289328,313039436,135.0,138.0,134.0,136.4,1.5,1666,1,133.0,138.5,72.72727273,55.08639298,52.5954265,47.61349353,1
2075,107/06/04,1475436,202057946,138.0,138.0,136.0,136.5,0.5,1060,1,133.0,138.5,81.81818182,63.99698926,56.39594742,41.19386373,1
2076,107/06/05,1953915,270824723,137.5,140.0,136.5,136.8,1.5,1352,1,133.0,140.0,85.71428571,71.23608808,61.34266097,41.55580676,1
2077,107/06/06,3716686,526054226,140.0,143.0,139.0,137.35,3,2531,1,133.0,143.0,90.0,77.49072538,66.72534911,45.19459656,1
2078,107/06/07,7637497,1121612059,145.0,149.0,143.0,138.45,5,5009,0,133.0,149.0,87.5,80.82715026,71.42594949,52.62354796,1
2079,107/06/08,2694009,391426803,146.0,148.0,144.0,139.3,-1.5,1756,0,133.0,149.0,78.125,79.9264335,74.25944416,62.92546548,1
2080,107/06/11,2769328,404027732,147.0,147.5,144.0,140.0,-0.5,2014,0,133.0,149.0,75.0,78.284289,75.60105911,70.23459932,1
2081,107/06/12,2789776,398716468,145.0,145.5,140.5,140.75,-1.5,2138,1,133.0,149.0,65.625,74.064526,75.08888141,77.13759222,1
2082,107/06/13,2519309,362440945,143.5,146.0,142.5,141.8,2.5,2014,0,134.0,149.0,80.0,76.04301733,75.40692672,74.13474548,1
2083,107/06/14,9332423,1394964835,147.5,154.0,145.0,142.75,-1,6455,1,136.0,154.0,50.0,67.36201156,72.72528833,83.45184188,1
2084,107/06/15,9914248,1439234960,146.0,147.0,142.0,143.65,1,2925,0,136.5,154.0,54.28571429,63.0032458,69.48460749,82.44733086,1
2085,107/06/19,5759804,801535763,142.0,142.5,135.0,144.05,-4.5,3835,0,135.0,154.0,34.21052632,53.40567264,64.12496254,85.56354233,1
2086,107/06/20,2870909,401235709,139.5,142.0,137.5,144.2,-1,1870,1,135.0,154.0,28.94736842,45.25290457,57.83427655,82.99702051,0
2087,107/06/21,1735221,246314161,141.0,143.0,141.0,144.2,1.5,1297,0,135.0,154.0,36.84210526,42.4493048,52.70595263,73.21924829,0
2088,107/06/22,2474621,340302077,139.0,139.5,136.5,143.15,-5.5,1688,1,135.0,154.0,7.894736842,30.93111548,45.44767358,74.48078978,0
2089,107/06/25,2041041,280374674,136.5,139.5,135.5,142.35,1,1160,1,135.0,154.0,13.15789474,25.00670857,38.63401858,65.88863859,1
2090,107/06/26,1560892,215099880,136.0,140.0,135.0,141.8,2,943,0,135.0,154.0,23.68421053,24.56587589,33.94463768,52.70216126,0
2091,107/06/27,1611120,221440940,138.5,140.0,136.5,141.1,-3,985,0,135.0,154.0,7.894736842,19.00882954,28.96603497,48.88044582,0
2092,107/06/28,2999521,400004545,135.0,135.0,132.0,139.8,-3.5,2077,1,132.0,147.0,6.666666667,14.89477525,24.27561506,43.03729468,0
2093,107/06/29,2143873,291084531,133.0,137.5,133.0,139.05,4.5,1458,0,132.0,143.0,50.0,26.59651683,25.04924898,21.95471329,0
2094,107/07/02,1513985,206272449,136.5,137.5,134.5,138.0,-2,1218,1,132.0,143.0,31.81818182,28.33707183,26.14518993,21.76142614,0
2095,107/07/03,1357317,185788612,135.0,138.0,135.0,137.45,0.5,1230,1,132.0,143.0,36.36363636,31.01259334,27.76765773,21.27778652,0
2096,107/07/04,1420515,195880819,136.5,139.0,136.0,137.25,2.5,1161,0,132.0,140.0,81.25,47.75839556,34.43123701,7.776919908,0
2097,107/07/05,1962880,269146180,139.5,139.5,135.0,136.7,-2,1403,1,132.0,140.0,56.25,50.58893037,39.8171348,18.27354365,0
2098,107/07/06,1928925,263923300,135.0,138.5,135.0,136.75,0.5,1505,1,132.0,140.0,62.5,54.55928692,44.7311855,25.07498268,1
2099,107/07/09,2102020,290902280,137.0,139.5,137.0,136.8,1,1327,1,132.0,140.0,75.0,61.37285794,50.27840965,28.08951306,1
2100,107/07/10,2468143,343640020,139.0,141.0,137.0,136.85,2,1251,0,132.0,141.0,88.88888889,70.54486826,57.03389585,30.01195104,1
2101,107/07/11,2604798,355646014,138.5,138.5,134.0,137.05,-1.5,1812,0,133.0,141.0,68.75,69.94657884,61.33812351,44.12121287,1
2102,107/07/12,3388515,447767525,129.5,135.0,129.5,137.25,X0.00,1996,0,129.5,141.0,47.82608696,62.57308154,61.74977619,60.10316548,1
2103,107/07/13,2025122,271515836,133.0,135.5,133.0,136.9,-1,1340,1,129.5,141.0,39.13043478,54.75886596,59.41947278,68.74068643,1
2104,107/07/16,2400282,323176852,133.0,137.5,132.5,137.0,2.5,1342,1,129.5,141.0,60.86956522,56.79576571,58.54490376,62.04317985,1
2105,107/07/17,2915656,403244028,138.0,139.0,137.5,137.25,2,1723,1,129.5,141.0,78.26086957,63.95080033,60.34686928,53.13900719,1
2106,107/07/18,4415290,626906470,140.0,145.0,139.5,137.8,5.5,2919,1,129.5,145.0,93.5483871,73.81666258,64.83680038,46.87707598,1
2107,107/07/19,3227772,464717418,145.0,146.0,142.5,138.6,0.5,2076,0,129.5,146.0,90.90909091,79.51413869,69.72924649,50.15946207,1
2108,107/07/20,1928228,276315876,146.0,146.0,141.0,139.2,-1.5,1462,0,129.5,146.0,81.81818182,80.28215307,73.24688201,59.1763399,1
2109,107/07/23,1660122,237428324,145.0,145.0,141.0,139.7,0,1192,1,129.5,146.0,81.81818182,80.79416265,75.76264223,65.69960138,1
2110,107/07/24,1614053,231151061,143.5,144.5,142.5,140.05,0.5,814,0,129.5,146.0,84.84848485,82.14560338,77.89029595,69.37968107,1
2111,107/07/25,1268802,182536186,143.5,145.0,142.5,140.5,-0.5,839,1,132.5,146.0,77.77777778,80.68966152,78.8234178,75.09093038,1
2112,107/07/26,1744700,252126280,144.0,145.5,143.0,141.45,1.5,1086,1,132.5,146.0,88.88888889,83.42273731,80.3565243,74.2240983,1
2113,107/07/27,3337781,488616026,145.0,149.0,143.0,142.7,2,2207,0,137.5,149.0,78.26086957,81.70211473,80.80505444,79.01093388,1
2114,107/07/30,1886520,276451674,145.0,148.0,144.0,143.7,0,1417,1,139.5,149.0,73.68421053,79.02947999,80.21319629,82.5806289,1
2115,107/07/31,2055557,301525379,146.5,148.0,144.0,144.65,1.5,1455,0,141.0,149.0,87.5,81.85298666,80.75979308,78.57340593,1
2116,107/08/01,2576643,372247265,147.5,147.5,143.0,144.6,-4.5,1450,0,141.0,149.0,31.25,64.98532444,75.50163687,96.53426172,1
2117,107/08/02,2439233,347186086,143.0,144.0,141.0,144.45,-0.5,1400,0,141.0,149.0,25.0,51.65688296,67.55338557,99.34639078,0
2118,107/08/03,1800364,257980052,143.0,145.0,142.0,144.45,0,1104,1,141.0,149.0,25.0,42.77125531,59.29267548,92.33551583,0
2119,107/08/06,2857912,412844240,144.5,147.0,142.0,144.65,2,1944,0,141.0,149.0,50.0,45.18083687,54.58872928,73.40451409,0
2120,107/08/07,2812931,399590271,144.0,145.0,141.0,144.5,-3,1497,1,141.0,149.0,12.5,34.28722458,47.82156105,74.89023397,0
2121,107/08/08,13218495,2002445245,145.0,155.5,145.0,145.4,10,7308,1,141.0,155.5,75.86206897,48.14550604,47.92954271,47.49761605,1
2122,107/08/09,8462058,1298958128,153.0,155.5,150.5,146.4,2.5,5352,1,141.0,155.5,93.10344828,63.13148679,52.9968574,32.72759863,1
2123,107/08/10,8243050,1303337950,153.0,160.5,153.0,147.65,4.5,4945,0,141.0,160.5,92.30769231,72.85688863,59.61686781,33.13682618,1
2124,107/08/13,5672032,884313928,158.0,159.0,152.5,148.5,-4,3553,0,141.0,160.5,71.79487179,72.50288302,63.91220621,46.73085261,1
2125,107/08/14,6745097,1043439535,157.0,159.0,152.0,149.2,0,3723,0,141.0,160.5,71.79487179,72.26687928,66.69709723,55.55753315,1
2126,107/08/15,4082608,618789200,155.5,155.5,149.5,149.85,-5,2593,0,141.0,160.5,46.15384615,63.5625349,65.65224312,69.83165957,1
2127,107/08/16,5569206,827944843,147.0,151.5,146.5,150.45,-1,3220,1,141.0,160.5,41.02564103,56.05023694,62.4515744,75.2542493,1
2128,107/08/17,3112056,466938367,150.5,151.5,148.0,151.1,0.5,2210,1,141.0,160.5,43.58974359,51.89673916,58.93329598,73.00640963,1
