volume,price,open,high,low,close,times,Prediction_Result
0.18225564176735734,0.1843150155013451,0.21428571428571427,0.16,0.2692307692307692,0.36,0.24685279187817258,1
0.545680541069896,0.5653878611898396,0.6071428571428571,0.76,0.7307692307692307,0.72,0.8786040609137056,0
0.1421356374056937,0.14900013404873477,0.6071428571428571,0.56,0.6538461538461539,0.76,0.27687817258883246,1
0.1715987192889831,0.17523792965742285,0.21428571428571427,0.32,0.34615384615384615,0.52,0.20055837563451775,0
0.19049037394150928,0.19163434042423463,0.5714285714285714,0.52,0.4230769230769231,0.44,0.14291878172588832,0
0.11879973752095054,0.12425920604687538,0.5357142857142857,0.52,0.6153846153846154,0.6,0.12441624365482233,0
0.19732209979648335,0.20538969887679748,0.6428571428571429,0.56,0.6538461538461539,0.68,0.15860406091370557,1
0.19822575424146294,0.20668775951868612,0.75,0.68,0.6538461538461539,0.68,0.1667258883248731,1
0.21691948409250555,0.22627417433233926,0.6785714285714286,0.64,0.6153846153846154,0.8,0.1947969543147208,0
0.4865103592645146,0.5116464166349272,1.0,1.0,1.0,1.0,0.6076395939086294,0
0.22307986812895894,0.2358239269219796,0.8571428571428571,0.8,0.9230769230769231,0.88,0.14898477157360407,0
0.16761325507341962,0.17639549929547146,0.75,0.68,0.7692307692307693,0.76,0.1719035532994924,1
0.21768741673763178,0.2230075954898558,0.6428571428571429,0.56,0.4230769230769231,0.4,0.389492385786802,0
0.06849692223037536,0.07068710255453711,0.39285714285714285,0.36,0.38461538461538464,0.4,0.1497208121827411,1
0.30075435877115936,0.2999894346036198,0.14285714285714285,0.12,0.038461538461538464,0.12,1.0,0
0.2377118198966973,0.23598403747285557,0.0,0.0,0.0,0.0,0.39124365482233503,0
1.0,1.0,0.10714285714285714,0.08,0.0,0.12,0.41088832487309646,1
0.3386526724820036,0.34018301328293343,0.07142857142857142,0.2,0.11538461538461539,0.28,0.18926395939086293,1
0.6537597979256213,0.6747878302043422,0.39285714285714285,0.68,0.4230769230769231,0.88,0.8221065989847716,0
0.29549961113807083,0.30536300577047093,0.7142857142857143,0.64,0.5769230769230769,0.6,0.20200507614213198,0
0.24303596995290105,0.2468178230380111,0.32142857142857145,0.44,0.34615384615384615,0.28,0.2766751269035533,1
0.18596522415161637,0.18886410841292414,0.2857142857142857,0.36,0.23076923076923078,0.56,0.3533502538071066,0
0.20440971850075657,0.21121961546758486,0.7142857142857143,0.64,0.4230769230769231,0.36,0.18771573604060915,0
0.03963825295551921,0.04230733506746947,0.42857142857142855,0.4,0.4230769230769231,0.6,0.025203045685279188,1
0.021069267904042246,0.02296074113541524,0.39285714285714285,0.4,0.4230769230769231,0.48,0.02479695431472081,1
0.1332663058723174,0.13714882864796304,0.5357142857142857,0.48,0.38461538461538464,0.32,0.10824873096446701,0
0.21801667592681667,0.21882881128040885,0.14285714285714285,0.08,0.23076923076923078,0.24,0.33213197969543146,0
0.208209861137389,0.209253901986387,0.10714285714285714,0.12,0.19230769230769232,0.28,0.2780964467005076,1
0.20367409008332882,0.20781174671205624,0.39285714285714285,0.28,0.38461538461538464,0.48,0.18469543147208123,0
0.34204210929768697,0.34922965241645887,0.25,0.36,0.3076923076923077,0.56,0.08703045685279188,1
0.20757836176435698,0.20997627043077938,0.4642857142857143,0.36,0.2692307692307692,0.2,0.2717005076142132,0
0.1277545304223074,0.12784916212925015,0.10714285714285714,0.08,0.15384615384615385,0.16,0.23091370558375635,0
0.0,0.0,0.14285714285714285,0.12,0.2692307692307692,0.28,0.0,0
0.11489622813160902,0.1186833184800231,0.4642857142857143,0.4,0.4230769230769231,0.52,0.11802030456852793,0
0.03186016738129818,0.03439463838858989,0.42857142857142855,0.44,0.5,0.44,0.05598984771573604,1
0.11254835279692697,0.11740820062435892,0.35714285714285715,0.48,0.5,0.52,0.2131725888324873,0
0.42397735309322127,0.4411392857235514,0.5714285714285714,0.68,0.7307692307692307,0.88,0.7107360406091371,0
0.26216791588487304,0.27661466026664305,0.75,0.84,0.8846153846153846,0.92,0.521979695431472,0
0.17607528568871386,0.1874288322835537,0.8928571428571429,0.88,0.9230769230769231,0.88,0.18596446700507613,0
