,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
456,540580,19374424,35.5,311,29.40497046,44.01248698,73.22752002,49.60202498464651,36.973537596355065,1.2842162471477865,-100.0,-100.0,0
754,2965870,121121866,40.6,1507,66.68609914,63.26138273,56.4119499,65.10742242051577,69.37578233894268,0.5404484352956553,0.0,0.0,1
1304,5623388,557400275,97.8,3880,27.37068903,22.68324518,13.30835748,37.000924044599465,36.73359808334426,-1.6201806222552042,-31.578947368421407,-67.50000000000007,0
1067,8971481,1466985922,162.5,6286,58.86268204,44.20758699,14.89739691,50.52289797111516,57.36282475599173,-4.061907176943253,-14.285714285714285,-9.67741935483871,0
2272,4705431,801137546,169.5,3396,25.75772931,36.51329444,58.02442472,46.138540921068255,31.91497428081696,6.189584805972357,-100.0,-100.0,1
1738,1095916,131456920,120.0,803,38.53482919,37.55465444,35.59430495,46.99168239355964,47.86603155236601,-0.4786331248399694,-16.666666666666664,-50.0,0
1102,1816887,304985564,166.5,1104,19.15798311,21.96979051,27.59340531,40.18496688823463,31.83339689014073,0.720419014853553,-50.0,-89.13043478260869,1
1172,1795028,291838988,160.5,1272,35.73690035,31.18118345,22.06974965,43.2205973276616,39.59963942898661,-0.5995564881851337,-100.0,-53.333333333333336,1
2266,3457745,609154483,176.5,1776,49.1247456,57.44698288,74.09145744,60.54597348109624,56.33453597394759,7.835445309670244,-54.54545454545454,-61.53846153846154,0
2510,4411179,548972054,126.0,2916,31.01395567,29.72282404,27.14056077,27.088707478622517,23.287258609893684,-4.649895208136395,-92.5925925925926,-94.11764705882352,1
2337,3852748,664532029,169.0,2803,48.21833507,56.651104,73.51664187,55.63985615631511,54.823819871807125,0.5537780501059467,-37.5,-50.0,0
340,843354,35581023,42.05,411,10.10681596,11.25533396,13.55236995,22.319016717633502,11.4529516143033,-0.9278021291552886,-100.0,-100.0,0
1414,2463553,113017910,45.5,1744,72.5878487,77.24470957,86.55843132,61.82973988886232,68.28281690031996,-0.566499784001555,-2.8571428571426947,-11.76470588235294,0
22,741178,43791773,59.7,510,25.76261239,26.22186964,27.14038413,24.999560542362417,30.06056121500099,-0.4628045278391942,-74.99999999999987,-85.99999999999994,0
1535,2600900,146730661,56.2,1593,42.51366745,43.19170168,44.54777013,47.62157542483393,43.51045556388872,0.3680915288405701,-100.0,-64.70588235294107,1
773,983550,39711190,40.0,597,50.45337006,48.37706103,44.22444298,47.88955047284762,44.01424565182997,0.3455395722834212,-50.0,-51.61290322580636,1
2214,3491917,457089210,131.0,2870,58.93540912,49.86880736,31.73560384,53.40825883303092,57.57122159936368,-0.9523400615629284,0.0,0.0,1
2438,6642061,1018479894,154.5,4411,82.28154645,66.39415729,34.61937897,62.95073180957294,74.60068158383098,-1.1018393336185257,0.0,0.0,0
2260,3957689,700607264,176.0,2887,70.20108031,67.28400989,61.44986903,65.76248774619302,63.5787583407878,8.004955805210958,-28.125,-21.951219512195124,0
125,2255371,108413558,48.0,1319,71.1609037,56.69119457,27.75177632,61.67819226643183,79.67859448999293,-1.6327242475187138,-1.249999999999929,-1.176470588235227,1
678,3619830,167991975,47.0,1868,81.03729087,71.38012739,52.06580043,74.54335710419474,81.08621879253926,1.107208254448367,0.0,0.0,1
573,1321104,66016446,49.35,692,46.30689946,53.31292828,67.32498592,55.52285879434392,52.965951753840834,1.0180429387153291,-38.23529411764691,-56.24999999999992,0
395,901360,27364345,30.3,359,3.115299823,8.957729898,20.64259005,13.113733869973489,5.071085766685127,-1.4566562617658505,-100.0,-100.0,0
2580,2353766,326422240,139.5,1204,45.98433327,31.53093345,2.624133806,60.3934330828926,67.27703533530388,0.8954979564305272,0.0,0.0,1
374,1259665,50777316,40.0,648,21.37811858,36.85832852,67.81874842,35.38820272788463,31.017013716743115,-0.3173213757806136,-100.0,-100.0,0
1054,2561365,441351050,169.5,1795,56.98986733,60.60704913,67.84141271,46.35714642777664,43.37735368990624,-0.1396994715927172,-100.0,-71.42857142857143,0
904,2645558,196968113,74.1,1642,80.27285001,73.63690633,60.36501895,72.34734539235413,82.02878220787285,1.2420151284878314,0.0,0.0,1
1251,9650471,1029734955,105.0,5542,26.23972117,33.07879588,46.7569453,33.202668266470134,21.67906484869742,-0.0013999485719741,-100.0,-100.0,1
2125,3202187,488858798,153.0,2377,37.31363883,58.04114591,99.49616006,48.610059495193,38.5676074515043,6.736995854178357,-93.18181818181816,-93.75,1
383,442000,17177600,39.25,266,31.20690022,19.65467608,-3.44977221,44.63425294658364,52.44697581506566,-1.1340335951586495,0.0,-28.846153846153832,0
2408,2330320,355499798,152.5,1522,27.48009666,41.81627194,70.4886225,48.59349109045512,44.846757793019485,1.2154568580078875,-70.58823529411765,-78.26086956521739,0
779,4851556,212100719,44.15,1515,79.5776125,70.79875299,53.24103398,73.67259366973113,82.79225301075739,0.3981067924916039,0.0,0.0,0
