,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
1510,91787,3093496,33.6,98,86.39932049,85.91356222,84.94204568,72.7516299314216,80.19654834571367,0.3902955410470934,0.0,0.0,0
1723,135314,4824385,35.6,97,62.80668367,57.49146326,46.86102245,49.75103607012163,49.70771511799681,-0.024111540203,-100.0,-37.49999999999978,0
979,2318110,71919127,31.1,1024,21.02565976,29.93267525,47.74670621,39.97261307550816,27.111589382689967,0.5639399170338425,-100.0,-100.0,0
1552,60102,1999050,33.3,45,27.8892764,28.20664789,28.84139088,43.02266279728511,37.24697032759464,0.0336973829125176,-100.0,-90.00000000000057,0
1582,59065,2007710,33.95,35,80.29912485,79.04758826,76.54451509,72.46998770209,84.53194527054087,0.0706749761127895,0.0,0.0,1
262,2623242,86888291,33.35,772,20.92282083,20.94678435,20.99471138,39.173492199179954,28.64907740512993,0.5036882978318509,-82.14285714285712,-86.1111111111111,0
2254,94599,3655168,38.65,69,28.99011905,46.48045047,81.46111331,54.413585985205806,41.597303144821765,0.6755377701539421,-81.8181818181817,-90.9090909090908,0
1952,85056,3651399,42.95,60,22.45834701,22.60533578,22.89931332,40.07107038705325,35.18011497034285,0.0710036150268397,-24.9999999999997,-76.92307692307682,0
286,210105,6811502,32.5,109,29.10906619,31.10670637,35.10198671,40.07037873457565,41.18763275901532,-0.2696350461041716,-6.249999999999667,-65.11627906976743,0
1090,84257,2494290,29.55,62,55.19378763,64.42035268,82.87348279,48.31577372936469,45.10314213915656,-0.034805151077975,-100.0,-66.66666666666666,1
1316,90397,3591671,39.65,81,23.15062457,37.07282702,64.91723192,30.763064010440864,26.16148556883039,-0.6727667053451661,-100.0,-100.0,0
1651,109800,3858079,35.2,65,74.30479725,67.99842442,55.38567877,55.09039099767412,63.40646450235581,-0.0837648457696022,0.0,-7.692307692307272,1
1112,470573,14394332,30.55,226,70.79975689,65.97093487,56.31329082,64.44070730418183,66.17650355214839,0.1731489548035675,-49.9999999999994,-17.64705882352929,0
555,572075,16671250,29.8,215,32.41142424,36.65035478,45.12821586,42.18903289108158,35.84814266910358,0.3236805311756129,-70.83333333333319,-75.86206896551712,0
1919,131196,5783224,44.15,91,67.72545367,71.58990302,79.3188017,73.89441658083894,75.34255194696635,0.7558667375811124,-25.000000000000444,-10.606060606060655,0
1480,91032,2783325,30.65,54,21.04110768,26.00966249,35.94677211,27.56072544124069,22.416943567384763,-0.4245090457351981,-86.36363636363652,-90.6250000000001,0
1929,127598,5626312,44.0,112,39.02866415,53.01654126,80.99229547,58.88052062387133,40.86856115229924,0.928134878366458,-100.0,-100.0,1
108,67019,1566491,23.35,42,60.52657926,51.45360065,33.30764344,47.58350981014742,54.541093888498985,-0.2903953064168186,0.0,-18.18181818181777,1
1289,159849,6880589,43.05,152,19.65344011,28.41663267,45.94301779,44.54011291774983,35.84406507150184,0.2430839350232175,-81.81818181818275,-93.33333333333373,1
2230,8002,290572,36.45,9,52.23953113,54.54532426,59.15691052,61.21671430592147,66.55872782815558,0.0886734605318822,0.0,0.0,1
1576,58156,1929867,33.45,33,70.70299749,71.21172296,72.22917392,55.14092741855106,56.77393708162807,-0.005068428920151,-49.999999999998224,-33.33333333333176,0
2414,60962,2439426,39.95,51,76.84243128,76.69276936,76.39344554,78.96664623345902,81.45723527634529,0.5429794654716029,0.0,0.0,1
1260,207741,8745103,42.1,148,9.425887834,16.59451905,30.93178147,41.09547658317905,24.2374690589306,0.7699316457412994,-100.0,-100.0,1
2285,176030,6935827,39.4,69,54.07995698,42.72161098,20.00491898,55.49930054478387,57.90932265045116,0.1507974709050894,-16.66666666666785,-16.66666666666785,0
2645,148692,6417356,43.1,85,77.48846637,80.92233478,87.79007161,67.3741225117854,65.20106874776133,0.5769777478046997,-45.45454545454511,-20.0,0
1440,80089,2677953,34.0,72,25.35542661,30.49925717,40.78691828,47.329720066740286,43.98515738005832,0.4409437296493126,-37.50000000000015,-61.5384615384616,0
1937,130882,5691150,43.6,105,25.90334536,21.21648507,11.84276448,53.74230514848265,54.69227583671705,0.4365207096009905,0.0,-58.33333333333318,0
463,170860,4786415,28.1,108,31.53855725,26.28701208,15.78392174,49.14008332907662,48.45411994736615,0.1913654863160578,-28.5714285714285,-44.44444444444436,0
2219,27001,977286,36.4,24,83.35554201,69.4815402,41.73353659,64.0297924660582,72.05240091447071,-0.0252057092535607,0.0,0.0,1
548,271491,8263094,30.35,156,53.36927979,64.24396164,85.99332533,51.33295490919984,40.22020439196303,0.544113128087989,-100.0,-79.99999999999972,1
1953,74110,3202634,43.45,57,32.08934846,25.76667334,13.1213231,48.718476118841295,52.1988402292701,0.034943731106303,0.0,-44.11764705882346,0
1108,670100,20352327,30.4,272,51.86126928,53.89199873,57.95345763,65.41120322054975,70.27057890981096,0.1190389501330845,0.0,0.0,0
1232,321624,12704334,39.4,233,20.67404145,30.16937554,49.16004372,44.45854374888342,33.00731783937864,0.2322833074766112,-100.0,-100.0,0
2411,43645,1722429,39.5,42,71.80561158,73.80566799,77.8057808,72.79073135329392,70.07348263810172,0.5197546362471266,-33.33333333333333,-22.2222222222224,0
1038,484165,14586800,30.05,296,39.65166433,43.9884877,52.66213443,51.67302685101621,55.2361923855004,-0.2053367795020466,0.0,-49.99999999999986,1
517,395107,11289822,28.5,199,89.9150118,86.91135824,80.90405112,74.12007244002584,74.84604616805508,0.5139558413407336,-50.0,-11.864406779661053,0
1241,456154,18432160,40.3,302,59.36329858,56.52159023,50.83817352,56.69525379444171,61.35022625447439,0.0960565566399075,-23.076923076923748,-11.11111111111152,0
2244,320464,12616657,39.5,205,91.39395823,89.87599422,86.8400662,92.38583071208332,97.76543734936408,0.5100092195117186,0.0,0.0,1
503,114089,2906517,25.45,57,37.26798297,35.82512847,32.93941946,49.274360850673496,50.00120270341646,-0.1567749855592667,-66.66666666666666,-50.0,1
2018,969134,43117177,44.35,601,78.01401956,77.9891634,77.93945107,76.53090238138556,86.50666319356564,0.1459623416157025,0.0,0.0,0
1673,165222,6053844,36.7,126,67.39583308,51.88122083,20.85199633,73.72800240136523,79.81242888082576,0.0874419365284762,-15.094339622641463,-14.03508771929819,1
876,364000,10042248,27.6,105,72.38131617,64.59228315,49.0142171,66.40753683510768,79.00422225187448,0.0019076963529403,0.0,0.0,0
2034,117090,5035809,42.95,79,11.96824716,22.644342,43.99653166,37.27741870597196,25.02191028641107,0.1090830064837472,-100.0,-100.0,1
888,1576522,43968555,27.65,637,49.66920932,67.12821487,102.046226,42.448034174876256,29.295495947910943,0.3329336063742134,-100.0,-96.00000000000024,1
1016,1055657,31343322,29.6,497,23.78827466,28.8579383,38.99726558,23.12734102692218,12.8063019775477,-0.2087330842107619,-100.0,-100.0,0
840,277124,7564970,27.35,120,65.08926041,70.94392381,82.65325061,59.08039672511898,53.05996846549833,0.1715413312936476,-100.0,-42.85714285714249,0
677,61818,1558920,25.25,41,62.12936393,68.22781107,80.42470535,53.5305629971858,50.60667079234255,0.0729746305333302,-100.0,-45.4545454545454,1
451,437819,12692109,29.0,211,81.36991661,82.50968492,84.78922154,63.91551996756195,66.44059445079364,0.2000424846171913,-27.272727272727156,-9.75609756097557,0
2354,73073,2625677,36.2,58,27.89338659,36.02293384,52.28202833,20.50163203388465,11.501362192977394,-0.4548243522024132,-100.0,-100.0,0
1305,557346,22336567,40.0,237,27.7814069,20.70499367,6.552167193,31.03593388050763,33.965527298380174,-0.6693074462228003,0.0,-68.8524590163934,0
509,301189,7923188,26.6,161,65.65374414,53.92712201,30.47387775,66.75541033970475,76.98596662226626,-0.0443337250362203,0.0,0.0,1
178,414461,12092431,29.4,178,35.70455183,29.76977154,17.90021097,58.13010486429439,59.35986068104502,0.6604937092883724,0.0,0.0,0
265,469441,15896052,33.8,235,42.67522413,33.61793015,15.5033422,45.11318240850669,41.75448414104516,0.2854742079701627,-6.666666666667235,-61.111111111111285,0
1129,6862245,246405377,36.25,3209,78.1842376,75.69928215,70.72937126,79.88881207316655,80.1210103931081,1.012640501541879,0.0,0.0,0
2567,114493,4711609,41.15,89,74.2162296,62.569465,39.2759358,55.157892837855286,55.54514289054511,0.2049242303160964,-50.0,-20.833333333333407,0
418,347103,9561825,27.15,131,25.097813,41.18283591,73.35288173,37.38869503199898,33.56113721540207,-0.857664767371277,-100.0,-100.0,0
1531,99462,3334523,33.6,77,31.7002631,40.67187318,58.61509336,52.78577870314917,49.11128911793856,0.2972963137532102,-46.666666666666856,-46.666666666666856,0
365,259478,8630938,33.4,119,16.7965953,15.47186336,12.82239948,35.049249160744075,30.726108116578665,-0.3535177798786497,-50.0,-89.13043478260872,1
2151,53964,1983435,36.7,31,16.20696383,33.60221851,68.39272787,37.287571424762895,27.87679672320516,-0.1211578944056481,-100.0,-100.0,0
511,478475,13426076,27.9,231,78.38579105,67.23009482,44.91870237,77.70038946277641,88.1852335768059,0.0619998968883097,0.0,0.0,1
471,333411,8263982,24.8,140,12.84779335,16.5429845,23.93336681,22.915013965578577,13.503623337693607,-0.2900562469299328,-100.0,-100.0,1
353,709009,25596670,36.1,341,56.07886611,56.73151409,58.03681006,53.19006200371293,52.01863433624029,0.2521820474656424,-80.0,-40.816326530612194,0
816,109671,2911295,26.55,65,44.82905397,32.30940721,7.270113703,47.08871733669255,48.03767949185384,0.0521994772781125,0.0,0.0,0
1447,64120,2161031,33.7,45,55.40207495,42.50720255,16.71745776,47.095266029757376,47.06476492221996,0.0637648534253007,-35.29411764705843,-33.33333333333307,0
367,216090,7244668,33.55,104,23.27711928,18.07347558,7.666188181,39.8442458337688,42.669060239760896,-0.4441951727573485,0.0,-67.85714285714313,0
2524,261680,10306560,39.65,184,73.03562993,76.76556626,84.22543894,63.44474271642283,69.829788163911,0.0080233957408699,0.0,0.0,0
1700,97221,3487558,35.85,72,60.27784869,63.30971553,69.37344919,54.64450684652922,58.94156498116981,0.0596885890940138,-100.0,-12.499999999999334,0
2496,138433,5530513,39.65,88,24.6338999,27.35263902,32.79011725,30.927444423513982,26.30798115649929,-0.3482156554718716,-96.55172413793122,-97.29729729729746,0
70,323684,7999486,24.55,136,42.88630261,45.14654274,49.667023,55.47723533725096,53.80925940257512,0.4046725450132131,-34.48275862068967,-34.48275862068967,1
1362,101168,3479467,34.35,76,47.95483441,38.3745053,19.21384707,29.942115305249036,27.951781505324163,-1.004332811970586,-100.0,-33.33333333333307,1
