,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
1597,26299764,392096970,15.05,5807,57.58844375,44.00970201,16.85221852,61.714311026637006,73.2606893400095,-0.2093797850185895,0.0,0.0,1
966,5984008,96516774,16.2,1572,42.2470831,43.95693436,47.37663689,49.70325677736629,53.51844519117768,-0.0668250460002407,0.0,-44.44444444444436,1
5,12313891,176590655,14.25,2183,48.23045267,47.0781893,44.77366255,88.57582696213501,80.46900096370058,0.0037712468037715,-14.285714285714432,0.0,0
1285,19998836,448102544,22.2,4399,39.39242299,30.49802185,12.70921957,51.02724061937421,61.24377147921243,-0.3578104362573451,0.0,-45.00000000000011,0
448,9865969,195661880,20.0,3432,38.7521657,44.32329192,55.46554434,54.14796077604223,57.19059831733485,-0.1223129309684346,0.0,-33.33333333333324,1
647,9374272,164183419,17.5,3061,67.96299101,69.09845764,71.36939089,52.61759859388827,56.3341869741034,-0.0860731612960691,-33.33333333333333,-28.571428571428864,0
1304,22810684,564538130,24.5,5270,81.53522589,77.81942756,70.38783089,65.65630021338637,68.54444868443188,0.2702804567429112,-34.375000000000014,-17.46031746031747,0
1047,2715415,41825328,15.5,749,50.75572156,41.33396051,22.4904384,49.93083773695032,56.5349180806144,-0.1250236035035122,0.0,0.0,0
2232,10933368,166085477,15.25,4255,19.75980577,23.01299456,29.51937213,39.622480268113854,34.08259284772881,0.0552257300843054,-74.99999999999993,-74.99999999999993,0
2095,2898024,42512590,14.7,1067,18.89881686,20.06016588,22.38286391,36.26084817678834,33.62053775587716,-0.073361367705934,-33.33333333333373,-84.61538461538468,0
854,7300428,123122376,17.0,2161,13.81713128,21.63101383,37.25877892,41.99072367785563,37.58066934948437,0.0921500464288301,-73.33333333333343,-88.2352941176471,1
2421,7311954,104383731,14.25,2418,61.92198646,72.3539073,93.21774897,59.74145520829849,55.162096621023856,0.0918233815091289,-100.0,-66.66666666666627,1
2479,19707087,241738287,12.2,6065,16.2239754,25.08388952,42.80371776,13.219538157048833,7.636631055992252,-0.1296328559845779,-100.0,-100.0,0
1442,8055777,154946790,19.4,2731,44.3419237,52.68084948,69.35870104,55.153072895498525,57.725760957187774,-0.0392686701645988,-41.66666666666681,-41.66666666666681,1
579,17474559,328461017,18.5,5138,76.54826967,73.06749156,66.10593533,60.839744009854336,69.24549198598272,-0.2749968909542575,-17.391304347826047,-11.764705882352905,1
578,25642630,477070880,18.7,6819,81.48907117,71.3271025,51.00316515,64.68465999773618,77.47339787701355,-0.3346924344982522,0.0,0.0,1
1143,2185870,31498107,14.45,628,17.68488856,14.88316948,9.279731316,42.41559021148398,41.72780423032941,-0.0623657347538062,-33.33333333333373,-81.8181818181819,0
1277,27373705,612302870,22.1,6864,52.80895018,56.857094,64.95338163,38.98305468261673,32.79799568002952,-0.1054462131463737,-100.0,-90.9090909090908,0
461,23813736,483259733,20.0,6704,37.68198036,54.36017982,87.71657873,42.80696510131132,31.49645024314363,0.4132442676589704,-100.0,-100.0,1
825,5020305,83405073,16.55,1214,21.50176682,28.17211975,41.51282561,39.102082636077895,38.786116322364734,-0.323634826509814,-66.66666666666627,-83.33333333333314,0
2542,21008278,231900345,11.05,4864,69.51423058,67.94858736,64.81730091,62.54728865494116,64.03293275362084,0.0937975168829172,-47.36842105263154,-28.12499999999996,1
137,18913321,382575370,20.1,4255,50.02539311,42.32330889,26.91914045,56.21065165571621,57.10501363965164,0.4134041027846371,-4.761904761904504,-20.0,1
342,17092023,490157417,29.0,4254,38.71488179,47.6297915,65.45961091,56.21383068245072,52.20983727512959,0.8052803945548915,-74.07407407407399,-74.07407407407399,0
1459,11640001,200543358,17.2,3387,22.63170259,25.21823796,30.39130871,31.527069878152613,26.830226372020565,-0.3347811298306377,-100.0,-100.0,0
1344,35283357,693557666,20.35,8311,19.56780207,21.57867265,25.60041381,41.11438361510231,42.93109906357551,-0.4859192836884702,-11.11111111111089,-77.46478873239435,1
661,12711511,216298495,17.05,3841,18.20804101,21.60519882,28.39951444,43.51462885507077,42.51507038491962,-0.0737653292737786,-42.85714285714271,-80.95238095238096,0
392,14034301,356143219,25.5,4139,8.149804969,8.952566515,10.55808961,28.46567467798752,21.69741110793226,-0.549228624208499,-100.0,-100.0,1
2611,9771238,107651156,11.1,2415,67.87557405,54.63916623,28.16635061,56.72884755401041,65.50517449613889,-0.1430059145177871,0.0,0.0,0
323,42200190,1210160527,28.7,9937,82.05034228,76.76623181,66.19801086,72.56499851564963,80.4239508081021,0.2527761907405154,-6.000000000000085,-4.918032786885314,0
412,18179023,378252024,21.2,5037,24.31968594,29.42545748,39.63700056,34.84672974062143,36.2981790468018,-1.2179907298775168,-66.66666666666676,-80.95238095238099,0
1496,18317277,334444111,18.35,4885,54.38404018,48.94704618,38.07305816,53.90544862930808,55.87092920639275,0.1075119248660884,0.0,-20.0,0
1832,4865466,70972906,14.55,1541,31.51550575,41.04061621,60.09083713,45.42174406768554,45.85750417647744,-0.1044384051052535,-66.66666666666627,-79.99999999999972,0
1082,3345950,50917881,15.2,1005,51.48049124,62.87177797,85.65435143,35.4318937811523,26.47806451560108,-0.0339363751765376,-100.0,-100.0,0
1677,3446876,50077499,14.55,1360,39.2128715,46.02965386,59.66321858,47.559291651100175,49.26680037337536,-0.0945307317822863,-33.33333333333254,-66.66666666666627,0
115,10222988,198757495,19.3,3026,76.49474364,77.67489165,80.03518767,61.81061039745661,59.30233290866943,0.6338918908070093,-62.50000000000004,-28.30188679245281,0
976,8628970,143451638,16.65,1665,47.19894826,62.7226852,93.7701591,52.0106984583424,45.05183511566382,0.1263310366893321,-77.77777777777821,-80.00000000000043,1
2171,4821409,66499776,13.75,1095,26.56974825,28.49211269,32.33684158,32.915855171471314,32.7379782312377,-0.2462344022794045,-100.0,-93.33333333333324,1
502,17747689,347574573,19.35,4539,50.50321769,50.99254473,51.9711988,56.9505261311014,60.35107283775968,0.0049119732727151,-33.33333333333307,-33.33333333333307,0
272,23232968,735006528,31.35,6659,32.31245423,43.20184783,64.98063503,32.42722711084064,27.223280869590795,-0.4915151153100447,-100.0,-100.0,0
320,25316977,673740220,26.5,6144,64.34822632,69.49489427,79.78823016,60.87737758688917,64.87909050160134,-0.0737633073573786,-12.500000000000169,-29.41176470588237,1
2022,7600298,114838420,15.2,1870,80.9386057,67.23658027,39.83252941,56.90859384818694,69.85872349656094,-0.1382034315254715,0.0,0.0,0
