,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
566,29502643,2483240605,83.8,8235,64.71272271,52.45884282,27.95108304,52.14864170418559,50.23767298419093,0.8271827768879375,-44.00000000000034,-40.0000000000001,1
1316,48982979,7212381413,147.0,13793,62.46897978,64.9687324,69.96823764,49.8707870887224,46.752090555322354,0.1039053619004344,-100.0,-55.00000000000001,0
1055,29648114,3548296766,119.0,8284,74.0383665,76.9786381,82.85918129,65.30454390462953,64.79702707191282,2.3078714210216678,-40.0,-22.22222222222222,0
107,42325183,2550183392,60.5,10428,54.44236013,52.76600016,49.41328022,56.069850471983415,62.8450933168333,-0.3731693252211966,0.0,-20.0,1
1782,29867998,5766195556,193.0,6963,81.73295095,82.26951124,83.34263182,63.7462012439034,64.86999340632556,1.4223205554457972,-80.0,-22.22222222222222,1
1861,20795770,4468108550,215.5,8261,82.7352755,72.03643804,50.63876311,62.32674322984728,70.35896251153845,0.9621191820266822,0.0,0.0,0
1429,65521186,8795254492,136.5,5612,83.69898309,84.09959888,84.90083046,62.53837229589716,64.75754498983818,1.582692438684817,-57.14285714285714,-23.52941176470588,1
1513,61877408,9304766800,151.0,22057,94.08964608,91.62255517,86.68837337,72.98557852359131,81.41707701032202,1.4648718240070444,0.0,0.0,0
2324,34691670,8448805962,244.5,13157,75.88396892,60.25465925,28.99603991,57.19546187934724,68.62379791120865,-4.742356244317287,0.0,0.0,0
2536,26465090,7799075756,294.0,13661,58.35690516,67.41494035,85.53101074,54.79237370601708,55.06004320966797,-0.7194949001178975,-100.0,-44.642857142857146,0
632,62113192,4805417749,77.5,16410,23.11888752,17.85627892,7.331061717,45.89074140650989,52.19078856847358,-0.9451618631677868,0.0,-55.7377049180328,1
227,70250069,4482529806,63.4,9730,50.86579469,52.364672,55.36242662,48.4668807219603,41.53813654467526,0.4795216449034095,-83.33333333333373,-83.33333333333373,1
1579,18822152,2908894278,155.0,8493,86.7216905,73.41513368,46.80202006,62.61660764898633,72.04354813465577,-1.5311634679038428,0.0,0.0,0
1845,52273921,10919812400,208.5,15953,48.179204,63.69054855,94.71323764,43.95955805815193,32.39534608466787,2.964178410228413,-100.0,-95.0,1
2447,18402703,5771010050,313.0,8974,59.7880007,47.08373112,21.67519197,62.098870833513885,66.3300697960614,3.995032278706431,0.0,0.0,1
1825,29623649,6096361694,207.0,6374,75.44326672,69.59062312,57.88533593,63.62630403504422,61.62635464385539,3.308529334699909,0.0,0.0,0
2351,20908575,5300082470,254.0,8245,84.17004197,82.01161147,77.69475048,61.767057836201,65.33428999022252,2.118018871767293,-36.36363636363637,-14.285714285714285,1
2481,52208496,16882411296,325.0,22587,26.2666614,31.64817403,42.41119928,45.69876529453414,45.75011236083428,1.766502581374377,-44.44444444444444,-67.74193548387096,1
2325,30409556,7469805086,246.0,11457,81.21994324,67.24308725,39.28937525,58.944363198136486,70.84971598791535,-4.275503197288124,0.0,0.0,0
1773,24373221,4564713486,186.0,7773,40.23682131,31.18355389,13.07701905,50.13166546549075,51.20885808255778,0.3438771873815832,-28.57142857142857,-28.57142857142857,0
1029,62467129,6706761665,108.0,10046,76.19200617,74.94408378,72.448239,57.982036061208895,60.433452831917165,0.761401243831823,0.0,-25.0,1
491,26771315,2005803811,75.0,7111,55.43249094,41.57414185,13.85744366,53.5832897910161,56.417315885642175,0.2133474554077813,-28.57142857142857,-28.57142857142857,0
1543,34544879,5490320944,158.5,10001,62.93225479,75.35411386,100.197832,55.84648839781392,46.74100287413841,3.168894566144098,-100.0,-87.5,1
568,31617591,2694071757,85.8,11044,84.31676565,68.41510724,36.61179043,61.22402802323919,66.7096922978784,0.7942838752656821,0.0,0.0,0
203,28106224,1747861763,62.0,6328,80.93571533,70.53496073,49.73345154,57.05551054222978,60.21971828983067,0.2016998636139133,-23.07692307692291,-16.666666666666536,0
1742,25935613,4673783621,180.5,8400,30.37453823,39.41232194,57.48788936,43.89474369837421,40.282584757243846,-0.266633761104352,-50.0,-80.0,0
2099,41165793,9100880393,221.5,14795,60.99403191,42.66836348,6.017026608,52.638853747851535,63.51844334985343,-3.215193790247528,0.0,0.0,0
498,14945219,1121673328,75.0,3402,74.89571915,77.58627668,82.96739174,51.03135852947093,47.53038029663104,0.3187901622419146,-100.0,-31.24999999999997,1
1233,34995859,4843397632,138.5,9339,53.36985085,32.36941403,-9.631459627,58.17884607331772,64.03526636327682,0.6972000335171895,0.0,0.0,0
483,28589597,2132391336,75.0,5981,62.34379351,70.34600538,86.35042911,51.83634332210465,48.85653457492533,0.7242139185545162,-60.869565217391255,-53.33333333333314,0
290,55818519,3982273270,71.5,9129,48.38231787,35.48445621,9.688732896,46.741989625645786,50.39569295112594,-0.4474295517842959,-21.42857142857136,-47.61904761904775,0
1862,15422136,3302914894,214.0,7558,80.64704641,74.90664083,63.42582966,57.0062900853408,58.05973131745606,1.0560707045521949,-60.0,-15.789473684210526,1
270,110404458,8379115848,76.3,22572,38.54109841,42.43168595,50.21286103,62.964690110214114,63.0902753708274,1.6272796815393298,0.0,-50.0,1
22,42627861,2534155240,59.8,9966,20.42893379,17.69886905,12.23873957,34.09012451364238,39.820850193107965,-0.5972796174057877,-68.00000000000011,-77.77777777777787,0
1257,46941337,6773046328,145.0,12366,88.80873905,75.85716593,49.95401967,65.97888383086578,74.76544777080419,0.4801565065086718,0.0,0.0,0
1868,20363314,4352541276,214.5,6039,58.58072752,62.4359902,70.14651554,55.53847933809455,55.41090740051302,1.2646272025744476,-40.0,-40.0,0
