,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
171,18496420,1117101404,60.6,7540,80.61523124,66.385464,37.92592952,67.97142263080292,76.39715996796734,0.6036768517257636,0.0,0.0,1
2128,12578002,872231792,71.6,7244,86.33404319,81.61930874,72.18983983,77.09016810512094,86.10349412473099,0.2923422343929142,0.0,0.0,0
296,5066079,209006544,41.35,2517,5.062129375,6.91195469,10.61160532,15.080135480647876,11.664329669758326,-3.232823833397587,-93.006993006993,-94.15204678362574,1
1375,5826700,178292905,30.5,2642,15.14346679,17.51513529,22.25847228,19.84410008277497,13.308250889547429,-1.5033889348725904,-100.0,-100.0,1
528,20931701,985464093,48.15,8409,52.5339704,63.34557225,84.96877595,65.32993720299852,60.751985349403206,4.101787374306378,-54.44444444444451,-50.00000000000008,0
1774,1980557,74077515,37.85,1335,43.49197195,50.09066002,63.28803616,60.43067178459936,59.80338771091069,0.9675522574276532,0.0,-34.374999999999794,0
1979,6654928,415804458,61.7,3158,72.55548698,65.41710757,51.14034874,55.07968148411631,56.13001951966285,0.4806236608045187,-66.6666666666665,-20.45454545454543,0
1871,6085785,269757188,44.35,3246,42.66942022,44.46071537,48.04330568,61.26196975136756,61.39163912979567,1.1954139803953974,0.0,-20.6349206349206,1
950,9286427,315302693,33.5,4006,77.07766795,74.41123227,69.07836092,62.38333688548335,75.49987007752313,-0.2619056503773495,0.0,0.0,0
203,6008363,356833517,58.7,2889,59.9290634,62.89126337,68.81566331,45.64835329835271,38.91021572667537,0.2949871032148514,-100.0,-63.63636363636353,0
1986,16410860,1324959238,79.8,10170,87.61682737,84.32578483,77.74369975,73.84785930134724,76.99479823592877,2.482238793657006,-20.689655172413797,-14.218009478672988,0
52,6680450,395446433,59.7,3339,39.01422406,31.77261294,17.2893907,53.81362944277913,62.31621898779288,-0.2040285132619495,0.0,0.0,0
211,5344230,287570345,54.1,2597,15.95738052,25.61729817,44.93713348,29.21093411923611,19.317479821810306,-0.2385713564171465,-100.0,-100.0,1
439,4269497,130914769,30.5,2289,54.98715479,49.34359332,38.05647039,55.54735337804747,57.78016158554562,0.0737247209205665,-27.272727272727256,-24.32432432432432,1
1316,2640809,111463493,42.3,1505,53.49601208,48.87585554,39.63554248,45.50792972796208,44.59465478276986,-0.1315698003157895,-68.96551724137952,-46.03174603174614,1
2116,3811149,229450189,61.0,2085,65.39619187,46.2603297,7.988605374,47.64307035026511,52.58975577839975,-0.8438979989398315,0.0,-19.23076923076922,0
