,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2194,171156,1974794,11.5,101,17.89202987,21.18880517,27.78235577,41.57899412512612,35.60705779380887,-0.003877968773774,-66.66666666666627,-96.551724137931,0
656,10000,101400,10.15,9,53.90328067,68.03122232,96.28710562,52.34966704895856,48.95039740482634,-0.0127417553261701,-100.0,-100.0,0
2527,385000,4847250,12.45,207,55.20636516,64.53999318,83.2072492,45.05407177820394,39.39428022943677,-0.04682759823968,-100.0,-84.21052631578961,1
2482,190300,2401680,12.6,103,14.36513639,24.63477959,45.17406598,42.62965793007485,35.77647175267206,0.1551541361039683,-20.000000000000284,-90.47619047619052,0
328,56200,785770,14.0,37,21.21928179,33.44366128,57.89242024,39.559058560025136,31.31246825226618,0.0708134705317143,-84.21052631578945,-88.88888888888886,0
303,141000,2044350,14.5,60,76.11729476,58.61731789,23.61736415,53.74943018173223,60.16339832563033,-0.1433493949266346,-6.250000000000084,-3.030303030303073,0
93,858724,14776978,17.2,417,26.9920491,39.87400785,65.63792535,40.53239245066949,32.1039490408782,0.3556828494969357,-92.00000000000004,-92.30769230769234,0
2224,43000,464150,10.75,24,14.87762482,16.72299662,20.4137402,32.14520425018958,25.96855211737818,-0.1957535266232061,-100.0,-100.0,1
1131,1162595,19413686,16.95,438,75.14393038,72.92357284,68.48285775,67.31225687474193,70.1277934365783,0.3438208933809306,-25.000000000000444,-2.7777777777778163,0
1124,2393796,39176411,16.6,673,67.92643114,53.10794514,23.47097312,69.43099176860807,78.67511907977892,0.095864788252716,0.0,0.0,0
878,21000,206250,9.79,6,48.42250438,47.3973822,45.34713784,43.174315921028914,43.53037753128237,-0.0738515298300602,-80.00000000000036,-72.72727272727316,1
300,155000,2176900,14.25,73,42.6094272,35.26215593,20.56761339,49.80366548204569,55.32945387641253,-0.1409202155044328,0.0,-37.20930232558143,1
10,1328694,21016212,15.9,379,68.78256416,51.03790648,15.54859113,39.02033290915082,65.12327911027658,0.0267984606054526,0.0,0.0,1
1369,599000,6847850,11.65,173,61.78704939,51.38541486,30.58214579,64.64993807516667,73.9025011517567,-0.164354983160572,0.0,0.0,0
543,191100,2367910,12.3,76,68.24956503,63.89196104,55.17675307,67.14151649436259,72.5606413347672,0.2484556701560432,0.0,0.0,0
1182,161011,2135595,13.2,74,50.91359304,56.73881115,68.38924735,45.81753079649357,43.88172387842395,-0.1822563418278512,-100.0,-75.00000000000011,1
1395,663010,6641080,9.98,165,39.14709538,52.96477983,80.60014871,32.86606363555703,20.94428994556015,-0.0378147890076163,-100.0,-100.0,1
1439,85000,903200,10.75,34,63.8446387,63.73774182,63.52394807,67.47669237163618,70.75071756267755,0.0836653063596558,0.0,0.0,0
2619,208501,2923112,13.95,82,25.4938217,34.68427953,53.06519519,38.411527249346456,33.23475895877853,-0.1023079787622088,-87.50000000000006,-87.50000000000006,0
1825,26488,297515,11.25,14,43.00727919,44.52345089,47.55579428,43.72000534782158,40.46257304621032,-0.0268125982465735,-100.0,-100.0,1
2155,59000,650100,11.05,29,53.12494153,58.70363597,69.86102485,41.75955150640687,32.56571475571017,-0.0425159908912641,-100.0,-100.0,0
2340,32982,392584,11.95,13,34.13649683,37.5690593,44.43418424,54.47146227377333,61.00155484620353,-0.0097373749400088,0.0,-50.00000000000044,0
569,53409,633784,11.8,26,43.1081121,47.76033569,57.06478288,40.61065140963645,32.59110648373879,0.0175022862995407,-100.0,-100.0,0
2535,100000,1217550,12.2,54,18.51822334,17.78338171,16.31369845,43.64314104116514,42.435267069775215,-0.1091807452266338,-28.571428571428864,-78.26086956521739,0
338,48040,644186,13.35,26,8.147539245,12.82861934,22.19077954,29.95217675138152,19.35637107506766,-0.1510106101511589,-100.0,-100.0,0
2170,3659329,45779395,12.3,1471,68.7311375,68.43323149,67.83741946,55.22701713484383,49.19648389764513,0.2538433132904691,-100.0,-48.43749999999998,1
454,169016,2022692,11.95,103,14.35720393,21.64475091,36.21984488,39.08326566365313,33.375737482854525,-0.2971152793516134,-100.0,-100.0,1
539,200000,2374200,11.9,61,52.57864035,46.46414101,34.23514231,57.195835694972274,54.796022600895455,0.2702881112244347,-39.99999999999986,-39.99999999999986,0
2652,82500,1080900,13.1,54,50.79658987,51.91698889,54.15778692,36.96058020166807,33.16546424165617,-0.1723379755338515,-100.0,-81.8181818181819,0
538,176410,2063647,11.75,47,45.5346272,43.40689133,39.15141961,51.52690208695935,39.23423702313421,0.2874940989121899,-100.0,-100.0,1
1157,1065100,13964705,13.05,468,51.61819608,60.19407815,77.34584228,34.60149464358328,29.0810566590907,-0.4968062428590693,-100.0,-81.24999999999996,1
1127,2044691,34965310,17.0,907,73.23967697,66.35111624,52.57399477,71.01037296759141,78.19548773805565,0.1968852248362309,0.0,0.0,0
643,6000,57760,9.6,5,29.1048321,28.76158437,28.07508891,32.12181392128144,32.55567070031862,-0.2098106745187419,-75.00000000000044,-87.50000000000023,0
431,323000,3889350,12.15,169,10.05467343,13.72954578,21.0792905,32.864298694404894,20.302382228850394,0.146838266074613,-100.0,-100.0,0
1490,57000,581500,10.25,12,63.83001715,69.19026486,79.91076027,49.28485671119458,49.26847558399757,-0.0254387554694237,-60.00000000000014,-60.00000000000014,0
2098,106215,1247476,11.65,37,13.46227736,23.48503213,43.53054168,30.17192894370247,20.48938443096145,-0.119009055453676,-100.0,-100.0,1
332,68000,961150,14.2,35,29.68949278,27.55355426,23.2816772,46.03611093635494,45.60301066820755,-0.0066720134802273,0.0,-69.56521739130439,1
1423,246300,2543525,10.25,54,65.04128732,62.93273092,58.71561811,53.89207086578287,59.81714381611051,-0.0683267978860225,-25.00000000000022,-25.00000000000022,0
1455,45000,472100,10.5,22,38.41930613,35.68130659,30.20530751,46.1199489360027,42.14721101194488,0.0498735295020481,-100.0,-71.4285714285715,1
2394,73002,912474,12.5,31,41.70488253,43.20211382,46.19657639,45.06325746759969,39.56019634466836,0.0041713855262095,-100.0,-60.00000000000014,1
1139,221090,3350659,15.1,118,20.48902563,33.47797718,59.45588029,38.1545193091429,30.65738258488335,0.2237162842643445,-100.0,-100.0,0
435,196000,2273350,11.6,88,9.851275367,11.36513292,14.39284803,29.27849286534141,16.930376759209516,-0.2063932260077206,-91.66666666666684,-98.18181818181824,1
2167,6556205,90837935,13.85,2637,74.74409846,53.00691288,9.532541712,85.71345216654872,91.60757509345405,0.0208112463184644,0.0,0.0,1
527,166221,1977407,11.8,67,31.06640169,46.72346592,78.0375944,59.75703113266275,51.84643521960204,0.4566558633531176,-71.42857142857115,-74.99999999999989,0
1478,8325,84482,10.15,5,50.12307213,41.86617725,25.3523875,39.75037182609822,37.214710854787256,-0.0790387967745759,-100.0,-33.33333333333294,1
928,86138,898035,10.5,37,41.37679832,43.07231859,46.46335913,46.32367095472495,38.20436332256092,0.0776769395892362,-66.66666666666627,-83.33333333333314,0
2483,296825,3719970,12.55,141,11.75067064,20.3400766,37.51888854,41.887246119945374,34.534977001503044,0.1204118305117839,-100.0,-92.85714285714285,0
2347,78668,970416,12.35,38,75.46365663,67.66216374,52.05917796,73.07363544513284,80.35136694573934,0.0486534602980683,-14.285714285714503,-10.000000000000142,1
1522,44032,461182,10.5,29,79.76728727,75.32741046,66.44765683,63.85776449226255,71.18534682068804,0.0174267728553768,-20.000000000000284,-11.111111111111242,0
460,114000,1359150,11.85,52,25.69188939,22.7511101,16.8695515,41.11615146352489,43.30522925422888,-0.2656909542452315,0.0,-69.99999999999993,1
955,43000,438850,10.3,25,12.05412003,13.15819649,15.3663494,36.27740987915345,26.860311820257294,-0.0044869110660459,-89.99999999999986,-89.99999999999986,0
841,27000,276000,10.2,17,71.02494372,74.86381434,82.5415556,54.8442378513043,52.12133401340533,0.0448394282829367,-83.33333333333363,-50.0,1
1110,369619,5571621,14.95,123,31.18677458,41.81377473,63.06777502,45.171069999812566,39.19711498224373,0.201842834770959,-73.33333333333343,-80.95238095238103,0
627,22000,231100,10.55,3,42.53136968,53.34680515,74.9776761,50.079844834223096,47.700717600106856,-0.0323171587029076,-100.0,-49.99999999999971,0
1211,68000,854100,12.6,41,28.19298393,32.76760786,41.91685572,46.373364464144416,47.31207909441356,-0.1080092350374207,-33.333333333333464,-57.14285714285725,0
153,758240,14237438,18.55,306,18.07209724,18.50166451,19.36079904,38.21875993415146,33.16727774681086,-0.0936255289443141,-73.33333333333343,-93.44262295081968,1
1105,969438,15166169,15.8,238,77.14575003,67.95462493,49.57237473,68.33720936661169,77.68171221248559,0.2695434869688097,0.0,0.0,0
307,52000,742200,14.25,28,75.19695851,74.20284761,72.21462581,48.687068288406536,49.78869200190376,-0.1088448857050962,-83.33333333333314,-28.57142857142862,1
2128,74246,822531,11.0,26,36.01579949,37.03810178,39.08270637,33.50834867327429,29.73326629179241,-0.1734035155751798,-100.0,-100.0,1
2506,1395106,19735431,13.5,657,59.0838938,64.24783818,74.57572695,53.40700156857272,50.61231796011464,0.1378486194706975,-94.73684210526308,-60.00000000000002,1
2153,94000,1043100,11.2,36,69.53111843,59.53862578,39.55364046,50.334142127057525,53.786128458246594,-0.046300351450833,0.0,0.0,0
574,52001,585561,11.2,24,20.54378195,28.74356721,45.14313774,31.907981837384614,25.226539081670968,-0.0923681492680067,-100.0,-100.0,1
