,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2258,8660871,942251939,109.0,3991,46.91445391,57.45581965,78.53855114,54.00644612976717,50.21562100150646,0.5073319209511029,-50.0,-75.0,0
97,22351393,1412109459,63.3,5357,82.75164247,80.51365122,76.03766871,66.89941026334371,70.66630705487394,0.221969837721036,-30.769230769231104,-19.047619047619303,1
178,19236733,1376085355,71.0,4800,73.69337311,75.61979735,79.47264584,69.28657823929663,66.30082408913509,0.8978336226895068,-39.99999999999986,-38.09523809523807,0
1067,6206010,596823312,96.5,3326,78.46219035,83.18750143,92.63812358,63.60314548616659,61.76486335657012,0.5898458224827084,-28.571428571428864,-17.647058823529214,0
2268,3964400,437705657,110.5,1961,83.53512169,79.49292557,71.40853333,62.92588249766124,66.77805488265321,0.5564807318503585,0.0,0.0,0
593,9924629,929100096,94.0,4319,89.22713266,84.61851179,75.40127006,74.8105482814726,83.61033485182364,0.3040639780080123,0.0,0.0,0
2193,7191182,769013042,107.0,1872,73.99973838,82.86890283,100.6072317,47.153907649064855,42.67619741621117,0.029744921082724,-100.0,-66.66666666666666,1
931,5699984,529445312,93.0,2319,43.6626807,55.7898987,80.04433469,48.1151150636783,47.33622211548486,-0.1790199398551265,-37.49999999999978,-76.19047619047613,1
456,8570275,866223775,101.5,3516,78.11928841,61.0017352,26.76662879,56.38862435581509,60.99514539238526,0.0811803534136198,0.0,0.0,0
131,21818815,1502162106,69.0,4171,90.29850554,84.0281198,71.48734832,82.51854225151477,88.2620823767714,0.972375934846622,0.0,0.0,1
44,19019720,1179330521,61.9,6229,73.15447297,60.91036809,36.42215834,65.03870582267389,68.54455044071528,0.3577346149610294,-20.000000000000284,-15.384615384615552,0
747,5045215,473689910,93.9,2173,22.03642062,33.64745546,56.86952514,45.66636582091461,39.54036380744061,0.1338590326200791,-49.99999999999645,-91.66666666666598,1
721,14607197,1353441722,93.5,4595,47.21077589,37.16998498,17.08840314,50.451302826330846,51.96587036003619,0.131244561393215,-16.666666666666863,-16.666666666666863,1
1850,4539258,463975400,102.0,2489,26.52165276,22.45399054,14.3186661,27.635975684913436,29.798060709906952,-1.4230457327196189,-100.0,-100.0,1
198,24377717,1823532127,74.8,7006,85.84206886,79.8510504,67.86901349,83.43950604671629,90.73608412065114,0.8237160750507807,0.0,0.0,0
1527,5296832,586288020,111.0,2817,85.74986952,72.87532931,47.12624888,64.86577424635493,69.54691646597878,1.0404389012744464,0.0,0.0,0
2359,5983062,655804820,110.0,3371,84.80480869,81.63607239,75.29859979,63.63374813759736,73.04275608503454,-0.420233510860539,0.0,0.0,0
1531,8370577,920998470,110.5,4103,73.05817528,72.08821411,70.14829175,58.71474618077094,59.915034102706045,0.9254490533571592,-25.0,-25.0,0
2252,16714913,1838923930,110.5,5380,90.50474325,80.97425092,61.91326627,74.77814775741842,83.17536579885211,0.4071144545746169,0.0,0.0,0
2387,13323441,1497343587,112.5,2938,92.34360385,84.90705029,70.03394318,60.974584604839535,62.94990998189761,0.6074268868980955,0.0,0.0,0
124,16497446,1109704245,67.2,3683,81.7371257,82.5309102,84.1184792,73.6633724020759,74.22901041319365,0.8971674638891843,-18.1818181818183,-12.50000000000011,0
2373,6198959,686435949,110.5,3508,51.40713925,75.41309282,123.425,49.15040956367542,35.54406916783275,0.724301508173968,-100.0,-100.0,1
2423,8666163,972074303,112.0,3333,14.50055936,24.63275078,44.89713362,39.49470324083467,28.16539246312045,0.0990135278695758,-100.0,-100.0,1
2054,6800947,746540670,110.0,2997,42.67101493,39.33589754,32.66566276,50.03634035640272,52.42664648870551,-0.357088337304612,-100.0,-40.0,0
1910,5779825,591000518,102.0,3280,7.871034373,13.89607708,25.94616248,38.359859419803975,34.249772623754495,-0.2829042642518379,-100.0,-100.0,1
431,11330564,1131503100,100.0,3788,57.82307573,59.03581038,61.46127969,50.19547426940078,49.02608476400369,0.0491917894972044,-55.5555555555552,-66.66666666666666,1
1974,10658600,1164544900,109.0,4992,51.31177044,54.01020791,59.40708285,56.99797107615243,56.2933250787549,0.7290057107194301,-33.33333333333333,-33.33333333333333,0
1278,3965601,394127800,99.6,2232,65.90235716,56.19326402,36.77507775,61.46872914781292,63.47198373528996,0.6070281435736194,0.0,0.0,0
1395,23789453,2348770386,98.8,7822,74.33781184,72.39684133,68.5149003,59.34219577068495,64.70199378873428,0.2197476348345646,0.0,0.0,0
292,9042183,824892253,91.4,3230,49.43204455,55.84130462,68.65982476,64.6854714469295,63.57291345828009,1.1518110338131449,0.0,-28.571428571428136,0
2612,4295875,466797875,109.0,2349,95.08643313,85.43215008,66.12358397,51.113135810377074,54.53933877622562,-0.1361983428443075,0.0,0.0,0
2020,4520810,514718402,113.5,2688,58.8385468,65.6753393,79.3489243,56.20244888626544,50.555962620103976,1.1086077049905767,-66.66666666666666,-66.66666666666666,1
970,5145200,476647224,92.8,2443,53.12953377,60.13634312,74.14996183,53.12405806484788,50.442799770914185,0.0808474267959741,-100.0,-60.00000000000085,1
395,11968053,1194299313,99.6,3696,43.0902566,38.23612559,28.52786356,49.964604460887614,48.9872452669292,0.0522273466574881,-39.130434782608994,-39.130434782608994,0
1242,4863418,464931421,95.6,2369,84.00808646,85.79616797,89.37233099,61.408359782101954,54.87396057192478,0.6664767570776744,-80.00000000000114,-40.00000000000057,1
428,16772777,1676225900,100.5,4349,61.600249,58.04034788,50.92054562,54.91128963972276,59.29020297453995,0.0152805967784315,0.0,-25.0,1
1491,11437113,1179297252,104.0,4508,67.27721863,76.59272561,95.22373957,58.515754125233954,51.63633332066535,1.1079983944147898,-100.0,-60.0,0
605,20702042,1847470680,89.5,9203,34.4422894,54.5745926,94.839199,26.442058544705805,13.332033489023852,0.8867337605909901,-100.0,-100.0,1
1357,22901563,2273870462,99.3,11255,92.48112246,82.97068651,63.94981462,70.98407027636755,82.59313331241648,-0.1620672197171706,0.0,0.0,0
1728,7749016,781734616,101.0,4197,26.93203446,23.22299373,15.80491227,46.93944863632442,52.0812210042312,-0.7106707778269473,0.0,-50.0,0
1285,10841202,1064279696,98.0,2892,41.1154137,42.51263706,45.30708379,44.33934531336261,41.72610561534027,0.193673878069671,-19.999999999998863,-76.19047619047613,0
