,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
302,1996693,47435331,23.8,884,67.51806895,66.06048026,63.14530287,59.54554652870443,65.6192752133793,0.0178198636992126,0.0,0.0,0
213,9777440,249346087,25.3,3598,20.15258327,36.73316057,69.89431516,39.12805312240238,28.06709232568803,0.1352419101808732,-100.0,-100.0,0
907,8485250,295755942,34.7,3605,13.52178298,27.88675996,56.61671392,26.128308732789968,13.242630609160663,-0.0137068201566689,-100.0,-100.0,0
222,3926715,98636571,25.15,1181,21.60358728,22.24066305,23.51481458,40.85303985135443,36.60117024951704,-0.0490278518751554,-100.0,-100.0,0
127,9604046,223878009,23.35,2854,53.68064416,63.11386964,81.98032059,67.09716784570044,64.24966652045958,0.5447558747106745,-33.33333333333254,-44.44444444444436,0
47,4731840,88870527,18.85,1832,60.49937955,43.37850382,9.13675235,50.93829653604699,78.2506813304941,-0.1473920183087176,0.0,0.0,1
501,29457845,927240089,31.15,11719,67.15580194,68.6875126,71.75093391,64.2966418757257,68.11195339544584,0.723855551602553,0.0,0.0,1
528,5709138,176576096,30.75,2278,31.02847844,21.35150649,1.997562586,48.31812709133722,50.39033288370255,0.0990792975856048,-14.285714285714432,-53.84615384615377,1
741,3100154,112154809,36.35,1324,91.91745312,85.00318704,71.17465488,61.29477730312522,75.03110193162257,-0.1971089862546476,0.0,0.0,1
154,20758008,538577988,25.95,5585,35.57793749,38.28237334,43.69124504,61.21774899774828,59.80231137076033,0.7204362304424291,0.0,-34.78260869565229,1
529,5275512,162305187,30.65,1577,36.07026768,26.25776022,6.632745297,46.7599210574296,46.75098551789049,0.0694492544628794,-28.571428571428864,-58.33333333333344,1
94,2199664,46287147,21.0,1032,56.96668914,51.93179872,41.86201789,56.225498898875,49.23281594429863,0.4032868178624185,-62.50000000000022,-62.50000000000022,1
916,6575034,224604447,34.05,2913,8.343000765,11.87402367,18.93606949,26.15813692543176,17.076783069868366,-0.4400318273528489,-100.0,-100.0,0
