,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
29,250001,3306563,13.15,91,49.09834597,32.88161498,0.448153003,43.01320882656014,56.83589317060853,-0.1917560505377664,0.0,-9.999999999999789,1
2441,106093,4315740,40.65,83,72.41119043,62.35717378,42.24914048,45.92547274290036,50.68241419799514,-0.2519015288027647,-33.33333333333491,-20.000000000001705,0
398,4146423,170602666,41.5,1951,36.63596493,37.05569663,37.89516003,44.04743123774114,40.83845818830176,1.194655555072751,-39.99999999999997,-71.64179104477611,1
1290,352894,11954911,33.85,222,79.8803122,82.60014799,88.03981957,77.23138050421996,76.74292992111927,0.5353549484797558,-40.0,-13.698630136986292,0
620,447166,16517773,37.0,331,59.73971015,49.13106063,27.9137616,66.27819198703342,76.87870332357339,0.1128850410247243,0.0,0.0,0
2062,191251,6946478,36.25,148,76.32781459,79.04303206,84.473467,72.15563610515788,75.04778086260087,0.2256283850335552,-7.692307692307272,-4.545454545454311,0
1993,123749,4256809,34.4,89,20.75944938,26.43934827,37.79914604,51.69282733088996,45.59203286429869,0.2642911284413356,-66.66666666666666,-75.0,0
955,262896,9865946,37.5,206,25.54698345,27.56942294,31.6143019,31.169073491453258,26.50237862191897,-0.567520856335723,-96.96969696969714,-98.00000000000011,0
780,189394,7006916,37.1,127,73.27251296,65.64515435,50.39043712,63.65907310900394,70.32210531193994,0.1395730211677661,0.0,0.0,1
1525,318440,9460350,29.6,170,61.2552048,60.91658514,60.23934581,59.72769250451455,58.80843498025209,0.2325613953954927,-49.99999999999986,-48.14814814814799,0
265,413100,11636078,28.15,179,17.27455058,28.65087257,51.40351656,45.15834053555587,36.5264676890118,0.312930436280918,-100.0,-100.0,0
1684,63790,1889917,29.6,49,74.67868825,77.55685382,83.31318497,51.80378378004817,53.85773518016278,-0.162319023196526,-79.99999999999972,-39.99999999999986,1
1195,266531,8495076,31.95,200,54.02741605,46.39908332,31.14241787,46.64038509358921,55.53415608139194,-1.3967168053661878,0.0,-5.660377358490642,0
600,232100,7966940,34.2,134,38.38935981,34.07118462,25.43483422,42.7207111725932,41.90129025631828,-0.385325321929516,-58.82352941176461,-66.66666666666656,0
165,3599200,89862090,24.5,947,23.40507988,19.46623712,11.5885516,38.02501037988314,31.537205438590444,0.4921529103613622,-12.500000000000169,-79.71014492753625,0
1380,102249,3193217,31.1,85,54.52156022,63.85460848,82.52070501,42.03354440793618,36.802973606411406,-0.197771570344643,-100.0,-74.99999999999993,0
939,227496,9132933,40.0,175,41.49485891,51.13422149,70.41294663,43.61699758192806,40.23930940878672,-0.6432455333673064,-100.0,-69.23076923076927,0
