,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
1876,5247539,48371320,9.21,1626,47.13898511,55.19749179,71.31450514,47.21258458858239,43.75665184728742,0.0076756839347603,-100.0,-71.79487179487153,0
1019,3818579,39833299,10.45,1287,24.96991514,15.94768393,-2.096778507,38.357772438609125,45.31328871036188,-0.0783271547240705,0.0,-57.14285714285751,0
863,5272405,59096252,11.2,1245,35.04943698,26.36308623,8.990384736,44.4720125428188,47.65001643544735,-0.1028268728298723,0.0,-44.44444444444458,0
590,13162866,151370449,11.45,2679,12.31746101,23.87789699,46.99876896,39.618439472883175,32.49781274478604,-0.0335690114244294,-92.30769230769248,-95.45454545454557,0
114,27893539,446286762,15.85,5057,83.33782728,81.78811809,78.68869971,65.28439138372774,63.46993253361591,0.6029423310744239,-46.15384615384609,-13.953488372092984,1
1028,6151245,63496551,10.4,1334,36.73523328,24.71493186,0.674329034,46.05360854102843,57.985821676689774,-0.0979587227126025,0.0,-33.33333333333294,0
900,4576808,49086338,10.7,1314,23.97824685,24.37799086,25.1774789,36.21165280625989,34.26075648151562,-0.1234097367760646,-100.0,-100.0,0
392,24432242,408935229,16.9,5018,15.26903058,14.1458957,11.89962594,30.28745171210929,29.42036660405335,-0.4034852066657892,-71.42857142857186,-88.88888888888911,0
570,6271365,70727410,11.35,2232,32.9101629,30.1155803,24.5264151,38.16407523547223,43.80917472900283,-0.5274870938565623,-39.99999999999986,-69.99999999999993,0
46,9947085,109270484,10.95,2110,66.35300312,71.28868901,81.16006081,63.31456797894282,67.37488346292665,0.0250926330306066,-66.66666666666745,-18.18181818181841,0
2269,16113428,155324233,9.62,4722,8.712402284,8.289819178,7.444652964,23.03235026836356,17.620007254936585,-0.1664542917570179,-100.0,-100.0,0
2290,3993212,38851695,9.72,1251,28.97083661,50.4261101,93.33665709,35.83416758659988,26.80045189707057,-0.0479457216842894,-100.0,-100.0,0
1562,11048110,115921656,10.55,2062,22.38785759,21.92379643,20.9956741,26.97955116971213,25.30660096736204,-0.1880096374950625,-100.0,-100.0,0
2555,13616094,112978294,8.24,3907,61.38429619,66.23007115,75.92162106,61.58542042660373,58.07042289306696,0.2377118596099673,-46.666666666666536,-46.666666666666536,0
294,32895996,584496961,17.7,7372,30.12615038,33.20050208,39.34920547,30.6304986939076,28.49157860042051,-1.0141847940446556,-100.0,-100.0,0
356,12377468,226962554,18.35,2869,24.95598505,41.56587038,74.78564103,41.87351352128668,34.87147189473234,0.0376919983628095,-78.57142857142824,-85.71428571428552,1
1841,20970170,193705955,9.29,3252,59.21718833,46.8869207,22.22638544,64.77695616378877,77.4781967961951,-0.0547631106956473,0.0,0.0,0
579,24902545,314780195,12.55,5563,77.97917494,65.96096982,41.92455957,66.88848871455444,82.01750065016434,-0.3002554787759737,0.0,0.0,0
2190,10933176,111345938,10.25,2765,92.85052676,88.84196207,80.82483269,77.65027333207368,82.99218362350558,0.1334427088355542,0.0,0.0,0
1176,7106996,72073652,10.1,1277,26.90991955,32.105754,42.49742289,47.00411132142591,42.49066148132565,0.020198300896585,-100.0,-100.0,0
1175,10545607,106904397,10.2,1922,32.03154599,34.70367122,40.04792168,55.54978208037845,57.63751263345971,0.0212138476071164,0.0,-33.33333333333373,0
2300,3749373,36115916,9.63,1363,32.03249078,36.27898511,44.77197377,37.14653272678106,33.04402646392568,-0.0610654398436512,-94.44444444444362,-94.99999999999925,1
715,4698265,53306723,11.3,1155,23.51361295,34.00214856,54.9792198,34.356707113599875,28.595350952003056,-0.1319061665107926,-100.0,-100.0,0
1709,8484526,81046831,9.5,2539,31.55816945,41.81954944,62.34230942,50.59920973653421,46.8925249004844,0.0474010294229587,-100.0,-76.53061224489792,0
1934,10760612,129873966,11.9,2160,69.22022942,74.36825044,84.66429248,49.88386729001216,43.06364960427036,0.0868484340312331,-100.0,-40.90909090909086,1
1919,27884562,316708708,11.45,5108,64.94066475,51.959659,25.99764749,44.61747070748906,44.4418649580596,-0.0307927080145633,-37.50000000000006,-37.50000000000006,1
1519,10955097,125805749,11.5,1679,45.06567329,49.70251852,58.97620897,57.26602908200009,62.938133275924656,0.0080967749067156,0.0,-25.00000000000022,0
2520,22999212,154319771,6.61,6295,60.33725918,52.15817615,35.8000101,41.04323585089143,44.81634722114135,-0.4707211183497984,-100.0,-26.49006622516553,0
2599,10918929,85767944,7.8,3294,8.851638836,15.56235484,28.98378684,27.250153771186877,16.68662965670452,-0.0562700857388092,-100.0,-100.0,1
2138,14192468,132874987,9.41,2469,65.70516438,61.50119819,53.09326581,49.113019834886586,56.04112719457422,-0.0876498694394024,-22.22222222222178,-9.677419354838545,1
1735,6062711,56856622,9.38,1527,57.88343671,40.58716361,5.994617411,54.46666886929956,72.13652952559843,-0.0437885538575701,0.0,0.0,0
791,11502962,145095552,12.5,2202,59.65565846,50.44547887,32.02511971,53.15347234414751,59.42353227619559,-0.0579552394600703,-20.000000000000284,-11.111111111111242,0
251,72627731,1872071867,25.75,16391,72.42992803,62.48648042,42.59958519,70.41899397935309,78.38791867611641,0.3181936628138297,-3.571428571428617,-3.333333333333381,0
2608,38004104,310651460,8.02,8692,46.95242219,40.47326131,27.51493954,53.83991005260555,61.88169205112827,-0.1105170245849543,0.0,0.0,1
2051,14110490,151361008,10.85,2146,59.49233884,39.77579558,0.342709066,62.0288096027852,77.50372142640862,-0.1702312003815517,0.0,0.0,0
1965,20241960,248412752,12.25,3743,81.03036841,75.95942036,65.81752426,64.77247317357012,71.39375702976596,0.0968491784392439,0.0,0.0,1
1134,2567218,26158303,10.2,811,42.43856558,43.97368884,47.04393535,47.14847748113458,42.110363747335214,0.0301661290987982,-100.0,-100.0,0
55,39574837,462498299,11.75,7435,71.57786076,63.05839275,46.01945675,77.19829470922936,84.49416269369135,0.1370473225878352,0.0,0.0,1
265,36839529,810537588,22.0,8605,19.68071587,21.2537098,24.39969765,25.097956516723173,16.123079931107,-0.2285214214989382,-100.0,-100.0,1
250,48352661,1239666405,25.8,11385,68.9013023,57.51475661,34.74166523,71.65293874888711,81.01581081994034,0.2896157219243564,0.0,0.0,0
2467,7312653,66000061,9.01,1857,22.18293992,38.11407244,69.97633748,40.37458141565523,32.74436927589689,0.0106114602198508,-100.0,-100.0,0
2581,4960542,40724554,8.22,1747,16.35418482,21.95557974,33.15836959,44.23255311724182,39.57280941309787,0.0699317127736261,-89.47368421052568,-83.87096774193527,1
