,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
41,23283170,357576414,15.3,5850,78.02422611,64.44275489,37.27981245,58.96500547535206,72.9038586991402,-0.193101368759899,0.0,0.0,0
2364,19791351,621255670,32.1,8943,44.24349194,53.90825498,73.23778107,56.9202672039697,54.19447733087499,1.096709811711684,-39.99999999999986,-39.99999999999986,1
1697,4439863,118338006,26.65,2873,46.21180251,38.75476447,23.84068838,42.91463352454216,45.56087508484738,-0.3819416244825112,-44.4444444444445,-54.54545454545461,0
98,10980921,151474674,14.05,2072,66.24744033,42.44557746,-5.158148277,56.09843952458458,67.3914468897954,-0.5365157347825783,0.0,0.0,1
990,10534839,203440630,19.4,2913,54.27730046,36.42528446,0.721252473,60.521361902896345,73.59961003118549,-0.1429719574631164,0.0,0.0,1
468,2442951,26684415,10.75,926,19.87226293,31.14054935,53.6771222,32.682510995114896,23.53680374719972,0.0445954219624783,-100.0,-100.0,1
52,9616625,148535657,15.4,2109,31.69025932,46.71525337,76.76524146,52.82666922963494,50.02676590086479,0.1588920666973064,-59.99999999999979,-71.42857142857132,1
1728,4268636,108221301,25.25,1828,11.78356919,14.94970547,21.28197804,28.397182340058222,22.025340302504613,-0.2865829537379282,-100.0,-100.0,1
406,3951225,42219952,10.9,956,40.04597115,41.77312068,45.22741976,39.270416056631205,45.71333076204132,-0.7666434273788109,-44.444444444444464,-52.38095238095233,0
906,3222808,70731052,21.95,1429,83.66685266,84.43190591,85.9620124,59.50302359137887,59.54862679343502,0.0681088915615004,-100.0,-28.124999999999996,0
2098,3142683,85723658,27.25,1855,12.29243209,12.06956441,11.62382904,28.003935628049742,19.63541097203759,-0.2448524078494184,-100.0,-100.0,1
1905,8513624,262733866,31.1,3411,68.93294089,71.62991009,77.0238485,60.9697599488152,60.72454028854468,0.2223229921776357,-59.09090909090888,-25.49019607843131,1
2554,46274456,1472737560,32.3,21867,20.65688832,30.1804348,49.22752775,39.22958767932479,37.93402734376294,0.21863729339347,-61.90476190476196,-68.25396825396831,0
2340,13352719,377588566,28.0,6221,74.64761775,73.5329962,71.30375312,60.37268989220974,61.90642174482856,0.0188387165480421,-45.45454545454547,-33.33333333333333,1
2603,11088943,392386360,35.5,4391,31.90941668,35.03688753,41.29182922,51.144388478991296,50.49669384343055,0.4119393660260492,0.0,-64.102564102564,0
1136,5885216,154759316,26.25,2216,45.81311977,36.47530867,17.79968646,46.56846523067013,50.64244442269843,-0.3223466940565336,-9.677419354838635,-45.09803921568627,0
1637,9826108,290681153,30.0,3641,25.57786637,31.62407526,43.71649304,50.31010421547455,47.896583629978,0.4693989042936527,-18.518518518518498,-54.16666666666665,0
