date,real_close,0
58916879.0,248.5,252.35562
29435460.0,248.0,248.47145
30140266.0,253.5,247.82724
24732603.0,251.0,248.99039
25045107.0,246.5,250.65076
36336703.0,249.5,249.97423
28277412.0,248.0,250.62004
25696715.0,250.0,249.57681
25098514.0,252.0,249.84534
20620494.0,254.5,250.95226
20269296.0,254.5,252.63838
22136840.0,254.0,254.02652
14772877.0,254.0,255.35931
31740620.0,248.5,255.56142
53664951.0,250.0,253.67389
15280882.0,252.0,252.15956
20085767.0,254.0,251.92996
35299201.0,259.0,252.8243
14776854.0,257.5,255.31993
26086495.0,254.0,256.9139
23697733.0,257.5,257.15222
49041728.0,263.0,257.3516
26609515.0,263.5,259.9144
17317833.0,265.0,262.35104
30019866.0,261.5,264.55807
36266015.0,263.0,264.75952
38792293.0,262.5,264.6461
38913966.0,265.5,264.59274
30069844.0,265.0,264.67377
51360759.0,267.0,265.5586
27165567.0,265.0,266.89224
44555865.0,264.0,267.10562
14220208.0,264.0,266.8069
24304943.0,265.0,266.05948
23244163.0,266.0,265.68344
34128103.0,268.0,265.3932
44242817.0,272.0,266.7737
75248890.0,280.0,269.21793
30572953.0,279.5,272.75928
35874864.0,276.5,276.68762
35814613.0,276.5,277.69324
17750230.0,278.0,278.5821
39868551.0,286.5,279.50064
34895456.0,282.0,282.4782
53403517.0,290.0,283.71063
54754830.0,293.5,287.10956
42917144.0,296.5,290.7243
41920938.0,293.5,294.1692
45460984.0,293.0,295.31396
35860365.0,290.0,295.28632
26525020.0,294.0,293.81003
30382408.0,293.0,293.9673
29040827.0,293.0,293.7836
25082711.0,293.5,293.7882
20216561.0,294.5,294.0946
37130131.0,298.5,294.7993
32370342.0,299.5,296.36273
43123514.0,298.5,297.7038
30216678.0,299.0,298.98062
45155671.0,307.0,299.37396
32253184.0,310.5,302.05457
22149743.0,311.0,305.86444
28453659.0,309.0,308.87045
26230542.0,305.5,310.01837
35285583.0,301.0,309.65387
19016708.0,305.0,307.0226
18422438.0,304.0,305.85327
15734835.0,303.5,304.94122
29038445.0,307.0,304.58856
18741325.0,311.0,305.3636
33096197.0,315.0,307.40683
24538973.0,313.5,310.5171
30163833.0,311.0,312.609
26492984.0,309.0,312.15717
19855177.0,307.0,311.55286
101916622.0,307.0,310.75327
18527648.0,311.0,308.81073
19718982.0,309.5,309.42276
32423561.0,305.0,310.2866
25516807.0,307.5,309.23865
27686319.0,307.0,308.68488
34911686.0,306.0,307.7896
39349842.0,312.0,306.73898
18402703.0,313.0,308.32465
23556081.0,316.0,310.96063
20847594.0,313.5,313.57797
34329148.0,319.0,314.65216
52801851.0,331.5,315.9818
60843939.0,339.0,322.03378
48340188.0,336.0,330.97086
41428458.0,345.0,335.38177
42486841.0,344.5,339.298
55667012.0,335.0,342.78735
86280459.0,329.0,341.6185
26911340.0,334.0,336.41364
13783907.0,332.0,334.97537
12262954.0,333.0,334.61023
11427884.0,333.0,334.12
16677806.0,338.0,333.8412
21591263.0,334.5,335.21207
22950517.0,331.0,335.83438
33282120.0,339.0,334.2917
42023268.0,339.5,334.9049
45677057.0,332.0,337.238
51746181.0,329.5,335.59256
37913748.0,329.5,332.93903
32397504.0,337.5,330.82184
27880115.0,339.5,333.03082
30663332.0,341.5,336.06747
30368993.0,346.0,338.9392
54575274.0,340.0,342.70392
58217420.0,334.5,342.5551
53908097.0,333.0,338.4464
35551203.0,333.0,336.07602
126820049.0,316.5,335.10687
62912055.0,320.0,326.2815
59711849.0,315.0,323.23965
52208496.0,325.0,318.67633
36601453.0,327.5,319.37848
29659094.0,332.5,322.76303
30055327.0,328.0,326.83307
30814424.0,327.5,328.28195
29062935.0,331.5,327.26883
37612639.0,335.0,329.29968
23217021.0,335.0,331.92075
18326683.0,335.0,334.53534
16145079.0,331.5,335.93542
64662604.0,322.0,334.8614
48856218.0,326.5,329.466
27061736.0,325.5,326.69067
22974534.0,325.0,326.44815
42946680.0,320.0,325.80518
38674011.0,322.0,323.15512
60768362.0,318.5,321.6655
62401927.0,316.0,319.5061
86372942.0,311.0,317.80066
55169411.0,317.5,313.79758
44745146.0,320.5,315.0889
38223525.0,323.0,317.33813
52807760.0,315.0,320.78952
88633277.0,305.5,319.68384
74869130.0,307.0,313.49017
64923710.0,302.0,308.70288
114173351.0,294.0,306.3618
151268148.0,290.0,299.08444
103933228.0,276.5,289.14105
122409651.0,268.0,284.12222
118620643.0,260.0,275.73407
160811697.0,248.0,268.96603
159179726.0,270.0,256.28436
76963709.0,255.0,256.63336
82377933.0,267.5,255.87857
80514199.0,277.0,260.6601
54189633.0,280.0,267.48694
69320306.0,273.0,272.85168
53403956.0,267.5,275.814
53901923.0,274.0,272.2093
47572034.0,271.5,272.11072
59712754.0,275.5,272.5722
48887346.0,283.0,272.7185
38698826.0,285.0,276.73874
29276430.0,283.0,280.61673
28206858.0,279.5,283.31274
22196596.0,278.5,282.9578
50196688.0,285.0,282.03653
58561434.0,287.5,282.52472
48257280.0,286.5,284.53632
117447201.0,306.5,285.26526
44586860.0,304.0,293.48965
61949357.0,295.0,300.066
43568580.0,294.0,300.4892
39977278.0,295.5,298.6408
26465090.0,294.0,298.53595
38493406.0,298.0,297.68298
37621165.0,296.5,297.87787
46253301.0,299.0,297.5545
58439085.0,304.5,298.3763
72252861.0,295.0,300.54587
23988405.0,295.5,298.2771
35704479.0,296.0,297.71182
28017198.0,297.5,296.6857
35613893.0,297.5,296.7159
32379019.0,301.0,297.4184
52494788.0,295.0,298.8306
46158418.0,297.0,297.93063
34480948.0,293.0,296.65878
44304804.0,298.0,295.39523
96872065.0,290.0,295.9811
53083214.0,291.5,293.23056
36789994.0,294.0,292.67004
36299468.0,297.5,292.92593
41138923.0,292.0,294.76657
32942223.0,292.0,294.34476
35817481.0,295.5,293.13116
23375959.0,296.5,294.1311
32395568.0,294.0,295.55084
96611181.0,292.0,295.9508
37936214.0,295.5,293.54218
26663587.0,296.5,294.063
67894337.0,301.0,295.61005
47225322.0,306.0,297.65167
44077262.0,311.5,301.39413
52042921.0,318.0,306.0463
37068082.0,319.0,311.94644
42207259.0,322.5,315.7165
50612255.0,320.5,319.4355
46970918.0,316.0,321.89157
51032404.0,309.5,319.89075
40725216.0,315.0,316.88556
34692968.0,315.0,316.38864
35443474.0,314.5,316.10693
48130280.0,314.5,315.47083
37374616.0,312.0,314.62643
41300084.0,315.0,314.16885
55464024.0,317.5,314.4057
56672892.0,312.0,315.83923
49241860.0,313.0,314.42468
29685342.0,317.5,313.7198
37789178.0,322.0,315.03925
55656987.0,329.5,317.70682
57256220.0,338.0,322.82288
59046323.0,338.5,329.12976
33813218.0,341.0,335.6297
37410376.0,345.0,339.32434
60902108.0,348.5,343.48962
49459523.0,354.5,347.16705
63030150.0,363.5,350.93005
75105362.0,363.0,355.75714
68582512.0,357.5,360.78265
66403485.0,367.0,360.34192
44940238.0,366.0,362.91742
64440128.0,383.0,365.77933
43959670.0,384.0,372.40314
45397282.0,381.5,378.73013
90988734.0,386.0,381.51532
103315640.0,424.5,384.43414
172157746.0,435.0,402.6262
88641166.0,422.0,423.38867
69936949.0,434.0,427.71567
50484674.0,425.5,433.73877
77288571.0,416.0,433.36807
41697445.0,425.5,426.57083
47460834.0,429.0,425.74954
43443627.0,435.0,427.7179
37611388.0,433.0,431.63818
36067500.0,435.5,432.45114
34545313.0,429.0,432.9032
53980474.0,419.0,432.40067
45669335.0,429.0,426.1843
24259947.0,427.0,426.1888
34607731.0,435.0,425.98853
45504160.0,433.0,427.97113
31486800.0,427.5,431.43927
75155235.0,415.0,431.69058
41956467.0,424.5,422.22702
49199406.0,428.0,422.4911
37024899.0,434.5,424.8885
41406340.0,442.0,429.34647
57206712.0,444.0,434.36426
57039210.0,435.0,440.8415
88569538.0,426.5,438.91003
50129577.0,435.0,433.86176
42013407.0,433.0,433.27652
40683617.0,436.0,434.338
51349911.0,429.0,435.62256
39854584.0,426.0,432.2514
23714670.0,431.0,429.9603
40727362.0,427.0,430.06372
35281921.0,435.0,427.4903
34893469.0,436.5,429.95343
39325833.0,441.0,432.42053
39661449.0,445.0,435.55078
70608238.0,458.0,439.50098
44420506.0,448.5,448.55603
52999922.0,444.0,450.49786
40193920.0,440.0,448.386
36842639.0,437.0,446.11664
47426963.0,433.5,442.25623
82510381.0,423.0,437.79623
41263269.0,424.0,429.30707
34427479.0,431.5,426.46887
42730502.0,431.0,426.81274
28859204.0,433.0,428.38464
33238832.0,432.5,430.5108
36276395.0,439.5,432.4796
44691239.0,443.0,436.1651
60853811.0,453.0,437.9859
67645223.0,460.0,444.41437
46303738.0,462.0,452.03467
52677241.0,459.0,457.8841
49987278.0,453.0,459.31805
48274801.0,449.0,456.95538
34846906.0,457.5,454.02832
26567638.0,451.0,454.5609
29906921.0,453.0,454.19217
25285547.0,455.0,453.7044
18777385.0,452.0,453.19516
15800622.0,450.0,453.82196
31795010.0,447.0,453.0727
26221663.0,444.0,449.6324
43075387.0,437.0,446.7519
49770771.0,432.0,440.87762
34539576.0,435.5,436.07843
31461727.0,441.0,433.5121
37929652.0,450.0,436.06833
36539446.0,451.0,441.11676
32644190.0,452.5,445.46777
43415670.0,458.5,449.691
36786882.0,451.0,453.8297
40355804.0,457.0,453.2451
57993774.0,458.0,453.29095
31483881.0,462.0,456.13596
83380911.0,484.0,458.6611
75763870.0,485.5,466.7588
56607501.0,497.0,480.39557
47345316.0,490.0,488.1739
35242579.0,488.0,492.5551
43708352.0,496.5,491.65454
38630079.0,492.0,493.94342
47179640.0,487.0,494.92004
31844322.0,489.0,492.36856
35196829.0,489.0,491.2919
149311778.0,480.5,489.69495
38341265.0,490.0,481.29016
60208035.0,499.0,486.2212
36919644.0,497.0,491.2458
54471042.0,503.0,495.30423
45493551.0,514.0,498.20538
41830257.0,524.0,505.49307
46831705.0,520.0,512.57184
43991133.0,512.0,517.73785
51296611.0,516.0,515.30273
30809747.0,508.0,513.5102
43059899.0,504.0,511.8875
53661282.0,512.0,507.9674
39285785.0,508.0,508.11102
40625502.0,510.0,509.07315
35153138.0,516.0,508.62897
25632245.0,509.0,510.6069
18320849.0,509.0,511.0163
15218008.0,510.0,509.836
12581145.0,511.0,509.87085
19520886.0,515.0,510.88098
20226736.0,515.0,511.3829
46705107.0,525.0,512.85626
31173332.0,530.0,515.3327
39489959.0,536.0,521.5957
34839391.0,542.0,527.487
55614434.0,549.0,533.70544
53392763.0,565.0,541.03357
62957148.0,580.0,551.4774
52771778.0,584.0,565.1854
52605212.0,591.0,573.6693
75707681.0,605.0,581.9231
90309708.0,592.0,590.6409
100998199.0,601.0,588.8699
50388664.0,607.0,597.6844
52947466.0,627.0,601.30273
95484470.0,647.0,612.34125
97590371.0,673.0,625.65674
134238314.0,649.0,642.79724
98608285.0,633.0,643.511
114797609.0,617.0,636.23395
72823691.0,615.0,622.91785
104181514.0,601.0,618.08923
96875889.0,591.0,604.0526
70161939.0,611.0,599.40186
80724207.0,632.0,599.05255
59763227.0,630.0,614.5591
47547873.0,627.0,625.67847
57350831.0,632.0,626.0177
115578402.0,663.0,629.84204
54520341.0,660.0,644.1917
51651844.0,652.0,653.77686
39512078.0,650.0,651.489
52868029.0,641.0,652.09375
80010637.0,625.0,642.1758
45279276.0,635.0,629.69946
137933162.0,606.0,630.1135
57792973.0,609.0,608.87463
61171387.0,622.0,611.30054
75508388.0,601.0,609.7739
85579527.0,601.0,604.1304
47676630.0,598.0,595.584
74471341.0,595.0,598.8259
41735443.0,597.0,591.2237
55462783.0,609.0,594.20886
33876990.0,614.0,597.43134
29767904.0,611.0,606.2204
37780820.0,613.0,608.9422
43942131.0,604.0,608.9705
30223846.0,602.0,606.0481
74960854.0,591.0,604.1012
35931375.0,593.0,593.8758
31933358.0,594.0,591.4355
115318351.0,576.0,592.44055
74225812.0,575.0,576.17554
37937242.0,590.0,573.2738
40573913.0,599.0,579.43396
34686346.0,597.0,589.01227
44454672.0,587.0,592.93976
45972766.0,602.0,590.7772
37664216.0,610.0,594.0424
28140964.0,610.0,602.8867
26658283.0,613.0,606.9938
31601619.0,610.0,607.45386
23319822.0,605.0,609.34705
27386926.0,605.0,607.4502
31144922.0,612.0,605.5458
36394255.0,619.0,604.9748
49952191.0,610.0,608.22534
25234976.0,603.0,605.8657
36655069.0,602.0,603.89935
41893725.0,592.0,599.2779
38094824.0,591.0,594.63007
29004756.0,602.0,592.02454
32426908.0,610.0,593.04126
26761401.0,610.0,599.2146
24601487.0,602.0,603.41296
35756460.0,600.0,602.7738
46801189.0,588.0,601.4746
45507479.0,591.0,593.54236
31786592.0,585.0,588.4418
33165446.0,587.0,586.8687
28719597.0,599.0,584.5758
21365583.0,589.0,589.0875
66035839.0,571.0,589.76056
138328672.0,560.0,577.8534
71519430.0,547.0,553.9812
38625148.0,557.0,550.12524
58446847.0,549.0,552.74805
44584258.0,572.0,548.25604
29610174.0,567.0,556.86206
36605692.0,567.0,563.32336
28009899.0,573.0,564.45667
15981036.0,568.0,568.74554
35445350.0,583.0,569.0486
19555305.0,585.0,573.37634
70061002.0,582.0,579.53284
30720737.0,590.0,576.4417
31557426.0,597.0,582.40405
18405285.0,598.0,588.2189
22416789.0,595.0,593.22925
31703679.0,596.0,594.4664
16072580.0,595.0,595.1515
17729179.0,592.0,593.5221
14083552.0,589.0,590.6071
21575159.0,586.0,589.46356
29741770.0,599.0,585.8999
24940705.0,602.0,588.43066
30245897.0,609.0,594.47314
28624508.0,605.0,600.5256
26477032.0,606.0,602.7119
42036170.0,603.0,601.64355
47339695.0,583.0,601.0458
30578091.0,578.0,590.8978
36386023.0,595.0,584.2118
19322765.0,590.0,584.71704
19140086.0,591.0,588.0143
15401977.0,590.0,589.822
30837548.0,595.0,588.64954
34021380.0,595.0,590.47473
18719706.0,593.0,592.4029
19633718.0,588.0,592.4696
30274105.0,591.0,589.61316
13830591.0,592.0,588.6791
17329148.0,594.0,589.91187
21596183.0,588.0,589.5868
30602492.0,584.0,588.88354
33011596.0,593.0,583.8235
54894335.0,607.0,587.1224
39670241.0,613.0,593.6096
23057868.0,614.0,602.6998
61882128.0,589.0,607.5409
43248966.0,582.0,595.35236
16352855.0,581.0,586.2734
26476215.0,585.0,582.38464
27075950.0,591.0,581.1906
15705191.0,585.0,584.57556
22442745.0,580.0,585.22644
18925325.0,580.0,583.5009
39744486.0,579.0,581.3014
25014772.0,583.0,576.6144
26141286.0,580.0,578.2238
24948096.0,590.0,577.8689
28104984.0,594.0,580.91266
23714971.0,596.0,586.26404
15673765.0,596.0,590.9736
13994018.0,591.0,593.2323
17611955.0,595.0,591.9566
17620825.0,591.0,590.0532
20311399.0,590.0,590.1861
16031265.0,586.0,587.95996
25440973.0,581.0,585.6996
19949389.0,584.0,581.8706
31845499.0,580.0,580.63873
47063629.0,574.0,578.2733
42133375.0,559.0,571.7298
47741449.0,552.0,565.67737
34775337.0,566.0,557.7095
27397309.0,572.0,559.5563
28867651.0,585.0,565.5706
45027320.0,594.0,572.8639
29459532.0,599.0,584.5529
40606821.0,605.0,591.5565
58916407.0,614.0,597.02344
31242788.0,613.0,601.1464
26715492.0,607.0,607.11163
53915006.0,620.0,608.1427
59223061.0,631.0,610.0037
27422775.0,623.0,618.2085
38713621.0,619.0,623.111
19309522.0,619.0,619.35095
16740439.0,622.0,616.7314
15809768.0,615.0,616.7882
16024935.0,613.0,615.37634
26041452.0,607.0,613.6952
23315040.0,600.0,609.15784
42383815.0,600.0,603.36017
42732169.0,586.0,599.6391
22736266.0,588.0,589.60095
17302848.0,598.0,587.8013
20034221.0,602.0,589.7286
17325896.0,594.0,593.2457
51834124.0,580.0,592.789
36318623.0,580.0,582.85803
39006124.0,574.0,579.347
22288138.0,572.0,574.72144
36063650.0,572.0,572.0541
33989379.0,571.0,567.0165
28480400.0,580.0,567.042
22601904.0,575.0,571.25366
27126088.0,575.0,573.77954
19267437.0,571.0,571.22394
14270641.0,573.0,570.94214
55305252.0,600.0,572.5497
19753943.0,590.0,581.8483
18709936.0,600.0,589.41284
17537878.0,598.0,593.5979
16882324.0,596.0,596.798
14236279.0,600.0,597.1472
17724968.0,593.0,597.28735
27047187.0,599.0,594.282
16260278.0,599.0,594.0111
16927154.0,595.0,594.808
27684673.0,590.0,593.63525
17110357.0,590.0,590.9267
16544999.0,592.0,589.80676
11404984.0,592.0,590.06384
18888245.0,587.0,591.1101
35086799.0,600.0,588.4104
20886897.0,602.0,591.6506
42340785.0,611.0,595.5206
18518512.0,612.0,602.6216
20257792.0,606.0,606.72363
21373014.0,604.0,603.9652
17140935.0,608.0,603.76587
21776308.0,610.0,605.288
21829653.0,610.0,606.5349
22933191.0,613.0,607.7677
38847820.0,618.0,608.3013
23296854.0,615.0,612.3116
20022520.0,612.0,613.4872
22978524.0,603.0,611.93225
14171433.0,603.0,607.1361
27882175.0,596.0,603.9531
24160615.0,593.0,597.49536
69160408.0,596.0,593.6305
30119408.0,600.0,590.3409
48720976.0,615.0,593.6547
27571974.0,608.0,599.91095
24474913.0,600.0,604.8124
21105883.0,607.0,602.883
22194708.0,602.0,602.1009
12467833.0,608.0,603.3792
11371659.0,605.0,603.9857
17994933.0,601.0,603.5132
22997961.0,599.0,602.5796
22419040.0,600.0,598.8092
22151282.0,605.0,597.01904
30319495.0,607.0,599.0065
22381761.0,598.0,599.61694
17669559.0,597.0,599.36176
10127887.0,600.0,596.94385
16910501.0,606.0,597.192
12008673.0,604.0,600.1204
16771900.0,606.0,602.0616
35156339.0,615.0,602.9595
25604320.0,616.0,606.2678
20522055.0,615.0,610.3838
