date,real_close,predict_close,predict_result
108/02/15,34.4,35.905807,0.0
108/02/18,35.2,35.442722,1.0
108/02/19,34.95,36.272694,1.0
108/02/20,35.05,36.482285,1.0
108/02/21,34.9,36.494076,0.0
108/02/22,35.0,36.249027,1.0
108/02/25,34.85,36.26403,0.0
108/02/26,34.7,36.104782,0.0
108/02/27,34.7,35.838486,0.0
108/03/04,34.95,35.74726,1.0
108/03/05,35.0,36.058212,1.0
108/03/06,34.95,36.275547,1.0
108/03/07,34.7,36.2995,0.0
108/03/08,34.7,35.836002,0.0
108/03/11,34.45,35.581043,0.0
108/03/12,34.05,35.425415,1.0
108/03/13,34.45,35.508068,1.0
108/03/14,34.9,35.861603,1.0
108/03/15,35.4,36.37799,1.0
108/03/18,35.3,36.876957,0.0
108/03/19,35.05,36.667137,0.0
108/03/20,35.25,36.39742,0.0
108/03/21,34.95,36.200035,0.0
108/03/22,34.85,35.73711,0.0
108/03/25,35.05,35.578213,1.0
108/03/26,35.15,35.741783,1.0
108/03/27,35.05,35.858513,0.0
108/03/28,34.95,35.842358,0.0
108/03/29,35.3,35.778275,1.0
108/04/01,35.2,36.43064,1.0
108/04/02,35.1,36.593918,0.0
108/04/03,35.3,36.453163,1.0
108/04/08,35.05,36.59424,0.0
108/04/09,35.3,36.315403,1.0
108/04/10,35.3,36.517162,0.0
108/04/11,35.35,36.48594,1.0
108/04/12,35.2,36.5779,0.0
108/04/15,35.2,36.25704,0.0
108/04/16,35.0,36.125793,0.0
108/04/17,35.15,35.752647,1.0
108/04/18,34.95,35.889114,0.0
108/04/19,35.1,35.774014,1.0
108/04/22,35.9,35.885933,1.0
108/04/23,36.05,36.906155,1.0
108/04/24,36.0,37.47273,0.0
108/04/25,35.6,37.30528,0.0
108/04/26,35.1,36.716816,0.0
108/04/29,35.4,35.95138,0.0
108/04/30,35.1,35.901707,0.0
108/05/02,35.25,35.830086,1.0
108/05/03,35.3,35.911957,1.0
108/05/06,35.2,36.071514,0.0
108/05/07,35.7,36.041298,1.0
108/05/08,35.95,36.437977,1.0
108/05/09,35.4,37.02529,0.0
108/05/10,35.45,36.55088,0.0
108/05/13,36.45,36.191433,1.0
108/05/14,36.45,37.167877,1.0
108/05/15,36.5,37.658607,0.0
108/05/16,36.05,37.468117,0.0
108/05/17,37.5,36.981274,1.0
108/05/20,38.15,37.79795,1.0
108/05/21,38.3,38.589054,1.0
108/05/22,38.0,38.755882,0.0
108/05/23,38.0,38.35115,0.0
108/05/24,38.05,38.12966,1.0
108/05/27,39.0,38.22165,1.0
108/05/28,38.8,39.130707,1.0
108/05/29,39.2,39.39751,1.0
108/05/30,39.15,39.56279,0.0
108/05/31,38.55,39.385063,0.0
108/06/03,38.35,38.806248,0.0
108/06/04,39.05,38.4909,1.0
108/06/05,39.05,39.063576,1.0
108/06/06,39.05,39.405174,1.0
108/06/10,39.55,39.493137,1.0
108/06/11,39.0,40.11047,0.0
108/06/12,38.4,39.76156,0.0
108/06/13,38.85,38.928146,1.0
108/06/14,38.8,39.067123,1.0
108/06/17,39.05,39.164284,1.0
108/06/18,39.45,39.453514,1.0
108/06/19,38.9,40.068832,0.0
108/06/20,38.9,39.79786,0.0
108/06/21,38.65,39.574944,0.0
108/06/24,39.35,39.23513,1.0
108/06/25,40.8,39.79724,1.0
108/06/26,40.45,41.118347,0.0
108/06/27,40.45,41.032772,0.0
108/06/28,39.95,40.452534,0.0
108/07/01,39.15,39.84309,0.0
108/07/02,39.35,39.13525,0.0
108/07/03,39.4,39.07497,1.0
108/07/04,39.4,39.245384,1.0
108/07/05,39.5,39.45633,1.0
108/07/08,39.4,39.556145,0.0
108/07/09,39.65,39.55287,1.0
108/07/10,39.9,39.78412,1.0
108/07/11,39.6,40.240154,1.0
108/07/12,39.65,40.242516,1.0
108/07/15,39.6,40.256115,0.0
108/07/16,39.3,40.070274,0.0
108/07/17,39.1,39.410774,0.0
108/07/18,39.1,39.08946,0.0
108/07/19,39.6,39.07738,1.0
108/07/22,39.7,39.920624,1.0
108/07/23,39.8,40.44761,1.0
108/07/24,39.65,40.66275,0.0
108/07/25,39.9,40.383877,1.0
108/07/26,39.9,40.606976,1.0
108/07/29,40.7,40.61257,1.0
108/07/30,40.45,40.73719,0.0
108/07/31,40.8,40.72645,1.0
108/08/01,40.8,40.988182,1.0
108/08/02,40.8,41.078796,1.0
108/08/05,40.75,41.114952,0.0
108/08/06,41.15,40.919147,1.0
108/08/07,41.0,41.22825,0.0
108/08/08,41.2,41.20188,1.0
108/08/12,41.45,41.31288,1.0
108/08/13,41.25,41.5607,0.0
108/08/14,40.1,41.47431,0.0
108/08/15,39.85,40.570854,0.0
108/08/16,39.35,40.12528,0.0
108/08/19,38.8,39.743546,0.0
108/08/20,39.1,39.373497,0.0
108/08/21,38.95,39.26354,0.0
108/08/22,39.2,39.1237,0.0
108/08/23,39.4,39.11681,1.0
108/08/26,39.55,39.24212,1.0
108/08/27,36.95,39.343777,0.0
108/08/28,36.8,38.390488,0.0
108/08/29,36.75,37.53437,0.0
108/08/30,36.9,37.134926,0.0
108/09/02,37.35,37.125233,1.0
108/09/03,37.75,37.44997,1.0
108/09/04,38.25,37.868267,1.0
108/09/05,37.9,38.37005,1.0
108/09/06,37.65,38.442234,0.0
108/09/09,37.75,38.439156,0.0
108/09/10,37.7,38.34496,0.0
108/09/11,37.85,38.278385,1.0
108/09/12,37.65,38.337543,0.0
108/09/16,38.3,38.239502,1.0
108/09/17,38.3,38.77793,1.0
108/09/18,38.95,39.076694,1.0
108/09/19,38.95,39.41308,1.0
108/09/20,38.5,39.46274,0.0
108/09/23,38.3,39.07672,0.0
108/09/24,38.0,38.815025,0.0
108/09/25,38.2,38.574596,1.0
108/09/26,38.15,38.684692,0.0
108/09/27,37.7,38.63353,0.0
108/10/01,37.6,38.270103,0.0
108/10/02,37.4,38.061783,0.0
108/10/03,37.4,37.9842,1.0
108/10/04,37.15,38.006363,0.0
108/10/07,37.4,37.828663,1.0
108/10/08,37.1,37.960056,0.0
108/10/09,36.8,37.728024,0.0
108/10/14,36.9,37.32774,0.0
108/10/15,36.8,37.138306,0.0
108/10/16,37.6,36.968285,1.0
108/10/17,37.35,38.019897,1.0
108/10/18,37.85,38.365135,1.0
108/10/21,38.0,39.009922,1.0
108/10/22,37.75,39.025375,0.0
108/10/23,37.35,38.569206,0.0
108/10/24,37.5,37.9171,0.0
108/10/25,38.2,37.88634,1.0
108/10/28,38.0,38.751396,1.0
108/10/29,37.6,38.87857,0.0
108/10/30,37.85,38.32386,1.0
108/10/31,37.7,38.339687,0.0
108/11/01,37.75,38.288525,1.0
108/11/04,37.9,38.34537,1.0
108/11/05,37.65,38.560734,0.0
108/11/06,37.6,38.36219,0.0
108/11/07,38.2,37.843082,1.0
108/11/08,38.3,38.55488,1.0
108/11/11,38.35,39.079597,1.0
108/11/12,38.8,39.211597,1.0
108/11/13,39.75,39.475147,1.0
108/11/14,39.9,40.106613,1.0
108/11/15,39.7,40.35852,0.0
108/11/18,40.0,40.009045,1.0
108/11/19,40.35,40.167336,1.0
108/11/20,40.25,40.36046,1.0
108/11/21,40.0,40.43495,0.0
108/11/22,39.45,40.33957,0.0
108/11/25,39.4,39.884422,0.0
108/11/26,39.4,39.709576,0.0
108/11/27,39.8,39.36325,1.0
108/11/28,39.6,39.73315,1.0
108/11/29,39.6,39.78416,0.0
108/12/02,40.1,39.68656,1.0
108/12/03,40.65,40.397488,1.0
108/12/04,41.45,41.314598,1.0
108/12/05,41.55,41.614777,1.0
108/12/06,41.6,41.702473,0.0
108/12/09,41.5,41.529552,0.0
108/12/10,41.1,41.406887,0.0
108/12/11,41.4,41.209507,1.0
108/12/12,41.95,41.435818,1.0
108/12/13,41.3,42.185112,0.0
108/12/16,41.45,41.74752,0.0
108/12/17,42.15,41.430977,1.0
108/12/18,43.7,42.19641,1.0
108/12/19,44.8,43.605747,1.0
108/12/20,44.7,44.538635,0.0
108/12/23,44.15,44.236378,0.0
108/12/24,44.4,43.645775,1.0
108/12/25,44.25,43.690987,1.0
108/12/26,44.15,43.83115,1.0
108/12/27,43.9,43.92103,0.0
108/12/30,44.0,43.877068,0.0
108/12/31,43.65,43.805626,0.0
109/01/02,43.2,43.124523,0.0
109/01/03,42.45,42.973488,0.0
109/01/06,42.0,42.55005,0.0
109/01/07,43.0,41.923088,1.0
109/01/08,42.75,42.28557,1.0
109/01/09,42.95,42.444023,1.0
109/01/10,43.0,42.620346,1.0
109/01/13,43.25,42.686295,1.0
109/01/14,43.05,43.033726,1.0
109/01/15,42.85,43.14739,0.0
109/01/16,42.9,42.896904,0.0
109/01/17,43.0,42.83427,1.0
109/01/20,42.6,42.91695,0.0
109/01/30,40.4,42.424416,0.0
109/01/31,41.3,41.51153,0.0
109/02/03,41.05,41.440826,0.0
109/02/04,41.05,41.152275,0.0
109/02/05,41.05,41.106632,1.0
109/02/06,41.3,41.115837,1.0
109/02/07,40.5,41.27364,0.0
109/02/10,40.25,40.816628,0.0
109/02/11,40.5,40.260975,1.0
109/02/12,40.65,40.414948,1.0
109/02/13,40.7,40.633797,1.0
109/02/14,40.75,40.77675,0.0
109/02/17,40.95,40.772842,1.0
109/02/18,41.45,41.01621,1.0
109/02/19,41.45,41.267727,1.0
109/02/20,41.3,41.395233,0.0
109/02/21,40.95,41.32775,0.0
109/02/24,40.55,41.00695,0.0
109/02/25,40.45,40.565567,0.0
109/02/26,40.15,40.38175,0.0
109/02/27,40.3,40.11639,1.0
109/03/02,40.0,40.122734,1.0
109/03/03,40.15,40.123398,1.0
109/03/04,40.0,40.27607,0.0
109/03/05,40.3,40.15276,1.0
109/03/06,40.05,40.33017,0.0
109/03/09,38.65,40.292217,0.0
109/03/10,38.4,39.42883,0.0
109/03/11,38.7,38.952377,0.0
109/03/12,37.4,38.85327,0.0
109/03/13,36.0,38.080723,0.0
109/03/16,35.8,37.313644,0.0
109/03/17,35.25,36.667156,0.0
109/03/18,34.7,35.919712,0.0
109/03/19,32.0,35.328445,0.0
109/03/20,34.2,34.481384,0.0
109/03/23,33.3,34.463024,0.0
109/03/24,33.85,34.304836,1.0
109/03/25,34.9,34.36535,1.0
109/03/26,34.9,35.020996,1.0
109/03/27,35.1,35.53435,1.0
109/03/30,36.5,35.99164,1.0
109/03/31,36.95,36.434135,1.0
109/04/01,36.95,37.05387,1.0
109/04/06,37.05,37.350807,1.0
109/04/07,37.05,37.408318,0.0
109/04/08,37.15,37.373817,1.0
109/04/09,37.5,37.479595,1.0
109/04/10,37.8,37.7508,1.0
109/04/13,37.65,38.089104,1.0
109/04/14,38.45,38.25299,1.0
109/04/15,39.7,38.67247,1.0
109/04/16,39.4,39.28314,1.0
109/04/17,38.8,39.486347,0.0
109/04/20,39.45,39.215767,1.0
109/04/21,38.65,39.602657,0.0
109/04/22,38.55,39.214394,0.0
109/04/23,39.3,38.959663,1.0
109/04/24,39.8,39.511948,1.0
109/04/27,39.9,40.131348,1.0
109/04/28,40.7,40.439495,1.0
109/04/29,41.45,40.866814,1.0
109/04/30,41.45,41.24784,1.0
109/05/04,40.85,41.51583,0.0
109/05/05,41.95,41.041317,1.0
109/05/06,41.5,41.695843,1.0
109/05/07,42.25,41.730194,1.0
109/05/08,43.35,42.120388,1.0
109/05/11,43.0,42.86092,1.0
109/05/12,42.15,43.118416,0.0
109/05/13,42.35,42.301994,0.0
109/05/14,41.9,42.15377,0.0
109/05/15,42.8,41.857735,1.0
109/05/18,43.9,42.652428,1.0
109/05/19,44.8,43.781567,1.0
109/05/20,43.85,44.809525,0.0
109/05/21,44.0,44.160465,0.0
109/05/22,43.2,43.739697,0.0
109/05/25,44.25,43.074997,1.0
109/05/26,44.2,43.750286,1.0
109/05/27,44.15,44.087257,1.0
109/05/28,43.75,44.13534,0.0
109/05/29,43.0,43.472893,0.0
109/06/01,43.7,42.724636,1.0
109/06/02,43.8,43.223743,1.0
109/06/03,44.1,43.56049,1.0
109/06/04,44.15,43.988564,1.0
109/06/05,44.2,44.130447,1.0
109/06/08,43.8,44.216537,0.0
109/06/09,43.55,43.9154,0.0
109/06/10,43.55,43.3872,0.0
109/06/11,42.55,43.13107,0.0
109/06/12,42.25,42.223297,1.0
109/06/15,42.7,42.31855,1.0
109/06/16,43.1,42.678326,1.0
109/06/17,43.1,43.082188,1.0
109/06/18,43.8,43.34864,1.0
109/06/19,43.1,43.906147,0.0
109/06/22,43.05,43.48647,0.0
109/06/23,43.1,43.11731,0.0
109/06/24,43.05,42.993374,0.0
109/06/29,42.6,42.969757,0.0
109/06/30,42.65,42.1243,0.0
109/07/01,42.95,42.043056,1.0
109/07/02,43.6,42.45404,1.0
109/07/03,43.45,43.41961,1.0
109/07/06,43.6,43.72159,1.0
109/07/07,43.8,43.85853,0.0
109/07/08,44.1,43.811638,1.0
109/07/09,44.05,44.152824,0.0
109/07/10,43.7,43.970192,0.0
109/07/13,44.95,43.557087,1.0
109/07/14,45.15,44.675293,1.0
109/07/15,47.0,45.088787,1.0
109/07/16,47.1,45.955956,1.0
109/07/17,46.2,46.329624,0.0
109/07/20,47.45,45.674515,1.0
109/07/21,46.9,46.34536,1.0
109/07/22,46.15,46.36293,0.0
109/07/23,46.45,46.012154,1.0
109/07/24,45.9,46.051826,0.0
109/07/27,45.6,45.467865,0.0
109/07/28,45.1,44.908794,0.0
109/07/29,45.3,44.70234,1.0
109/07/30,46.25,44.788692,1.0
109/07/31,46.1,45.587116,1.0
109/08/03,46.35,45.728897,1.0
109/08/04,46.25,46.0433,1.0
109/08/05,46.0,46.268974,0.0
109/08/06,45.85,45.904137,0.0
109/08/07,45.65,45.62252,0.0
109/08/10,47.0,45.342564,1.0
109/08/11,46.25,46.66199,0.0
109/08/12,46.15,45.84105,0.0
109/08/13,46.85,45.489727,1.0
109/08/14,47.15,46.487312,1.0
109/08/17,48.9,47.038807,1.0
109/08/18,48.95,47.675034,1.0
109/08/19,49.6,48.0954,1.0
109/08/20,47.9,48.738113,0.0
109/08/21,48.85,47.553276,1.0
109/08/24,48.75,48.17759,0.0
109/08/25,48.9,48.146545,1.0
109/08/26,48.9,48.29783,1.0
109/08/27,48.95,48.516922,1.0
109/08/28,46.45,48.679867,0.0
109/08/31,45.25,45.45896,0.0
109/09/01,44.45,44.780975,0.0
109/09/02,44.5,44.113586,0.0
109/09/03,43.5,43.999344,0.0
109/09/04,43.6,43.60604,0.0
109/09/07,43.5,43.288433,0.0
109/09/08,44.2,43.033653,1.0
109/09/09,43.55,43.19675,0.0
109/09/10,43.7,43.161163,0.0
109/09/11,43.0,43.06213,0.0
109/09/14,43.8,42.6489,1.0
109/09/15,43.6,43.18978,1.0
109/09/16,43.55,43.322186,1.0
109/09/17,43.9,43.44484,1.0
109/09/18,43.8,43.80765,0.0
109/09/21,43.9,43.76532,1.0
109/09/22,43.5,43.968494,0.0
109/09/23,42.85,43.33998,0.0
109/09/24,41.5,42.45185,0.0
109/09/25,42.1,41.872185,1.0
109/09/28,42.25,41.99031,1.0
109/09/29,42.1,42.15574,0.0
109/09/30,42.25,42.12418,1.0
109/10/05,42.95,42.164143,1.0
109/10/06,44.1,42.625473,1.0
109/10/07,44.1,43.739304,1.0
109/10/08,44.55,44.109932,1.0
109/10/12,44.9,44.202896,1.0
109/10/13,44.6,44.356438,0.0
109/10/14,44.9,44.24276,1.0
109/10/15,44.75,44.39573,0.0
109/10/16,44.75,44.3835,1.0
109/10/19,45.25,44.48272,1.0
109/10/20,45.25,45.036392,1.0
109/10/21,45.5,45.26334,1.0
109/10/22,45.25,45.493225,0.0
109/10/23,45.3,45.17537,1.0
109/10/26,45.6,45.258713,1.0
109/10/27,45.45,45.407333,0.0
109/10/28,45.7,45.315117,1.0
109/10/29,45.45,45.788918,0.0
109/10/30,44.95,45.494133,0.0
109/11/02,44.85,44.728237,0.0
109/11/03,44.9,44.532986,1.0
109/11/04,44.9,44.64074,1.0
109/11/05,45.15,44.68466,1.0
109/11/06,45.0,45.081306,0.0
109/11/09,45.15,44.95009,1.0
109/11/10,45.9,45.073647,1.0
109/11/11,46.45,45.91787,1.0
109/11/12,46.15,46.297173,0.0
109/11/13,46.6,45.899582,1.0
109/11/16,46.65,46.098824,1.0
109/11/17,46.8,46.362957,1.0
109/11/18,46.75,46.503067,0.0
109/11/19,46.4,46.481937,0.0
109/11/20,46.15,46.177536,0.0
109/11/23,46.65,45.86338,1.0
109/11/24,46.45,46.259644,0.0
109/11/25,46.65,45.976692,1.0
109/11/26,46.7,46.35361,1.0
109/11/27,47.0,46.547256,1.0
109/11/30,46.35,47.18657,0.0
109/12/01,46.6,45.73149,1.0
109/12/02,46.35,45.9461,0.0
109/12/03,46.25,45.72181,0.0
109/12/04,46.4,45.48368,1.0
109/12/07,46.1,45.763237,0.0
109/12/08,46.05,45.386574,0.0
109/12/09,46.3,45.211544,1.0
109/12/10,47.5,45.497566,1.0
109/12/11,46.9,47.16636,0.0
109/12/14,46.3,46.38716,0.0
109/12/15,45.7,45.237747,0.0
109/12/16,46.0,44.629856,1.0
109/12/17,45.6,44.783554,0.0
109/12/18,46.45,44.645344,1.0
109/12/21,46.6,45.38057,1.0
109/12/22,46.25,45.772694,0.0
109/12/23,46.7,45.66417,1.0
109/12/24,46.8,46.10884,1.0
109/12/25,48.1,46.37033,1.0
109/12/28,51.0,47.432518,1.0
109/12/29,50.3,49.620934,0.0
109/12/30,49.95,49.07836,0.0
109/12/31,50.8,48.41678,1.0
110/01/04,51.0,49.055885,1.0
110/01/05,50.2,50.025124,0.0
110/01/06,49.65,49.514397,0.0
110/01/07,50.0,48.900036,1.0
110/01/08,50.1,49.03431,0.0
110/01/11,51.0,48.956726,1.0
110/01/12,50.0,49.726257,0.0
110/01/13,50.1,49.013504,0.0
110/01/14,49.85,48.990185,0.0
110/01/15,48.9,48.828438,0.0
110/01/18,48.5,48.13714,0.0
110/01/19,48.95,47.764244,1.0
110/01/20,47.65,47.998127,0.0
110/01/21,48.0,47.303024,0.0
110/01/22,49.2,47.129456,1.0
110/01/25,49.0,48.05256,1.0
110/01/26,48.85,48.25053,0.0
110/01/27,48.7,48.18032,0.0
110/01/28,48.7,48.00096,1.0
110/01/29,48.25,48.108315,0.0
110/02/01,47.9,47.549904,0.0
110/02/02,47.85,47.01654,0.0
110/02/03,48.3,46.622,1.0
110/02/04,48.3,47.136356,1.0
110/02/05,48.4,47.3919,1.0
110/02/17,48.95,47.630146,1.0
110/02/18,49.65,48.36213,1.0
110/02/19,50.3,49.29899,1.0
110/02/22,50.0,49.581142,0.0
110/02/23,50.2,49.267456,1.0
110/02/24,50.1,49.446106,0.0
110/02/25,50.3,49.35768,1.0
110/02/26,50.0,49.590855,0.0
110/03/02,49.85,49.418163,0.0
110/03/03,50.3,49.243843,1.0
