date,real_close,predict_close,predict_result
110/05/13,56.4,55.682564,0.0
110/05/14,56.4,54.934135,1.0
110/05/17,54.5,55.080452,0.0
110/05/18,57.0,54.13147,1.0
110/05/19,56.4,54.849464,0.0
110/05/20,56.9,54.747463,1.0
110/05/21,56.9,54.925987,1.0
110/05/24,56.5,55.06771,1.0
110/05/25,56.5,55.10566,0.0
110/05/26,56.6,55.0642,0.0
110/05/27,56.4,54.752502,0.0
110/05/28,56.6,54.696983,1.0
110/05/31,57.7,55.013718,1.0
110/06/01,58.1,55.988693,0.0
110/06/02,58.4,55.981888,1.0
110/06/03,58.4,56.52556,0.0
110/06/04,57.9,56.343834,0.0
110/06/07,57.5,56.113968,0.0
110/06/08,57.7,55.901016,1.0
110/06/09,57.6,56.24241,0.0
110/06/10,57.7,56.175713,1.0
110/06/11,57.9,56.19637,1.0
110/06/15,59.0,56.42324,1.0
110/06/16,59.2,57.86438,0.0
110/06/17,59.0,57.41249,0.0
110/06/18,59.1,57.329697,1.0
110/06/21,58.6,57.409912,0.0
110/06/22,59.0,56.816135,1.0
110/06/23,59.3,57.467358,1.0
110/06/24,59.9,57.784363,1.0
110/06/25,59.9,58.121872,1.0
110/06/28,60.8,58.158516,1.0
110/06/29,60.6,58.743027,0.0
110/06/30,60.1,58.3751,0.0
110/07/01,60.6,58.122833,1.0
110/07/02,60.4,58.73268,0.0
110/07/05,60.4,58.54297,0.0
110/07/06,60.4,58.51361,0.0
110/07/07,60.2,58.45482,0.0
110/07/08,60.1,57.74462,1.0
110/07/09,59.6,57.834854,0.0
110/07/12,59.7,57.756374,1.0
110/07/13,59.6,57.91356,0.0
110/07/14,59.3,57.76172,0.0
110/07/15,59.7,57.456528,1.0
110/07/16,60.0,57.854267,1.0
110/07/19,59.8,58.21125,0.0
110/07/20,59.3,57.854298,0.0
110/07/21,59.6,56.726265,1.0
110/07/22,59.7,57.480965,1.0
110/07/23,59.6,57.562916,0.0
110/07/26,59.9,57.403778,1.0
110/07/27,59.6,58.058563,0.0
110/07/28,59.3,57.307453,0.0
110/07/29,60.0,57.12545,1.0
110/07/30,60.1,58.006073,1.0
110/08/02,60.8,58.195744,1.0
110/08/03,61.0,58.813057,0.0
110/08/04,61.4,58.720596,1.0
110/08/05,60.8,58.901657,0.0
110/08/06,60.7,58.46711,1.0
110/08/09,57.5,58.496468,0.0
110/08/10,56.5,56.57647,0.0
110/08/11,55.5,55.748703,0.0
110/08/12,56.1,55.142624,1.0
110/08/13,55.9,55.204987,0.0
110/08/16,56.3,55.123306,1.0
110/08/17,56.8,55.27412,1.0
110/08/18,56.9,55.47265,0.0
110/08/19,56.2,55.38405,0.0
110/08/20,56.1,55.0298,0.0
110/08/23,53.8,54.530296,0.0
110/08/24,54.8,52.778675,1.0
110/08/25,54.9,53.01925,1.0
110/08/26,54.4,53.368515,0.0
110/08/27,54.5,53.15416,0.0
110/08/30,54.2,53.01927,1.0
110/08/31,54.1,53.04319,0.0
110/09/01,55.5,52.847164,1.0
110/09/02,55.6,53.775482,1.0
110/09/03,56.9,54.252396,1.0
110/09/06,56.2,54.901802,0.0
110/09/07,56.0,54.741768,0.0
110/09/08,55.7,54.63687,0.0
110/09/09,55.6,54.39426,0.0
110/09/10,55.9,54.310867,1.0
110/09/13,54.9,54.68455,0.0
110/09/14,54.9,53.95977,0.0
110/09/15,54.6,53.685688,0.0
110/09/16,54.4,53.51181,0.0
110/09/17,54.9,53.447426,1.0
110/09/22,54.1,53.93258,0.0
110/09/23,54.2,53.223763,0.0
110/09/24,54.4,53.10367,1.0
110/09/27,55.2,53.25329,1.0
110/09/28,55.2,54.46754,0.0
110/09/29,54.6,54.116688,0.0
110/09/30,54.9,53.353073,1.0
110/10/01,53.5,53.558884,0.0
110/10/04,53.2,52.4871,0.0
110/10/05,53.1,52.19156,1.0
110/10/06,53.0,52.243206,0.0
110/10/07,53.4,52.1115,1.0
110/10/08,53.1,52.27897,0.0
110/10/12,53.3,52.076412,1.0
110/10/13,53.4,52.183174,1.0
110/10/14,53.7,52.312935,1.0
110/10/15,53.8,52.636803,1.0
110/10/18,54.3,53.096832,1.0
110/10/19,54.3,53.327522,0.0
110/10/20,54.0,53.233437,0.0
110/10/21,53.2,53.137756,0.0
110/10/22,53.5,52.197914,1.0
110/10/25,53.9,52.5992,1.0
110/10/26,53.6,52.926155,0.0
110/10/27,53.7,52.57913,1.0
110/10/28,53.7,52.786575,1.0
110/10/29,53.7,52.821938,1.0
110/11/01,53.1,52.860237,0.0
110/11/02,53.0,52.075436,1.0
110/11/03,53.5,52.419533,1.0
110/11/04,53.5,52.979767,0.0
110/11/05,53.5,52.961845,0.0
110/11/08,52.9,52.78293,0.0
110/11/09,52.2,52.134544,0.0
110/11/10,52.2,51.37377,0.0
110/11/11,52.4,51.249138,1.0
110/11/12,52.9,51.37627,1.0
110/11/15,52.4,52.098766,0.0
110/11/16,52.7,51.61377,1.0
110/11/17,52.8,51.799347,1.0
110/11/18,53.3,52.060944,1.0
110/11/19,53.2,52.928734,0.0
110/11/22,53.0,52.55126,0.0
110/11/23,52.7,52.231712,0.0
110/11/24,52.7,51.70175,0.0
110/11/25,52.8,51.427418,1.0
110/11/26,52.5,51.795418,0.0
110/11/29,52.2,51.332703,1.0
110/11/30,52.0,51.411713,0.0
110/12/01,52.2,51.078117,1.0
110/12/02,52.0,51.45424,0.0
110/12/03,52.2,51.21143,1.0
110/12/06,52.3,51.414726,1.0
110/12/07,52.5,51.477432,1.0
110/12/08,52.7,51.881824,1.0
110/12/09,52.8,52.309235,0.0
110/12/10,52.7,52.188442,0.0
110/12/13,52.6,51.922913,0.0
110/12/14,52.4,51.791477,0.0
110/12/15,52.5,51.310764,1.0
110/12/16,52.3,51.686325,0.0
110/12/17,52.3,51.250595,0.0
110/12/20,52.2,51.14959,1.0
110/12/21,52.5,51.40915,1.0
110/12/22,52.6,52.055824,1.0
110/12/23,52.7,52.385857,1.0
110/12/24,52.7,52.48082,0.0
110/12/27,52.7,52.302956,0.0
110/12/28,53.6,52.29296,1.0
110/12/29,53.4,52.852707,0.0
