date,real_close,0
109/10/28,32.65,34.458305
109/10/29,32.95,33.942436
109/10/30,30.7,33.135887
109/11/02,29.65,31.04694
109/11/03,29.8,31.545353
109/11/04,31.65,31.691566
109/11/05,30.55,31.944551
109/11/06,30.5,31.689758
109/11/09,31.8,31.738518
109/11/10,31.0,32.4604
109/11/11,31.0,32.06148
109/11/12,31.1,32.06571
109/11/13,31.3,31.908882
109/11/16,32.2,32.01212
109/11/17,32.15,32.437927
109/11/18,32.35,33.07489
109/11/19,32.1,33.293053
109/11/20,33.05,32.85178
109/11/23,36.35,32.961197
109/11/24,38.15,37.116665
109/11/25,38.45,37.925102
109/11/26,39.5,40.482418
109/11/27,39.15,39.890926
109/11/30,40.5,40.47407
109/12/01,41.55,41.013012
109/12/02,41.45,43.389965
109/12/03,43.3,42.25719
109/12/04,47.6,43.245365
109/12/07,50.0,47.994564
109/12/08,50.9,50.229214
109/12/09,49.9,50.735706
109/12/10,47.3,49.602997
109/12/11,46.1,46.78616
109/12/14,46.15,46.990635
109/12/15,44.0,47.093452
109/12/16,44.9,44.83706
109/12/17,46.05,46.252728
109/12/18,45.85,46.665268
109/12/21,47.45,46.6021
109/12/22,45.7,47.56083
109/12/23,46.1,46.513786
109/12/24,46.55,47.09904
109/12/25,46.75,47.354706
109/12/28,48.6,47.414585
109/12/29,47.4,48.268234
109/12/30,48.3,47.886684
109/12/31,47.15,48.843174
110/01/04,45.55,46.740356
110/01/05,46.35,45.337387
110/01/06,46.95,47.115967
110/01/07,46.2,47.036892
110/01/08,47.85,47.562428
110/01/11,50.0,47.46333
110/01/12,48.45,49.982887
110/01/13,50.0,48.783108
110/01/14,49.9,51.321075
110/01/15,48.75,50.483265
110/01/18,49.65,49.54559
110/01/19,53.0,50.25347
110/01/20,52.1,51.81962
110/01/21,54.0,52.86604
110/01/22,56.5,54.040764
110/01/25,57.2,55.912483
110/01/26,54.8,57.83719
110/01/27,54.8,54.35866
110/01/28,51.2,55.68608
110/01/29,50.0,49.039505
110/02/01,50.8,52.44729
110/02/02,52.6,50.43019
