StockName,precision_0,precision_1,precision_accuracy,precision_macro avg,precision_weighted avg,recall_0,recall_1,recall_accuracy,recall_macro avg,recall_weighted avg,f1-score_0,f1-score_1,f1-score_accuracy,f1-score_macro avg,f1-score_weighted avg,support_0,support_1,support_accuracy,support_macro avg,support_weighted avg,Matthew,MAE,MSE,RMSE,10F-Score-mean,10F-Score-std
2454,0.40559440559440557,0.6513157894736842,0.5322033898305085,0.5284550975340448,0.5588579128275827,0.5225225225225225,0.5380434782608695,0.5322033898305085,0.5302830003916961,0.5322033898305085,0.45669291338582674,0.5892857142857143,0.5322033898305085,0.5229893138357705,0.539394863777621,111.0,184.0,0.5322033898305085,295.0,295.0,0.058709649284226895,201.65917114922516,51839.20608988864,227.68224807808062,-195.2682845061528,517.1064267257295
2607,0.6551724137931034,0.7541899441340782,0.7152542372881356,0.7046811789635908,0.7139116267072411,0.6333333333333333,0.7714285714285715,0.7152542372881356,0.7023809523809523,0.7152542372881356,0.6440677966101694,0.7627118644067797,0.7152542372881356,0.7033898305084746,0.7144498707268028,120.0,175.0,0.7152542372881356,295.0,295.0,0.40705563223278296,1.6980607260056333,12.087793257618754,3.4767503875916597,-0.10279077878092538,0.17618698569246374
2634,0.6511627906976745,0.7127659574468085,0.6833333333333333,0.6819643740722414,0.6843600527791522,0.6746987951807228,0.6907216494845361,0.6833333333333333,0.6827102223326295,0.6833333333333333,0.6627218934911243,0.7015706806282722,0.6833333333333333,0.6821462870596983,0.6836570732261429,83.0,97.0,0.6833333333333333,180.0,180.0,0.3646738336835096,0.22170375914835613,0.08321708677288754,0.2884737193799247,-0.16434237657014483,0.12328826316943957
3682,0.768595041322314,0.7023809523809523,0.7414634146341463,0.7354879968516332,0.7404944279667117,0.788135593220339,0.6781609195402298,0.7414634146341463,0.7331482563802845,0.7414634146341463,0.7782426778242678,0.6900584795321637,0.7414634146341463,0.7341505786782158,0.7408181644027407,118.0,87.0,0.7414634146341463,205.0,205.0,0.4686304124336968,0.08103651234117146,0.029070302605013355,0.17050015426683154,-0.06273194394563959,0.0578097350400758
1216,0.7034482758620689,0.7666666666666667,0.735593220338983,0.7350574712643678,0.7373076173777519,0.7445255474452555,0.7278481012658228,0.735593220338983,0.7361868243555392,0.735593220338983,0.723404255319149,0.7467532467532467,0.735593220338983,0.7350787510361978,0.7359098168330048,137.0,158.0,0.735593220338983,295.0,295.0,0.4712429423512863,0.3062796441016198,0.17945259609541417,0.4236184558012247,-0.7695363352112649,1.3311001188965745
1434,0.7972972972972973,0.7448275862068966,0.7713310580204779,0.7710624417520969,0.7725846006062553,0.7612903225806451,0.782608695652174,0.7713310580204779,0.7719495091164095,0.7713310580204779,0.7788778877887789,0.7632508833922261,0.7713310580204779,0.7710643855905025,0.7715177287214605,155.0,138.0,0.7713310580204779,293.0,293.0,0.5430112263089157,0.14578648164422356,0.041928948330137446,0.20476559361899022,-0.32529098542336915,0.7270486238178089
2379,0.40764331210191085,0.6521739130434783,0.5220338983050847,0.5299086125726946,0.5593351764148154,0.5714285714285714,0.4918032786885246,0.5220338983050847,0.5316159250585479,0.5220338983050847,0.47583643122676583,0.5607476635514019,0.5220338983050847,0.5182920473890839,0.5285101787366249,112.0,183.0,0.5220338983050847,295.0,295.0,0.061500844017085075,87.42543929091026,10659.537540934627,103.24503639853408,-610.6668527754426,1802.6889683698103
2455,0.6906474820143885,0.7682119205298014,0.7310344827586207,0.7294297012720949,0.7331741914073219,0.732824427480916,0.7295597484276729,0.7310344827586207,0.7311920879542945,0.7310344827586207,0.7111111111111111,0.7483870967741935,0.7310344827586207,0.7297491039426522,0.731548634285008,131.0,159.0,0.7310344827586207,290.0,290.0,0.46061841767704287,3.5114600454263414,39.09796662061133,6.252836685905952,-1.7721365047643485,1.7116756297647335
2609,0.5076923076923077,0.8170731707317073,0.6802721088435374,0.6623827392120074,0.7160508481065972,0.6875,0.6767676767676768,0.6802721088435374,0.6821338383838385,0.6802721088435374,0.584070796460177,0.7403314917127071,0.6802721088435374,0.662201144086442,0.6893075912220851,96.0,198.0,0.6802721088435374,294.0,294.0,0.3439499474049371,53.662594708542045,5238.307136736856,72.37615033100928,-0.10345314446746594,0.1229520905198734
2637,0.5221238938053098,0.7672955974842768,0.6654411764705882,0.6447097456447932,0.6807644079505237,0.6145833333333334,0.6931818181818182,0.6654411764705882,0.6538825757575758,0.6654411764705882,0.5645933014354068,0.728358208955224,0.6654411764705882,0.6464757551953153,0.6705588298305826,96.0,176.0,0.6654411764705882,272.0,272.0,0.29845139233747536,20.50824909005522,709.3030361675325,26.632743684561163,-1.3542731814142481,3.683957244967167
4904,0.6666666666666666,0.6988636363636364,0.6860068259385665,0.6827651515151515,0.6844684041783018,0.5954198473282443,0.7592592592592593,0.6860068259385665,0.6773395532937518,0.6860068259385665,0.6290322580645161,0.7278106508875739,0.6860068259385665,0.678421454476045,0.683646932594671,131.0,162.0,0.6860068259385665,293.0,293.0,0.36006382949339316,0.24566879892094978,0.1060633531789357,0.3256736912600336,-1.364502873444829,2.423664089067374
1218,0.5217391304347826,0.6687898089171974,0.6,0.59526446967599,0.606978676266962,0.5806451612903226,0.6140350877192983,0.6,0.5973401245048104,0.6,0.549618320610687,0.6402439024390244,0.6,0.5949311115248557,0.6021504375349097,124.0,171.0,0.6,295.0,295.0,0.19259340943184536,3.390185222774756,14.92216261283252,3.8629215126420213,-0.14240998633126473,0.24612504542587205
1702,0.6470588235294118,0.7232704402515723,0.688135593220339,0.685164631890492,0.6891689710741988,0.6666666666666666,0.7055214723926381,0.688135593220339,0.6860940695296524,0.688135593220339,0.6567164179104478,0.7142857142857142,0.688135593220339,0.6855010660980809,0.6885258935347476,132.0,163.0,0.688135593220339,295.0,295.0,0.37125753800542133,0.2906229913055101,0.14516380591399303,0.38100368228403386,-0.9008080208045873,0.7117300342874666
2408,0.7142857142857143,0.7267080745341615,0.7210884353741497,0.7204968944099379,0.720834917818059,0.6834532374100719,0.7548387096774194,0.7210884353741497,0.7191459735437457,0.7210884353741497,0.698529411764706,0.7405063291139241,0.7210884353741497,0.719517870439315,0.7206600994828312,139.0,155.0,0.7210884353741497,294.0,294.0,0.439640792415073,0.7122526715277027,0.9211575872942708,0.959769549055538,-8.256409262269736,11.488559008343119
2459,0.5220588235294118,0.6329113924050633,0.5816326530612245,0.5774851079672376,0.5842719999392162,0.5503875968992248,0.6060606060606061,0.5816326530612245,0.5782241014799154,0.5816326530612245,0.5358490566037736,0.6191950464396284,0.5816326530612245,0.577522051521701,0.582624867225937,129.0,165.0,0.5816326530612245,294.0,294.0,0.15570745581135662,8.003561516422902,86.21633422486168,9.285275129195778,-0.20181178994295043,0.16540730119236455
2610,0.6299212598425197,0.7738095238095238,0.711864406779661,0.7018653918260218,0.7162542182227222,0.6779661016949152,0.7344632768361582,0.711864406779661,0.7062146892655368,0.711864406779661,0.6530612244897959,0.7536231884057971,0.711864406779661,0.7033422064477965,0.7133984028393967,118.0,177.0,0.711864406779661,295.0,295.0,0.40805690313420206,0.5722941303832881,0.8899544047884245,0.9433739474823462,-0.3243169778952987,0.622835004023771
3034,0.40559440559440557,0.6710526315789473,0.5423728813559322,0.5383235185866765,0.5738679251168101,0.5370370370370371,0.5454545454545454,0.5423728813559322,0.5412457912457913,0.5423728813559322,0.4621513944223108,0.6017699115044247,0.5423728813559322,0.5319606529633678,0.5506553357591085,108.0,187.0,0.5423728813559322,295.0,295.0,0.07951562984546519,159.48163740315906,33012.673466897184,181.69390046695895,-117.73933009384628,338.46744208644435
5388,0.6618705035971223,0.6794871794871795,0.6711864406779661,0.670678841542151,0.6710072880417961,0.647887323943662,0.6928104575163399,0.6711864406779661,0.6703488907300009,0.6711864406779661,0.6548042704626335,0.6860841423948221,0.6711864406779661,0.6704442064287277,0.6710273904817007,142.0,153.0,0.6711864406779661,295.0,295.0,0.3410275726552738,0.43146013058628246,0.28768553226642324,0.5363632465656304,-5.4373747283472635,12.938870097379786
1227,0.7792207792207793,0.5815602836879432,0.6847457627118644,0.6803905314543612,0.7014966521637997,0.6703910614525139,0.7068965517241379,0.6847457627118644,0.6886438065883259,0.6847457627118644,0.7207207207207207,0.6381322957198443,0.6847457627118644,0.6794265082202825,0.6882452722457998,179.0,116.0,0.6847457627118644,295.0,295.0,0.3689420362389835,0.2987856152102712,0.16205254581266318,0.4025575062182584,-4.365484833750706,7.699315929250072
2330,0.4740740740740741,0.56875,0.5254237288135594,0.521412037037037,0.5260655994978028,0.48120300751879697,0.5617283950617284,0.5254237288135594,0.5214657012902627,0.5254237288135594,0.4776119402985075,0.5652173913043479,0.5254237288135594,0.5214146658014277,0.5257206964440877,133.0,162.0,0.5254237288135594,295.0,295.0,0.042877704745150645,131.2731773740632,19598.26079969766,139.9937884325503,-845.4948596033186,2434.974717544512
2412,0.544,0.6706586826347305,0.6164383561643836,0.6073293413173653,0.6173058813879091,0.5528455284552846,0.6627218934911243,0.6164383561643836,0.6077837109732045,0.6164383561643836,0.5483870967741936,0.6666666666666666,0.6164383561643836,0.6075268817204301,0.6168434231845633,123.0,169.0,0.6164383561643836,292.0,292.0,0.21511257242193266,0.4479281163700457,0.5568856517681802,0.7462477147490505,-46.14879838754963,137.1601419376787
2468,0.6111111111111112,0.6863905325443787,0.6542372881355932,0.6487508218277449,0.6532165502178541,0.5923076923076923,0.703030303030303,0.6542372881355932,0.6476689976689977,0.6542372881355932,0.6015625,0.6946107784431137,0.6542372881355932,0.6480866392215568,0.6536064523495382,130.0,165.0,0.6542372881355932,295.0,295.0,0.2964178453584922,0.14329977333468918,0.045947989767614224,0.21435482212353943,-0.3643179597285565,0.9973152995352351
2615,0.43795620437956206,0.689873417721519,0.5728813559322034,0.5639148110505405,0.5967921422833043,0.5504587155963303,0.5860215053763441,0.5728813559322034,0.5682401104863373,0.5728813559322034,0.48780487804878053,0.6337209302325582,0.5728813559322034,0.5607629041406693,0.5798061855273657,109.0,186.0,0.5728813559322034,295.0,295.0,0.1320841211925529,91.62663692953079,15131.456858570302,123.00998682452698,-0.7227366801886785,1.9736393778834542
3035,0.43410852713178294,0.7757575757575758,0.6258503401360545,0.6049330514446793,0.6676849175188045,0.6021505376344086,0.6368159203980099,0.6258503401360545,0.6194832290162093,0.6258503401360545,0.5045045045045046,0.6994535519125684,0.6258503401360545,0.6019790282085364,0.6377859960998136,93.0,201.0,0.6258503401360545,294.0,294.0,0.22394409853473962,29.29389968362597,2749.1119596677318,52.43197459249205,-0.9761532009562,1.223588993511717
1229,0.4927536231884058,0.7898089171974523,0.6508474576271186,0.641281270192929,0.6881052402655414,0.6732673267326733,0.6391752577319587,0.6508474576271186,0.6562212922323161,0.6508474576271186,0.5690376569037656,0.7065527065527066,0.6508474576271186,0.6377951817282361,0.6594712827745945,101.0,194.0,0.6508474576271186,295.0,295.0,0.29712719564363244,4.4850487161270465,39.89325268618399,6.316110566336215,-0.6351575181572494,1.4342984244315644
2337,0.6879432624113475,0.738562091503268,0.7142857142857143,0.7132526769573078,0.7149744058379852,0.708029197080292,0.7197452229299363,0.7142857142857143,0.7138872100051141,0.7142857142857143,0.6978417266187051,0.729032258064516,0.7142857142857143,0.7134369923416106,0.7144978947717402,137.0,157.0,0.7142857142857143,294.0,294.0,0.4271394156503024,0.6808010170135838,0.7063307322843253,0.8404348471382689,-6.728278077678562,18.94982394664093
2439,0.803680981595092,0.553030303030303,0.6915254237288135,0.6783556423126975,0.7144663332923705,0.6894736842105263,0.6952380952380952,0.6915254237288135,0.6923558897243107,0.6915254237288135,0.7422096317280453,0.6160337552742615,0.6915254237288135,0.6791216935011535,0.6972995740072071,190.0,105.0,0.6915254237288135,295.0,295.0,0.3704470718707862,1.3328452248045113,3.0303410284255246,1.7407874736525204,-45.49501001762469,124.41136666360275
2498,0.7142857142857143,0.7612903225806451,0.7389830508474576,0.7377880184331798,0.7394610638131688,0.7299270072992701,0.7468354430379747,0.7389830508474576,0.7383812251686224,0.7389830508474576,0.7220216606498194,0.7539936102236421,0.7389830508474576,0.7380076354367308,0.7391456200825787,137.0,158.0,0.7389830508474576,295.0,295.0,0.4761688740962405,0.5454030921208464,1.000003364777611,1.0000016823873903,-1835.5870157499126,5390.896579042355
2618,0.5645161290322581,0.7485380116959064,0.6711864406779661,0.6565270703640822,0.678048273590848,0.6194690265486725,0.7032967032967034,0.6711864406779661,0.6613828649226879,0.6711864406779661,0.5907172995780591,0.725212464589235,0.6711864406779661,0.657964882083647,0.6736939776527507,113.0,182.0,0.6711864406779661,295.0,295.0,0.31787284912877195,0.3272512534253539,0.21560865892404346,0.46433679471267775,-0.4160570806380382,0.7134120105549653
3045,0.6766917293233082,0.7169811320754716,0.6986301369863014,0.6968364306993899,0.6983541821729303,0.6666666666666666,0.7261146496815286,0.6986301369863014,0.6963906581740976,0.6986301369863014,0.6716417910447762,0.721518987341772,0.6986301369863014,0.696580389193274,0.6984593246702157,135.0,157.0,0.6986301369863014,292.0,292.0,0.39322683620370247,0.3624377272851448,0.27373636160808723,0.5231982048976155,-5.226514867988323,9.259684376368176
