0.0 :	-54134.95000000005
0.8 :	-23914.420000000035
0.82 :	-14194.620000000034
0.85 :	-19338.170000000027
0.88 :	-16423.470000000023
0.9 :	-7116.350000000011
0.93 :	5055.699999999993
------------------------------
0.0 :	-102171.04718875005
0.8 :	-52349.525242500036
0.82 :	-40778.27279000004
0.85 :	-37932.47053375002
0.88 :	-27217.87889625001
0.9 :	-14773.095871250012
0.93 :	2490.458023749993
