0.0 :	-33570.28000000001
0.8 :	-29175.580000000016
0.82 :	-16100.730000000021
0.85 :	-7366.960000000014
0.88 :	7747.790000000019
0.9 :	6303.140000000005
------------------------------
0.0 :	-83225.08167249997
0.8 :	-63239.103824999984
0.82 :	-44518.63342750002
0.85 :	-26929.351104000012
0.88 :	-244.16037024998013
0.9 :	4403.0205522500055
