,volume,price,open,high,low,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10
0,0.027933215040808666,0.011750559706389238,0.03233256351039262,0.03181818181818179,0.03477218225419662,0.026800457258986447,0.02944539736992567,0.4122527540275509,0.45163919429437094,0.5527559588782682,0.29756991163225915,0.40723599632638163,0.43896307750564906,0.0,0.37500000000000056
1,0.02154633983390797,0.008860987446930237,0.030023094688221726,0.02954545454545452,0.03597122302158273,0.0270544900292138,0.022298456260720412,0.32043274750977746,0.4017184067470013,0.583967355385857,0.2808072373757526,0.3674404421410343,0.4388249885211441,0.0,0.24999999999999886
2,0.01609948227125407,0.00645177355948347,0.030023094688221726,0.02954545454545452,0.03477218225419662,0.0273085227994412,0.01400800457404231,0.2932837506663041,0.358781019457385,0.5360880819981408,0.3194515990837044,0.433112895383038,0.43867424085960305,0.33333333333333726,0.37500000000000056
3,0.01345829680946676,0.0052460585174830794,0.03233256351039262,0.02954545454545452,0.03357314148681056,0.027435539184554852,0.016580903373356205,0.207055737842179,0.2994849045191405,0.5402353513985817,0.28252310086086513,0.3451293942106836,0.43827226124195245,0.0,0.0
4,0.013938315818482696,0.0053123094080259675,0.02540415704387994,0.02499999999999999,0.02517985611510793,0.026673440873872745,0.018010291595197257,0.15714024935758814,0.24219928797317133,0.49610109285621623,0.19945624066776077,0.19536514080080658,0.436989051831812,0.0,0.0
5,0.011297412333790951,0.004201578467998296,0.023094688221709007,0.02499999999999999,0.0275779376498801,0.025149244252508578,0.017152658662092625,0.16870008184412555,0.20812069406387515,0.4103650254992799,0.23650120945335418,0.2580490457839574,0.43538958598859046,0.12499999999999716,0.09999999999999787
6,0.02813633254198028,0.011201633105423943,0.024249422632794476,0.022727272727272728,0.01318944844124702,0.022862949320462348,0.04230989136649514,0.12251890020803029,0.16897504628921706,0.39761174289380496,0.13609331741826314,0.11966333895092754,0.43227280035133975,0.0,0.0
7,0.024663596625373315,0.009583568665395042,0.013856812933025438,0.011363636363636364,0.01318944844124702,0.02044963800330246,0.025728987993138937,0.07543980466980418,0.126131975817305,0.37865934141573615,0.12970050058129257,0.11252856396313092,0.4283018513205878,0.0,0.0
8,0.008298115960636749,0.0027436156367439545,0.010392609699769078,0.012499999999999976,0.015587529976019192,0.018163343071256187,0.008290451686678102,0.092928664694849,0.10379069320849144,0.3081632565419538,0.2214789063767184,0.2549723394488368,0.42445901364543154,0.2500000000000007,0.15000000000000027
9,0.014398220461348366,0.005249479492029544,0.01270207852193997,0.010227272727272712,0.014388489208633084,0.015750031754096304,0.011720983419096626,0.07510779194624997,0.08255764382369749,0.2908237409731291,0.20272629175719062,0.2244643453863984,0.42066971026449085,0.08333333333333456,0.05263157894736921
10,0.004998983942532316,0.0013379669432062508,0.010392609699769078,0.00909090909090906,0.014388489208633084,0.013590753207163728,0.005431675242995998,0.08107043627802961,0.07052318242710967,0.25783579873480045,0.2334198872909053,0.2743369500218754,0.4172990885213091,0.6666666666666627,0.10526315789473642
11,0.014868182287289169,0.00547347895581112,0.011547344110854504,0.013636363636363629,0.014388489208633084,0.011304458275117451,0.01400800457404231,0.049359080245799596,0.05122052061748096,0.2644363439392857,0.21226138275390716,0.2360261743045251,0.4141414044404448,0.0,0.0
12,0.011860614585998408,0.004172396067736712,0.011547344110854504,0.00909090909090906,0.01318944844124702,0.008891146957957567,0.010291595197255575,0.032416582316228765,0.03232565540106917,0.25056928160633374,0.21226138275390719,0.2360261743045251,0.41134150372860817,0.0,0.0
