X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J
2901,297676,8385279,28.3,28.35,28.1,28.2,259,26.5,28.4,89.47368421,86.56902823,77.38312592,59.0113213
2902,394172,11025878,28.15,28.2,27.8,27.85,245,26.5,28.4,71.05263158,81.39689602,78.72104929,73.36935583
2903,1499885,42884709,28.0,28.8,28.0,28.7,1020,26.85,28.8,94.87179487,85.88852897,81.11020918,71.55356961
2904,268525,7632550,28.7,28.7,28.35,28.4,356,26.85,28.8,79.48717949,83.75474581,81.99172139,78.46567255
2905,339578,9554931,28.4,28.45,28.05,28.05,299,27.25,28.8,51.61290323,73.04079828,79.00808035,90.9426445
2906,348537,9731858,28.15,28.15,27.8,27.9,289,27.45,28.8,33.33333333,59.80497663,72.60704578,98.21118407
2907,262287,7262681,27.85,27.85,27.6,27.65,289,27.55,28.8,8.0,42.53665109,62.58358088,102.6774405
2908,140683,3891521,27.6,27.75,27.55,27.75,176,27.55,28.8,16.0,33.69110072,52.95275416,91.47606104
2909,579771,15833898,27.65,27.65,27.15,27.3,415,27.15,28.8,9.090909091,25.49103685,43.79884839,80.41447148
2910,328070,8888788,27.4,27.4,27.0,27.05,348,27.0,28.8,2.777777778,17.91995049,35.17254909,69.67774629
2911,361285,9764098,27.05,27.2,26.9,26.95,310,26.9,28.8,2.631578947,12.82382664,27.72297494,57.52127154
2912,263279,7112399,26.95,27.1,26.95,27.05,285,26.9,28.7,8.333333333,11.32699554,22.25764847,44.11895434
2913,188366,5113192,27.1,27.35,27.0,27.25,172,26.9,28.45,22.58064516,15.07821208,19.86450301,29.43708487
2914,130599,3554988,27.25,27.3,27.15,27.2,136,26.9,28.15,24.0,18.05214139,19.26038247,21.67686463
2915,275580,7535073,27.2,27.55,27.1,27.55,220,26.9,27.85,68.42105263,34.84177847,24.45418114,3.678986469
2916,256283,7036775,27.5,27.6,27.3,27.6,233,26.9,27.75,82.35294118,50.6788327,33.19573166,-1.770470434
2917,323692,8876829,27.55,27.55,27.25,27.35,294,26.9,27.65,60.0,53.78588847,40.05911726,12.60557485
2918,242639,6631716,27.35,27.4,27.2,27.2,213,26.9,27.6,42.85714286,50.14297327,43.4204026,29.97526126
2919,252939,6901938,27.2,27.4,27.2,27.25,294,26.9,27.6,50.0,50.09531551,45.64537357,36.74548968
2920,167859,4566464,27.25,27.3,27.15,27.15,202,26.95,27.6,30.76923077,43.65328726,44.9813448,47.63745987
2921,243584,6613289,27.05,27.25,27.05,27.15,194,27.0,27.6,25.0,37.43552484,42.46607148,52.52716476
2922,370214,9995781,27.15,27.15,26.95,27.0,318,26.95,27.6,7.692307692,27.52111913,37.4844207,57.41102384
