X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J
2851,2895463,361764739,122.0,126.5,121.5,124.5,2023,114.5,130.0,64.51612903,57.3558055,53.91847637,47.0438181
2852,3769528,482531873,126.0,130.5,125.0,127.5,2464,116.0,130.5,79.31034483,64.67398527,57.503646,43.16296746
2853,5510049,719815675,128.0,133.5,128.0,128.5,4004,116.0,133.5,71.42857143,66.92551399,60.64426867,48.08177801
2854,3450712,454276926,132.0,133.0,129.0,133.0,2427,116.0,133.5,97.14285714,76.99796171,66.09549968,44.29057562
2855,2968166,392957336,132.5,134.5,129.5,133.0,2080,116.0,134.5,91.89189189,81.9626051,71.38453482,50.22839426
2856,3583238,475941875,135.0,135.0,131.0,132.0,2408,116.0,135.0,84.21052632,82.71191217,75.16032727,60.05715747
2857,15615006,2156221662,133.0,141.5,132.5,139.5,10913,119.5,141.5,90.90909091,85.44430509,78.58831988,64.87634946
2858,18410303,2657437945,142.0,149.0,140.5,144.0,12788,119.5,149.0,83.05084746,84.64648588,80.60770854,72.53015388
2859,14579445,2094345678,143.5,146.0,140.5,140.5,12066,121.5,149.0,69.09090909,79.46129361,80.22557023,81.75412347
2860,6596522,951048226,143.0,146.5,142.0,144.5,4777,125.0,149.0,81.25,80.05752908,80.16955651,80.39361139
2861,8478897,1191743982,146.5,147.5,135.5,137.5,6161,128.0,149.0,45.23809524,68.45105113,76.26338805,91.8880619
2862,6750274,947812060,140.0,143.0,137.0,140.0,5087,129.0,149.0,55.0,63.96736742,72.16471451,88.55940869
2863,9739357,1316440019,141.5,142.5,132.0,132.5,8032,129.5,149.0,15.38461538,47.77311674,64.03418192,96.55631228
2864,3010633,402130915,133.5,135.0,131.5,134.0,2500,131.0,149.0,16.66666667,37.40430005,55.15755463,90.66406379
2865,2688774,355512122,133.0,134.0,130.5,133.0,2009,130.5,149.0,13.51351351,29.44070454,46.58527127,80.87440472
2866,2041492,270109638,133.0,134.0,131.5,132.0,1878,130.5,149.0,8.108108108,22.32983906,38.5001272,70.84070347
