X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J
2891,195271,10773319,55.5,55.6,54.5,54.8,189,51.8,55.6,78.94736842,57.71427972,41.67219998,9.588040499
2892,38553,2100771,54.5,54.8,54.3,54.5,55,51.8,55.6,71.05263158,62.160397,48.50159899,21.18400295
2893,17799,971844,54.5,54.8,54.4,54.7,25,51.8,55.6,76.31578947,66.87886116,54.62735304,30.12433681
2894,26001,1416054,54.5,54.7,54.3,54.7,20,51.8,55.6,76.31578947,70.02450393,59.75973667,39.23020216
2895,87934,4795025,54.6,54.8,54.4,54.8,52,52.0,55.6,77.77777778,72.60892855,64.04280063,46.9105448
2896,231761,12844684,54.9,56.0,54.8,56.0,145,52.0,56.0,100.0,81.7392857,69.94162899,46.34631556
2897,234711,13274457,55.5,57.0,55.5,57.0,182,52.2,57.0,100.0,87.82619047,75.90314948,52.05706751
2898,75136,4270556,56.7,57.0,56.5,57.0,75,52.4,57.0,100.0,91.88412698,81.23014198,59.92217198
2899,61200,3487020,57.1,57.3,56.8,57.0,47,54.3,57.3,90.0,91.25608465,84.57212287,71.20419931
2900,89607,5125593,57.2,57.3,57.0,57.2,89,54.3,57.3,96.66666667,93.05961199,87.40128591,76.08463375
2901,92665,5264007,57.2,57.2,56.6,57.1,70,54.3,57.3,93.33333333,93.15085244,89.31780809,81.65171938
2902,63666,3625324,57.1,57.2,56.7,56.9,62,54.3,57.3,86.66666667,90.98945718,89.87502445,87.64615899
2903,66452,3787554,56.9,57.2,56.5,56.8,80,54.4,57.3,82.75862069,88.24584502,89.33196464,91.50420388
2904,63312,3602012,56.8,57.0,56.8,56.8,49,54.8,57.3,80.0,85.49723001,88.05371976,93.16669927
2905,28151,1591730,56.2,56.9,56.2,56.5,27,55.5,57.3,55.55555556,75.51667186,83.8747038,100.5907677
2906,37633,2130824,56.8,56.8,56.5,56.5,42,56.2,57.3,27.27272727,59.435357,75.72825486,108.3140506
2907,39194,2208785,56.1,56.6,56.1,56.6,83,56.1,57.3,41.66666667,53.51246022,68.32298998,97.9440495
2908,135725,7738199,56.8,57.1,56.8,57.0,79,56.1,57.3,75.0,60.67497348,65.77365115,75.97100648
2909,185874,10680227,57.1,57.9,57.1,57.9,182,56.1,57.9,100.0,73.78331565,68.44353932,57.76398664
2910,217557,12632729,58.3,58.6,57.6,57.9,395,56.1,58.6,72.0,73.1888771,70.02531858,63.69820153
2911,318634,18868192,58.3,59.6,58.3,59.5,282,56.1,59.6,97.14285714,81.17353712,73.74139142,58.87710004
2912,187128,11131137,59.7,59.8,59.0,59.6,148,56.1,59.8,94.59459459,85.64722294,77.71000193,61.83555991
2913,444454,26736545,59.8,61.3,59.2,61.1,379,56.1,61.3,96.15384615,89.14943068,81.52314485,66.27057318
2914,215053,13074711,61.3,61.6,59.6,60.2,202,56.1,61.6,74.54545455,84.28143863,82.44257611,78.76485106
2915,107242,6452259,60.4,61.0,59.6,60.3,113,56.1,61.6,76.36363636,81.64217121,82.17577448,83.24298101
2916,175832,10473890,59.8,59.9,59.2,59.5,134,56.8,61.6,56.25,73.17811414,79.17655436,91.17343481
2917,178174,10649523,59.5,60.1,59.1,60.1,96,57.1,61.6,66.66666667,71.00763165,76.45358013,87.34547708
2918,79196,4757649,60.3,60.3,59.9,60.2,67,57.6,61.6,65.0,69.00508777,73.97074934,83.90207249
2919,167773,9989979,60.2,60.4,58.8,59.3,117,58.3,61.6,30.3030303,56.10440195,68.01530021,91.83709673
2920,40358,2368915,59.3,59.3,58.4,58.7,46,58.4,61.6,9.375,40.52793463,58.85284502,95.50266579
2921,47697,2806337,59.2,59.2,58.6,58.6,59,58.4,61.6,6.25,29.10195642,48.93588215,88.60373361
2922,58660,3444262,58.6,59.4,58.4,59.4,73,58.4,61.6,31.25,29.81797095,42.56324508,68.05379335
2923,60103,3548116,59.4,59.7,58.7,58.8,62,58.4,61.0,15.38461538,25.00685243,36.7111142,60.11963774
2924,105791,6174641,58.7,58.7,58.1,58.5,101,58.1,60.4,17.39130435,22.4683364,31.9635216,50.95389199
2925,32332,1890790,58.6,58.6,58.4,58.4,32,58.1,60.4,13.04347826,19.32671702,27.75125341,44.60032618
2926,45351,2654398,58.4,58.8,58.4,58.5,50,58.1,60.4,17.39130435,18.68157946,24.72802876,36.82092735
2927,57039,3347391,59.0,59.0,58.5,59.0,45,58.1,60.4,39.13043478,25.49786457,24.9846407,23.95819295
2928,51128,2994403,58.6,58.7,58.4,58.5,43,58.1,59.7,25.0,25.33190971,25.10039703,24.63737168
2929,184643,10997660,59.0,60.1,58.9,59.8,148,58.1,60.1,85.0,45.22127314,31.80735574,4.979520927
2930,64393,3861825,59.8,60.2,59.8,59.8,73,58.1,60.2,80.95238095,57.13164241,40.24878463,6.483069062
2931,102532,6063525,59.6,59.6,58.9,59.0,82,58.1,60.2,42.85714286,52.37347589,44.29034838,28.12409336
2932,32328,1908921,58.6,59.2,58.6,58.9,61,58.1,60.2,38.0952381,47.61406329,45.39825335,40.96663347
2933,97807,5761581,58.9,59.4,58.2,58.8,74,58.2,60.2,30.0,41.74270886,44.17973852,49.05379784
2934,28979,1698862,58.8,58.9,58.5,58.5,37,58.2,60.2,15.0,32.82847258,40.39598321,55.53100447
2935,42736,2491665,58.4,58.4,58.2,58.3,47,58.2,60.2,5.0,23.55231505,34.78142716,57.23965136
2936,92002,5388616,58.2,59.1,58.1,59.1,69,58.1,60.2,47.61904762,31.57455924,33.71247118,37.98829507
2937,77117,4556882,59.1,59.2,58.8,59.1,53,58.1,60.2,47.61904762,36.92272203,34.7825548,30.50222033
2938,62756,3722233,59.1,59.6,59.1,59.1,51,58.1,60.2,47.61904762,40.48816389,36.6844245,29.0769457
2939,55560,3277236,59.4,59.4,58.8,58.9,45,58.1,59.6,53.33333333,44.76988704,39.37957868,28.59896196
2940,100521,5942753,58.9,59.5,58.9,59.0,84,58.1,59.6,60.0,49.84659136,42.86858291,28.912566
2941,70836,4204748,59.1,59.6,59.1,59.6,84,58.1,59.6,100.0,66.56439424,50.76718668,19.17277157
2942,68778,4093932,59.5,59.7,59.2,59.6,63,58.1,59.7,93.75,75.62626283,59.0535454,25.90811054
X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J
2891,195271,10773319,55.5,55.6,54.5,52.92999999999999,189,51.8,55.6,78.94736842,57.71427972,41.67219998,9.588040499
2892,38553,2100771,54.5,54.8,54.3,53.14,55,51.8,55.6,71.05263158,62.160397,48.50159899,21.18400295
2893,17799,971844,54.5,54.8,54.4,53.36,25,51.8,55.6,76.31578947,66.87886116,54.62735304,30.12433681
2894,26001,1416054,54.5,54.7,54.3,53.55,20,51.8,55.6,76.31578947,70.02450393,59.75973667,39.23020216
2895,87934,4795025,54.6,54.8,54.4,53.79,52,52.0,55.6,77.77777778,72.60892855,64.04280063,46.9105448
2896,231761,12844684,54.9,56.0,54.8,54.160000000000004,145,52.0,56.0,100.0,81.7392857,69.94162899,46.34631556
2897,234711,13274457,55.5,57.0,55.5,54.6,182,52.2,57.0,100.0,87.82619047,75.90314948,52.05706751
2898,75136,4270556,56.7,57.0,56.5,55.089999999999996,75,52.4,57.0,100.0,91.88412698,81.23014198,59.92217198
2899,61200,3487020,57.1,57.3,56.8,55.529999999999994,47,54.3,57.3,90.0,91.25608465,84.57212287,71.20419931
2900,89607,5125593,57.2,57.3,57.0,55.769999999999996,89,54.3,57.3,96.66666667,93.05961199,87.40128591,76.08463375
2901,92665,5264007,57.2,57.2,56.6,56.0,70,54.3,57.3,93.33333333,93.15085244,89.31780809,81.65171938
2902,63666,3625324,57.1,57.2,56.7,56.239999999999995,62,54.3,57.3,86.66666667,90.98945718,89.87502445,87.64615899
2903,66452,3787554,56.9,57.2,56.5,56.45,80,54.4,57.3,82.75862069,88.24584502,89.33196464,91.50420388
2904,63312,3602012,56.8,57.0,56.8,56.660000000000004,49,54.8,57.3,80.0,85.49723001,88.05371976,93.16669927
2905,28151,1591730,56.2,56.9,56.2,56.83,27,55.5,57.3,55.55555556,75.51667186,83.8747038,100.5907677
2906,37633,2130824,56.8,56.8,56.5,56.879999999999995,42,56.2,57.3,27.27272727,59.435357,75.72825486,108.3140506
2907,39194,2208785,56.1,56.6,56.1,56.839999999999996,83,56.1,57.3,41.66666667,53.51246022,68.32298998,97.9440495
2908,135725,7738199,56.8,57.1,56.8,56.839999999999996,79,56.1,57.3,75.0,60.67497348,65.77365115,75.97100648
2909,185874,10680227,57.1,57.9,57.1,56.92999999999999,182,56.1,57.9,100.0,73.78331565,68.44353932,57.76398664
2910,217557,12632729,58.3,58.6,57.6,57.0,395,56.1,58.6,72.0,73.1888771,70.02531858,63.69820153
2911,318634,18868192,58.3,59.6,58.3,57.239999999999995,282,56.1,59.6,97.14285714,81.17353712,73.74139142,58.87710004
2912,187128,11131137,59.7,59.8,59.0,57.510000000000005,148,56.1,59.8,94.59459459,85.64722294,77.71000193,61.83555991
2913,444454,26736545,59.8,61.3,59.2,57.94,379,56.1,61.3,96.15384615,89.14943068,81.52314485,66.27057318
2914,215053,13074711,61.3,61.6,59.6,58.28000000000001,202,56.1,61.6,74.54545455,84.28143863,82.44257611,78.76485106
2915,107242,6452259,60.4,61.0,59.6,58.660000000000004,113,56.1,61.6,76.36363636,81.64217121,82.17577448,83.24298101
2916,175832,10473890,59.8,59.9,59.2,58.96,134,56.8,61.6,56.25,73.17811414,79.17655436,91.17343481
2917,178174,10649523,59.5,60.1,59.1,59.31,96,57.1,61.6,66.66666667,71.00763165,76.45358013,87.34547708
2918,79196,4757649,60.3,60.3,59.9,59.629999999999995,67,57.6,61.6,65.0,69.00508777,73.97074934,83.90207249
2919,167773,9989979,60.2,60.4,58.8,59.77,117,58.3,61.6,30.3030303,56.10440195,68.01530021,91.83709673
2920,40358,2368915,59.3,59.3,58.4,59.85,46,58.4,61.6,9.375,40.52793463,58.85284502,95.50266579
2921,47697,2806337,59.2,59.2,58.6,59.760000000000005,59,58.4,61.6,6.25,29.10195642,48.93588215,88.60373361
2922,58660,3444262,58.6,59.4,58.4,59.739999999999995,73,58.4,61.6,31.25,29.81797095,42.56324508,68.05379335
2923,60103,3548116,59.4,59.7,58.7,59.510000000000005,62,58.4,61.0,15.38461538,25.00685243,36.7111142,60.11963774
2924,105791,6174641,58.7,58.7,58.1,59.339999999999996,101,58.1,60.4,17.39130435,22.4683364,31.9635216,50.95389199
2925,32332,1890790,58.6,58.6,58.4,59.15,32,58.1,60.4,13.04347826,19.32671702,27.75125341,44.60032618
2926,45351,2654398,58.4,58.8,58.4,59.05,50,58.1,60.4,17.39130435,18.68157946,24.72802876,36.82092735
2927,57039,3347391,59.0,59.0,58.5,58.94,45,58.1,60.4,39.13043478,25.49786457,24.9846407,23.95819295
2928,51128,2994403,58.6,58.7,58.4,58.77,43,58.1,59.7,25.0,25.33190971,25.10039703,24.63737168
2929,184643,10997660,59.0,60.1,58.9,58.81999999999999,148,58.1,60.1,85.0,45.22127314,31.80735574,4.979520927
2930,64393,3861825,59.8,60.2,59.8,58.93000000000001,73,58.1,60.2,80.95238095,57.13164241,40.24878463,6.483069062
2931,102532,6063525,59.6,59.6,58.9,58.970000000000006,82,58.1,60.2,42.85714286,52.37347589,44.29034838,28.12409336
2932,32328,1908921,58.6,59.2,58.6,58.92,61,58.1,60.2,38.0952381,47.61406329,45.39825335,40.96663347
2933,97807,5761581,58.9,59.4,58.2,58.919999999999995,74,58.2,60.2,30.0,41.74270886,44.17973852,49.05379784
2934,28979,1698862,58.8,58.9,58.5,58.919999999999995,37,58.2,60.2,15.0,32.82847258,40.39598321,55.53100447
2935,42736,2491665,58.4,58.4,58.2,58.910000000000004,47,58.2,60.2,5.0,23.55231505,34.78142716,57.23965136
2936,92002,5388616,58.2,59.1,58.1,58.970000000000006,69,58.1,60.2,47.61904762,31.57455924,33.71247118,37.98829507
2937,77117,4556882,59.1,59.2,58.8,58.98,53,58.1,60.2,47.61904762,36.92272203,34.7825548,30.50222033
2938,62756,3722233,59.1,59.6,59.1,59.04,51,58.1,60.2,47.61904762,40.48816389,36.6844245,29.0769457
2939,55560,3277236,59.4,59.4,58.8,58.95,45,58.1,59.6,53.33333333,44.76988704,39.37957868,28.59896196
2940,100521,5942753,58.9,59.5,58.9,58.86999999999999,84,58.1,59.6,60.0,49.84659136,42.86858291,28.912566
2941,70836,4204748,59.1,59.6,59.1,58.92999999999999,84,58.1,59.6,100.0,66.56439424,50.76718668,19.17277157
2942,68778,4093932,59.5,59.7,59.2,59.0,63,58.1,59.7,93.75,75.62626283,59.0535454,25.90811054
X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J
