X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J
1218,4128264,121475074,29.45,29.55,29.35,29.35,2475,28.2,29.6,82.14285714,70.44828492,56.35606984,28.17163966
1219,2375027,69816619,29.4,29.5,29.3,29.35,1498,28.2,29.6,82.14285714,74.34647566,62.35287178,38.36566401
1220,2474582,72756241,29.4,29.5,29.35,29.35,1472,28.2,29.6,82.14285714,76.94526949,67.21700435,47.76047407
1221,1323771,38762848,29.35,29.4,29.2,29.3,905,28.2,29.6,78.57142857,77.48732252,70.64044374,56.94668618
1222,1404605,41060243,29.25,29.35,29.15,29.25,969,28.8,29.6,56.25,70.40821501,70.56303416,70.87267246
1223,2658398,77798790,29.25,29.35,29.1,29.25,1395,28.85,29.6,53.33333333,64.71658779,68.6142187,76.40948054
1224,2471581,71949190,29.15,29.25,29.05,29.1,1418,28.95,29.6,23.07692308,50.83669955,62.68837899,86.39173786
1225,2757820,80078369,29.1,29.15,29.0,29.05,1579,29.0,29.6,8.333333333,36.66891081,54.01522293,88.70784716
1226,5399068,156407455,29.05,29.1,28.8,29.05,2381,28.8,29.55,33.33333333,35.55705165,47.86249917,72.4733942
1227,2657409,77172407,29.15,29.2,29.0,29.0,1526,28.8,29.5,28.57142857,33.22851062,42.98450299,62.49648771
1228,4806156,139387460,29.0,29.2,28.9,28.95,2375,28.8,29.5,21.42857143,29.29519756,38.42140118,56.67380842
1229,3269354,94805991,29.0,29.1,28.95,29.0,2124,28.8,29.4,33.33333333,30.64124282,35.82801506,46.20155954
1230,4157722,120465748,29.0,29.1,28.9,29.0,2232,28.8,29.35,36.36363636,32.54870733,34.73491248,39.10732278
1231,2886007,83489252,28.95,29.05,28.8,29.05,2095,28.8,29.35,45.45454545,36.85065337,35.44015945,32.61917159
1232,4336167,126072535,29.05,29.15,28.95,29.15,2355,28.8,29.25,77.77777778,50.49302817,40.45778236,20.38729072
1233,7774253,227495332,29.15,29.4,29.0,29.35,4956,28.8,29.4,91.66666667,64.21757434,48.37771302,16.69799037
1234,2938000,85898623,29.2,29.35,29.15,29.25,1739,28.8,29.4,75.0,67.81171623,54.85571409,28.94370981
1235,2681425,78235868,29.25,29.3,29.1,29.2,1489,28.8,29.4,66.66666667,67.43003304,59.04715374,42.28139513
1236,1967408,57329121,29.2,29.3,29.1,29.2,1246,28.8,29.4,66.66666667,67.17557758,61.75662835,50.91872989
1237,3820505,111253407,29.2,29.25,29.05,29.15,2011,28.8,29.4,58.33333333,64.22816283,62.58047318,59.28509387
1238,3594147,104643856,29.1,29.2,29.05,29.15,1975,28.8,29.4,58.33333333,62.26321967,62.47472201,62.89772669
1239,9405238,274387943,29.15,29.3,29.05,29.2,2615,28.8,29.4,66.66666667,63.73103533,62.89349312,61.21840868
1240,6365646,186185535,29.25,29.35,29.15,29.35,2848,28.95,29.4,88.88888889,72.11698652,65.96799092,53.66999971
1241,7206017,212907902,29.5,29.75,29.4,29.4,3116,29.0,29.75,53.33333333,65.85576879,65.93058354,66.08021304
1242,6452465,191235729,29.5,29.8,29.4,29.7,2642,29.05,29.8,86.66666667,72.79273475,68.21796728,59.06843233
1243,4747693,141065021,29.8,29.8,29.6,29.6,2188,29.05,29.8,73.33333333,72.97293428,69.80295628,63.46300028
1244,6512870,194598587,29.7,30.0,29.6,29.95,3084,29.05,30.0,94.73684211,80.22757022,73.27782759,59.37834233
1245,17721661,538605054,30.1,30.7,30.1,30.6,7226,29.05,30.7,93.93939394,84.79817813,77.11794444,61.75747706
1246,11626253,351151988,30.6,30.7,29.95,30.05,5479,29.05,30.7,60.60606061,76.73413895,76.99000928,77.50174992
1247,7689497,227492859,29.6,29.8,29.3,29.5,3473,29.05,30.7,27.27272727,60.24700173,71.40900676,93.73301682
1248,17187946,512133195,29.6,30.2,29.45,29.65,3946,29.15,30.7,32.25806452,50.91735599,64.5784565,91.90065753
1249,4259772,126884254,29.5,29.95,29.5,29.9,2147,29.3,30.7,42.85714286,48.23061828,59.12917709,80.92629473
1250,5158141,153291512,29.65,29.9,29.55,29.9,2775,29.3,30.7,42.85714286,46.4394598,54.89927133,71.81889438
1251,3529588,104959475,29.9,29.9,29.65,29.65,1962,29.3,30.7,25.0,39.2929732,49.69717196,70.50556946
1252,3846849,113590002,29.65,29.65,29.3,29.55,1926,29.3,30.7,17.85714286,32.14769642,43.84734678,67.24664749
1253,3179568,93920822,29.55,29.7,29.45,29.65,1916,29.3,30.7,25.0,29.76513095,39.15327483,57.92956261
1254,3374300,100241338,29.85,29.85,29.6,29.75,1910,29.3,30.7,32.14285714,30.55770635,36.28808534,47.74884332
1255,3757049,112248578,29.85,29.95,29.8,29.9,2069,29.3,30.2,66.66666667,42.59402645,38.39006571,29.98214422
1256,4044788,120528750,29.9,29.95,29.65,29.75,1871,29.3,30.2,50.0,45.0626843,40.61427191,31.71744712
1257,5015291,148371951,29.8,29.85,29.5,29.5,2440,29.3,29.95,30.76923077,40.29819979,40.50891454,40.93034402
1258,5096253,149522096,29.45,29.5,29.25,29.3,2477,29.25,29.95,7.142857143,29.24641891,36.75474933,51.77141016
1259,4371317,127647102,29.25,29.3,29.15,29.15,2048,29.15,29.95,0.0,19.49761261,31.00237042,54.01188605
1260,4631258,135802364,29.2,29.45,29.15,29.45,2047,29.15,29.95,37.5,25.4984084,29.16771641,36.50633243
1261,8450928,247071614,29.4,29.6,29.1,29.15,2567,29.1,29.95,5.882352941,18.95972325,25.76505203,39.37570958
1262,2512778,73413484,29.2,29.3,29.15,29.3,1113,29.1,29.95,23.52941176,20.48295275,24.00435227,31.0471513
1263,2166820,63506211,29.3,29.4,29.15,29.35,876,29.1,29.95,29.41176471,23.45922341,23.82264265,24.54948113
1264,1720847,50543348,29.4,29.45,29.25,29.35,779,29.1,29.95,29.41176471,25.44340384,24.36289638,22.20188146
1265,1987553,58381311,29.45,29.45,29.3,29.35,851,29.1,29.85,33.33333333,28.07338034,25.59972436,20.65241242
1266,2094555,61504996,29.45,29.45,29.3,29.4,873,29.1,29.6,60.0,38.71558689,29.97167854,12.48386184
1267,2225493,65329343,29.35,29.45,29.25,29.45,941,29.1,29.6,70.0,49.14372459,36.36236056,10.79963249
1268,4423308,130762564,29.5,29.65,29.4,29.6,1675,29.1,29.65,90.90909091,63.06551337,45.26341149,9.65920775
