X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J
2900,1214564,67326972,54.9,56.0,54.8,56.0,914,54.0,56.5,80.0,53.41189761,44.59519335,26.96178481
2901,2400374,133813325,56.1,57.0,55.2,56.3,1805,54.0,57.0,76.66666667,61.1634873,50.117958,28.02689939
2902,2434097,135718930,56.5,56.5,55.5,55.5,1272,54.0,57.0,50.0,57.44232487,52.55941362,42.79359113
2903,1386510,76840575,55.6,55.9,55.1,55.2,2058,54.0,57.0,40.0,51.62821658,52.24901461,53.49061066
2904,923838,50837787,55.2,55.2,54.6,55.2,1530,54.0,57.0,40.0,47.75214438,50.75005787,56.74588483
2905,1323217,73405374,55.2,55.9,55.1,55.7,1530,54.0,57.0,56.66666667,50.72365181,50.74125585,50.77646392
2906,1102262,61377564,55.9,56.0,55.5,55.5,1194,54.1,57.0,48.27586207,49.9077219,50.4634112,51.5747898
2907,721325,40046574,55.5,55.9,55.2,55.9,963,54.3,57.0,59.25925926,53.02490102,51.31724114,47.90192138
2908,1758224,98009741,55.8,55.8,55.5,55.8,1015,54.6,57.0,50.0,52.01660068,51.55036098,50.6178816
2909,824056,45975508,55.9,56.0,55.6,55.8,1085,54.6,57.0,50.0,51.34440045,51.48170747,51.75632152
2910,6463579,372669654,56.0,59.1,56.0,59.1,5412,54.6,59.1,100.0,67.56293364,56.84211619,35.40048131
2911,4232667,245410463,59.1,59.1,57.2,58.2,6784,54.6,59.1,80.0,71.70862242,61.79761827,41.97560997
2912,1921490,111202737,58.0,58.5,57.5,57.8,1767,54.6,59.1,71.11111111,71.50945199,65.03489618,52.08578456
2913,1556801,89386757,58.0,58.0,57.2,57.3,2108,55.1,59.1,55.0,66.00630132,65.35869789,64.06349103
2914,1682454,96258960,57.8,57.8,57.0,57.2,1655,55.2,59.1,51.28205128,61.09821798,63.93853792,69.61917781
2915,1418870,81152506,57.2,57.7,56.9,57.7,1342,55.2,59.1,64.1025641,62.09966669,63.32558084,65.77740915
2916,2686563,153018966,57.9,57.9,56.5,56.8,3137,55.5,59.1,36.11111111,53.43681483,60.0293255,73.21434686
