X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J
2891,102341546,15217776965,144.5,155.0,142.5,147.5,58483,107.0,155.0,84.375,85.53314715,80.86653228,71.53330253
2892,61302854,9227956417,149.0,154.0,146.5,153.5,37849,111.0,155.0,96.59090909,89.2190678,83.65071078,72.51399676
2893,61411939,9469670202,152.5,157.5,150.5,151.5,34198,120.0,157.5,84.0,87.47937853,84.92693337,79.82204304
2894,66503905,10669325360,153.0,166.5,152.5,166.5,36260,125.5,166.5,100.0,91.65291902,87.16892858,78.20094771
2895,79405960,13607738415,169.0,176.0,166.5,176.0,45588,127.0,176.0,100.0,94.43527935,89.59104551,79.90257782
2896,73339274,12654830601,177.0,179.0,161.0,163.0,44413,127.0,179.0,69.23076923,86.03377598,88.405289,93.14831504
2897,68564561,11848859286,164.5,179.0,164.0,179.0,39176,129.5,179.0,100.0,90.68918398,89.16658732,86.12139401
2898,65008206,12417954136,185.0,196.5,180.5,196.5,38065,137.5,196.5,100.0,93.79278932,90.70865466,84.54038533
2899,89282534,18378187845,215.5,215.5,198.0,201.0,54562,142.5,215.5,80.1369863,89.24085498,90.2193881,92.17645433
2900,59128138,12531543769,204.0,219.0,203.0,210.0,38307,146.5,219.0,87.5862069,88.68930562,89.70936061,91.74947058
2901,51962706,10699790483,212.0,217.0,195.5,205.5,32435,150.5,219.0,80.2919708,85.89019401,88.43630508,93.5285272
2902,47894537,9397740416,210.0,211.5,187.0,193.5,32748,152.5,219.0,61.65413534,77.81150779,84.89470598,99.06110236
2903,45499109,8845473882,197.0,199.5,189.0,190.5,29895,161.0,219.0,50.86206897,68.82836151,79.53925782,100.9610504
2904,48350144,9122991273,190.5,198.0,181.5,197.0,31078,161.0,219.0,62.06896552,66.57522952,75.21791506,92.50328613
2905,34086951,6322060151,194.0,194.0,177.5,181.0,21035,164.0,219.0,30.90909091,54.68651665,68.37411559,95.74931346
2906,37764533,7002328293,179.0,190.0,177.0,181.0,22433,177.0,219.0,9.523809524,39.63228094,58.79350404,97.11595023
2907,38995078,7249158196,181.0,194.5,177.0,194.0,23096,177.0,219.0,40.47619048,39.91358412,52.5001974,77.67342396
2908,32213496,6136872180,190.0,196.0,185.5,191.0,24123,177.0,219.0,33.33333333,37.72016719,47.57352066,67.2802276
2909,44617041,8800952374,191.0,206.0,189.0,189.0,30243,177.0,217.0,30.0,35.14677813,43.43127315,60.0002632
2910,27511226,5403853267,192.0,199.5,192.0,198.5,18569,177.0,211.5,62.31884058,44.20413228,43.68889286,42.65841402
2911,38757320,7754777807,201.5,207.5,193.0,193.5,25146,177.0,207.5,54.09836066,47.5022084,44.95999804,39.87557731
2912,37892676,7664041531,200.0,206.5,197.0,206.0,23557,177.0,207.5,95.08196721,63.36212801,51.09404136,26.55786807
2913,21618279,4295667017,204.5,205.0,196.0,196.0,14584,177.0,207.5,62.29508197,63.00644599,55.06484291,39.18163673
2914,23463325,4525663523,198.5,200.5,186.0,190.5,19748,177.0,207.5,44.26229508,56.75839569,55.6293605,53.37129012
2915,13754473,2594742910,191.5,192.0,186.0,190.0,10872,177.0,207.5,42.62295082,52.04658073,54.43510058,59.21214027
2916,17612607,3235646628,187.0,187.5,179.5,184.5,12935,179.5,207.5,17.85714286,40.65010144,49.84010087,68.22009972
2917,18481379,3323759539,182.5,184.0,177.0,179.0,15167,177.0,207.5,6.557377049,29.28585998,42.98868724,70.39434175
2918,18914199,3403216570,179.0,183.5,176.5,176.5,13204,176.5,207.5,0.0,19.52390665,35.16709371,66.45346782
2919,32070933,5710503953,174.5,182.0,171.5,182.0,19917,171.5,207.5,29.16666667,22.73815999,31.0241158,47.59602743
2920,21923382,3908886468,177.5,183.0,172.5,183.0,13382,171.5,206.5,32.85714286,26.11115428,29.38646196,35.93707732
2921,20403144,3815252031,185.0,189.5,183.0,186.0,13452,171.5,205.0,43.28358209,31.83529688,30.20274027,26.93762704
2922,13594277,2494131080,183.0,188.5,179.0,187.0,11841,171.5,200.5,53.44827586,39.03962321,33.14836792,21.36585733
2923,16524715,3065673107,186.0,189.5,182.0,184.5,12201,171.5,192.0,63.41463415,47.16462685,37.82045423,19.13210898
2924,27978434,5313298878,187.5,194.5,186.5,190.0,18072,171.5,194.5,80.43478261,58.25467877,44.63186241,17.38622968
2925,20447278,3695228060,187.5,188.0,177.0,178.5,14358,171.5,194.5,30.43478261,48.98138005,46.08170162,40.28234477
2926,13825329,2458988759,180.5,181.5,175.0,177.0,15730,171.5,194.5,23.91304348,40.62526786,44.26289037,51.53813539
2927,37551611,7092601001,182.5,194.5,180.5,194.5,23147,171.5,194.5,100.0,60.41684524,49.64754199,28.1089355
2928,29453689,5704385780,197.0,197.5,188.0,188.5,18138,172.5,197.5,64.0,61.61123016,53.63543805,37.68385383
2929,13568971,2559662872,192.0,192.0,185.5,187.5,16427,175.0,197.5,55.55555556,59.59267196,55.62118269,47.67820414
2930,18511299,3562907642,190.0,196.0,186.0,194.0,17094,175.0,197.5,84.44444444,67.87659612,59.7063205,43.36576925
2931,21215312,3952349835,192.0,194.0,180.0,180.0,20086,175.0,197.5,22.22222222,52.65847149,57.35703749,66.75416951
2932,33889295,6488330809,180.5,198.0,180.0,198.0,20089,175.0,198.0,100.0,68.43898099,61.05101866,46.275094
2933,62678472,13163196276,204.0,217.5,201.5,217.5,35008,175.0,217.5,100.0,78.95932066,67.02045266,43.14271666
2934,101428240,22612210867,219.0,229.5,216.0,225.5,66080,175.0,229.5,92.66055046,83.52639726,72.52243419,50.51450806
2935,55602613,12573533189,226.0,234.0,216.5,217.0,35261,180.0,234.0,68.51851852,78.52377101,74.5228798,66.52109737
2936,57849096,13257294937,223.0,238.5,220.5,238.5,34073,180.0,238.5,100.0,85.68251401,78.24275787,63.36324559
2937,79592073,19328985883,243.0,250.5,234.0,243.0,55532,180.0,250.5,89.36170213,86.90891005,81.13147526,69.57660569
2938,53691189,13249227122,248.5,251.5,241.0,243.0,32876,180.0,251.5,88.11188811,87.30990274,83.19095109,74.95304779
2939,34388436,8508768208,247.0,250.5,243.0,249.0,21810,180.0,251.5,96.5034965,90.37443399,85.58544539,76.00746818
2940,41073243,10123321335,253.0,255.5,238.0,238.5,26495,180.0,255.5,77.48344371,86.07743723,85.74944267,85.09345355
2941,27084104,6520142002,239.0,245.5,236.0,245.5,19429,201.5,255.5,81.48148148,84.54545198,85.34811244,86.95343336
2942,20302291,4848691661,243.0,243.5,236.0,238.0,13239,216.0,255.5,55.69620253,74.9290355,81.87508679,95.76718938
