X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J
2901,25756275,436831697,16.8,17.05,16.8,16.9,6655,16.5,17.4,44.44444444,35.82898186,33.30277593,28.25036408
2902,20294011,344991806,17.0,17.15,16.85,16.9,5692,16.55,17.4,41.17647059,37.6114781,34.73900999,28.99407376
2903,28315158,473771496,17.0,17.05,16.6,16.6,9582,16.55,17.4,5.882352941,27.03510305,32.17104101,42.44291693
2904,35139080,571649813,16.5,16.55,16.15,16.25,10319,16.15,17.4,8.0,20.6900687,28.34405024,43.65201332
2905,15755987,258951967,16.3,16.6,16.3,16.35,4495,16.15,17.4,16.0,19.12671247,25.27160432,37.56138801
2906,21297612,346035705,16.45,16.45,16.2,16.25,4671,16.15,17.15,10.0,16.08447498,22.20922787,34.45873365
2907,17236624,278417949,16.25,16.3,16.05,16.2,5338,16.05,17.15,13.63636364,15.26843786,19.8956312,29.15001787
2908,61753581,1034145848,16.25,17.05,16.15,16.95,14020,16.05,17.15,81.81818182,37.45168585,25.74764942,2.339576553
2909,78117730,1329154658,17.0,17.35,16.55,17.2,16030,16.05,17.35,88.46153846,54.45497005,35.3167563,-2.959671219
2910,196651612,3550448689,17.65,18.45,17.6,18.1,45342,16.05,18.45,85.41666667,64.77553559,45.13634939,5.857977
2911,322520068,6126191771,18.4,19.4,18.35,18.95,77871,16.05,19.4,86.56716418,72.03941179,54.10403686,18.233287
2912,221310491,4279414518,19.5,19.7,18.9,19.1,51723,16.05,19.7,83.56164384,75.8801558,61.36274317,32.32791791
2913,206681189,4072452976,19.7,20.1,19.2,19.2,51956,16.05,20.1,77.77777778,76.51269646,66.4127276,46.21278989
2914,123187394,2405955604,19.75,19.8,19.25,19.55,31239,16.05,20.1,86.41975309,79.81504867,70.88016796,53.01040654
2915,395616714,8167388963,20.1,21.25,19.85,21.0,92796,16.05,21.25,95.19230769,84.94080168,75.56704586,56.81953424
2916,429905066,9308781110,21.3,22.1,20.75,22.05,109050,16.15,22.1,99.15966387,89.68042241,80.27150471,61.45366932
2917,574169179,13009471760,22.2,23.5,21.85,23.2,139047,16.55,23.5,95.68345324,91.68143268,84.07481404,68.86157674
2918,619864827,15243023370,23.1,25.35,23.0,25.35,153787,17.6,25.35,100.0,94.45428846,87.53463884,73.69533962
2919,632140388,15874707020,25.75,26.0,24.2,25.55,156119,18.35,26.0,94.11764706,94.34207466,89.80378411,80.72720303
2920,501406261,12860443303,25.8,26.5,24.65,26.4,120490,18.9,26.5,98.68421053,95.78945328,91.79900717,83.81811495
2921,1142092988,31606506568,26.4,29.0,26.2,27.1,253358,19.2,29.0,80.6122449,90.73038382,91.44279939,92.86763052
2922,636385489,17890507842,27.5,29.15,27.1,29.0,148850,19.25,29.15,98.48484848,93.31520537,92.06693472,89.5703934
2923,521734347,14882188131,28.75,29.1,27.8,28.35,122031,19.85,29.15,91.39784946,92.67608674,92.26998539,91.45778269
2924,448414133,12488992625,28.2,28.6,27.25,27.65,107106,20.75,29.15,82.14285714,89.16501021,91.23499366,95.37496057
2925,409683201,11434248810,27.85,28.9,27.25,27.45,90184,21.85,29.15,76.71232877,85.01411639,89.16136791,97.45587093
2926,363248600,10166501742,27.45,28.35,27.3,27.75,81747,23.0,29.15,77.23577236,82.42133505,86.91469029,95.90140076
