data,volume,price,open,high,low,close,diff,times,result,Prediction_Result
109/06/17,34692968,10922017056,316.5,317.0,313.5,315.0,0.00,16218,0,0.47904191616766467
109/06/18,35443474,11123108346,314.5,315.0,313.0,314.5,X0.00,11897,0,0.4471057884231537
109/06/19,48130280,15102300186,314.0,314.5,312.0,314.5,0.00,12915,0,0.4550898203592814
109/06/22,37374616,11722688924,314.5,316.5,312.0,312.0,-2.50,18836,0,0.49500998003992014
109/06/23,41300084,12981121544,316.0,316.5,312.5,315.0,+3.00,15959,1,0.37924151696606784
109/06/24,55464024,17641164202,319.0,320.0,316.0,317.5,+2.50,27086,1,0.5329341317365269
109/06/29,56672892,17695228688,314.0,315.0,310.0,312.0,-5.50,30558,0,0.5429141716566867
109/06/30,49241860,15386428040,313.5,314.0,311.0,313.0,+1.00,16165,1,0.49700598802395207
109/07/01,29685342,9400765756,315.0,318.0,314.0,317.5,+4.50,15617,1,0.5389221556886228
109/07/02,37789178,12119073560,319.0,322.0,318.0,322.0,+4.50,18355,1,0.48303393213572854
109/07/03,55656987,18280314743,327.0,330.5,326.5,329.5,+7.50,30235,1,0.5449101796407185
109/07/06,57256220,19200718243,332.5,338.0,332.0,338.0,+8.50,31866,1,0.5548902195608783
109/07/07,59046323,20143258406,343.5,346.0,338.0,338.5,+0.50,32076,1,0.5429141716566867
109/07/08,33813218,11522915649,337.5,342.5,337.5,341.0,+2.50,16673,1,0.5049900199600799
109/07/09,37410376,12912747970,346.0,347.0,343.0,345.0,+4.00,20205,1,0.48902195608782434
109/07/10,60902108,21298923681,352.5,353.0,345.5,348.5,+3.50,32227,1,0.5189620758483033
109/07/13,49459523,17425372488,351.0,354.5,350.5,354.5,+6.00,23217,1,0.5189620758483033
109/07/14,63030150,22602878292,355.0,364.0,354.5,363.5,+9.00,30996,1,0.4930139720558882
109/07/15,75105362,27486789803,366.0,370.0,361.0,363.0,-0.50,37607,0,0.5109780439121756
109/07/16,68582512,24506038172,359.0,361.0,353.5,357.5,-5.50,35598,0,0.5329341317365269
109/07/17,66403485,24244495853,361.0,369.0,360.0,367.0,+9.50,36729,1,0.5249500998003992
109/07/20,44940238,16487970674,370.0,370.0,362.5,366.0,-1.00,23335,0,0.48902195608782434
109/07/21,64440128,24491627162,372.5,387.0,371.5,383.0,+17.00,40266,1,0.500998003992016
109/07/22,43959670,16844625030,381.0,386.0,379.0,384.0,+1.00,25530,1,0.46706586826347307
109/07/23,45397282,17302637512,382.0,383.0,379.0,381.5,-2.50,22916,0,0.48502994011976047
109/07/24,90988734,35368857726,390.0,395.0,382.0,386.0,+4.50,45099,1,0.4810379241516966
109/07/27,103315640,43637877952,420.5,424.5,416.5,424.5,+38.50,49294,1,0.47704590818363274
109/07/28,172157746,77804668620,464.0,466.5,428.5,435.0,+10.50,92239,1,0.4311377245508982
109/07/29,88641166,37649278004,428.0,431.5,419.5,422.0,-13.00,53111,0,0.47904191616766467
109/07/30,69936949,30329225735,436.5,441.0,428.5,434.0,+12.00,36627,1,0.530938123752495
109/07/31,50484674,21567922126,426.0,432.0,425.5,425.5,-8.50,27653,0,0.5469061876247505
109/08/03,77288571,32339719000,420.5,424.0,415.0,416.0,-9.50,43360,0,0.499001996007984
109/08/04,41697445,17600499460,421.5,425.5,418.5,425.5,+9.50,22250,1,0.4411177644710579
109/08/05,47460834,20356413204,430.5,433.5,426.0,429.0,+3.50,24715,1,0.499001996007984
109/08/06,43443627,18877761758,437.5,438.0,431.0,435.0,+6.00,22414,1,0.4471057884231537
109/08/07,37611388,16218241255,433.5,434.0,428.0,433.0,-2.00,19739,0,0.5369261477045908
109/08/10,36067500,15674843876,427.5,437.5,427.5,435.5,+2.50,21342,1,0.49500998003992014
109/08/11,34545313,14918017903,432.0,435.0,429.0,429.0,-6.50,20297,0,0.5449101796407185
109/08/12,53980474,22721731886,422.0,423.5,419.0,419.0,-10.00,32761,0,0.5289421157684631
109/08/13,45669335,19514322038,428.0,429.0,424.5,429.0,+10.00,21499,1,0.47305389221556887
109/08/14,24259947,10332447763,424.0,428.0,423.0,427.0,-2.00,12642,0,0.4750499001996008
109/08/17,34607731,14930831216,427.0,435.0,425.5,435.0,+8.00,20823,1,0.5349301397205589
109/08/18,45504160,19824413320,440.0,440.5,432.0,433.0,-2.00,21119,0,0.469061876247505
109/08/19,31486800,13574970200,436.0,436.5,427.5,427.5,-5.50,18279,0,0.5668662674650699
109/08/20,75155235,31353886930,427.0,427.5,401.0,415.0,-12.50,45670,0,0.5109780439121756
109/08/21,41956467,17770610338,421.5,427.0,420.0,424.5,+9.50,23059,1,0.47305389221556887
109/08/24,49199406,21139093710,427.5,434.5,425.0,428.0,+3.50,24672,1,0.5149700598802395
109/08/25,37024899,16076146369,433.5,436.0,430.5,434.5,+6.50,22035,1,0.47904191616766467
109/08/26,41406340,18169230108,435.5,442.0,435.0,442.0,+7.50,25305,1,0.4590818363273453
109/08/27,57206712,25658355402,448.0,453.5,444.0,444.0,+2.00,31575,1,0.5169660678642715
109/08/28,57039210,24868453700,440.0,440.5,431.0,435.0,-9.00,35253,0,0.5349301397205589
109/08/31,88569538,38106113563,437.0,439.5,426.5,426.5,-8.50,28294,0,0.47305389221556887
109/09/01,50129577,21681382412,430.0,435.0,428.0,435.0,+8.50,17137,1,0.562874251497006
109/09/02,42013407,18268716092,441.0,441.0,430.5,433.0,-2.00,20242,0,0.5069860279441117
109/09/03,40683617,17768951582,439.5,439.5,433.5,436.0,+3.00,17810,1,0.47904191616766467
109/09/04,51349911,22051596821,427.0,432.5,427.0,429.0,-7.00,27893,0,0.5429141716566867
109/09/07,39854584,17060627028,428.0,432.5,425.0,426.0,-3.00,20003,0,0.5089820359281437
109/09/08,23714670,10208232440,428.0,433.0,427.5,431.0,+5.00,12440,1,0.4291417165668663
109/09/09,40727362,17312991408,425.0,428.0,423.0,427.0,-4.00,21740,0,0.4311377245508982
109/09/10,35281921,15275112115,432.5,435.0,430.5,435.0,+8.00,18244,1,0.5528942115768463
109/09/11,34893469,15171902036,435.5,436.5,432.5,436.5,+1.50,14647,1,0.5129740518962076
109/09/14,39325833,17282659859,436.0,442.0,435.5,441.0,+4.50,19854,1,0.5249500998003992
109/09/15,39661449,17608049536,440.5,447.0,439.5,445.0,+4.00,21845,1,0.4630738522954092
109/09/16,70608238,32379722344,460.0,462.0,455.5,458.0,+13.00,38172,1,0.5209580838323353
109/09/17,44420506,20006793320,453.0,455.0,446.5,448.5,X0.00,26718,0,0.47704590818363274
109/09/18,52999922,23598268654,447.0,449.5,443.0,444.0,-4.50,20849,0,0.5169660678642715
109/09/21,40193920,17842486882,443.5,450.0,440.0,440.0,-4.00,25834,0,0.46706586826347307
109/09/22,36842639,16140184501,440.0,441.0,436.0,437.0,-3.00,22692,0,0.49101796407185627
109/09/23,47426963,20592831368,436.0,438.5,432.0,433.5,-3.50,27828,0,0.5169660678642715
109/09/24,82510381,35076048246,425.5,429.0,423.0,423.0,-10.50,54922,0,0.499001996007984
109/09/25,41263269,17522224043,427.0,428.0,421.0,424.0,+1.00,23290,1,0.4630738522954092
109/09/28,34427479,14758341446,427.0,431.5,424.5,431.5,+7.50,19286,1,0.564870259481038
109/09/29,42730502,18419905574,432.5,435.0,428.0,431.0,-0.50,18647,0,0.48303393213572854
109/09/30,28859204,12496613056,430.5,435.0,430.5,433.0,+2.00,14203,1,0.5688622754491018
109/10/05,33238832,14450407588,438.0,438.0,431.5,432.5,-0.50,18148,0,0.5688622754491018
109/10/06,36276395,15935558262,441.5,442.0,437.5,439.5,+7.00,20189,1,0.5469061876247505
109/10/07,44691239,19693987093,435.0,445.0,435.0,443.0,+3.50,24438,1,0.49500998003992014
109/10/08,60853811,27461867933,450.0,454.0,448.5,453.0,+10.00,37378,1,0.5109780439121756
109/10/12,67645223,31061721030,458.0,462.0,457.5,460.0,+7.00,36118,1,0.5409181636726547
109/10/13,46303738,21346346714,465.0,465.0,456.5,462.0,+2.00,25938,1,0.46706586826347307
109/10/14,52677241,24157138176,460.5,461.0,457.0,459.0,-3.00,22599,0,0.4810379241516966
109/10/15,49987278,22668836399,456.0,456.5,450.0,453.0,-6.00,23794,0,0.5109780439121756
109/10/16,48274801,21775749575,451.0,456.0,448.5,449.0,-4.00,26602,0,0.49101796407185627
109/10/19,34846906,15854021670,453.0,457.5,451.0,457.5,+8.50,17112,1,0.5169660678642715
109/10/20,26567638,12065806730,455.5,457.0,451.0,451.0,-6.50,12725,0,0.4431137724550898
109/10/21,29906921,13561798906,453.5,456.0,451.0,453.0,+2.00,15490,1,0.5209580838323353
109/10/22,25285547,11435937453,450.0,455.0,449.5,455.0,+2.00,10354,1,0.4291417165668663
109/10/23,18777385,8516604326,458.0,458.0,451.5,452.0,-3.00,9909,0,0.48303393213572854
109/10/26,15800622,7136001014,455.0,455.0,450.0,450.0,-2.00,17664,0,0.500998003992016
109/10/27,31795010,14213282507,447.5,448.5,445.5,447.0,-3.00,30644,0,0.5029940119760479
109/10/28,26221663,11660544725,445.0,447.0,443.0,444.0,-3.00,35598,0,0.4491017964071856
109/10/29,43075387,18832675652,436.5,439.5,435.5,437.0,-7.00,55027,0,0.47904191616766467
109/10/30,49770771,21614729093,437.0,437.0,432.0,432.0,-5.00,46871,0,0.5568862275449101
109/11/02,34539576,14901775161,433.0,435.5,428.0,435.5,+3.50,35704,1,0.5229540918163673
109/11/03,31461727,13852498196,439.5,443.0,438.0,441.0,+5.50,21031,1,0.5029940119760479
109/11/04,37929652,16969841989,444.5,451.5,443.0,450.0,+9.00,30087,1,0.4870259481037924
109/11/05,36539446,16404944484,451.5,451.5,445.5,451.0,+1.00,24764,1,0.4870259481037924
109/11/06,32644190,14788989058,455.0,455.5,450.0,452.5,+1.50,20999,1,0.5209580838323353
109/11/09,43415670,19865414906,458.0,460.0,454.0,458.5,+6.00,27868,1,0.47704590818363274
109/11/10,36786882,16610287996,452.0,454.5,448.5,451.0,-7.50,31009,0,0.48303393213572854
109/11/11,40355804,18326545251,448.5,457.0,448.5,457.0,+6.00,23150,1,0.47305389221556887
109/11/12,57993774,26690353577,463.0,463.5,457.5,458.0,+1.00,28011,1,0.5169660678642715
109/11/13,31483881,14478873331,459.0,462.0,456.5,462.0,+4.00,21663,1,0.5069860279441117
109/11/16,83380911,39658459663,470.0,484.5,469.0,484.0,+22.00,67363,1,0.49700598802395207
109/11/17,75763870,37446278783,502.0,506.0,485.5,485.5,+1.50,68560,1,0.5029940119760479
109/11/18,56607501,27883387314,490.0,497.0,486.5,497.0,+11.50,38186,1,0.5149700598802395
109/11/19,47345316,23320435165,499.0,499.0,490.0,490.0,-7.00,40198,0,0.4750499001996008
109/11/20,35242579,17191897556,486.0,490.0,486.0,488.0,-2.00,30557,0,0.5089820359281437
109/11/23,43708352,21661263304,494.5,498.5,492.0,496.5,+8.50,26794,1,0.4590818363273453
109/11/24,38630079,19113408398,499.5,500.0,491.5,492.0,-4.50,34407,0,0.530938123752495
109/11/25,47179640,23142083458,495.0,495.5,487.0,487.0,-5.00,40066,0,0.47305389221556887
109/11/26,31844322,15606951086,489.0,493.5,488.0,489.0,+2.00,19587,1,0.562874251497006
109/11/27,35196829,17205872680,487.5,492.0,486.5,489.0,0.00,21314,0,0.4930139720558882
109/11/30,149311778,72095050187,493.0,493.5,480.5,480.5,-8.50,49362,0,0.4251497005988024
109/12/01,38341265,18719729411,489.5,490.0,483.5,490.0,+9.50,24827,1,0.5129740518962076
109/12/02,60208035,29970556095,499.5,500.0,493.5,499.0,+9.00,35624,1,0.5149700598802395
109/12/03,36919644,18369786608,499.5,499.5,495.0,497.0,-2.00,25651,0,0.48303393213572854
109/12/04,54471042,27307472890,498.5,505.0,497.5,503.0,+6.00,35708,1,0.5349301397205589
109/12/07,45493551,23243392840,512.0,515.0,506.0,514.0,+11.00,34767,1,0.4870259481037924
109/12/08,41830257,21673267551,514.0,525.0,509.0,524.0,+10.00,35895,1,0.5029940119760479
109/12/09,46831705,24416275048,521.0,524.0,520.0,520.0,-4.00,31749,0,0.47704590818363274
109/12/10,43991133,22516917355,511.0,515.0,510.0,512.0,-8.00,49079,0,0.48902195608782434
109/12/11,51296611,26259941709,517.0,517.0,505.0,516.0,+4.00,50929,1,0.5129740518962076
109/12/14,30809747,15703026732,512.0,513.0,508.0,508.0,-8.00,33415,0,0.5169660678642715
109/12/15,43059899,21780400998,507.0,510.0,504.0,504.0,-4.00,43967,0,0.47305389221556887
109/12/16,53661282,27504184031,509.0,515.0,507.0,512.0,+8.00,30574,1,0.5049900199600799
109/12/17,39285785,20052530030,515.0,515.0,508.0,508.0,X0.00,34785,0,0.5189620758483033
109/12/18,40625502,20690792789,508.0,512.0,507.0,510.0,+2.00,20638,1,0.4810379241516966
109/12/21,35153138,18033402498,512.0,517.0,508.0,516.0,+6.00,21765,1,0.500998003992016
109/12/22,25632245,13125205685,512.0,516.0,509.0,509.0,-7.00,25973,0,0.4111776447105788
109/12/23,18320849,9321219765,508.0,511.0,506.0,509.0,0.00,16428,0,0.5149700598802395
109/12/24,15218008,7759366699,511.0,512.0,508.0,510.0,+1.00,12743,1,0.5349301397205589
109/12/25,12581145,6449612552,514.0,515.0,510.0,511.0,+1.00,14988,1,0.4530938123752495
109/12/28,19520886,10023145125,512.0,515.0,509.0,515.0,+4.00,16675,1,0.4870259481037924
109/12/29,20226736,10409159045,515.0,517.0,513.0,515.0,0.00,17187,0,0.4810379241516966
109/12/30,46705107,24306881615,516.0,525.0,514.0,525.0,+10.00,33173,1,0.48502994011976047
109/12/31,31173332,16437646054,526.0,530.0,524.0,530.0,+5.00,25138,1,0.5249500998003992
110/01/04,39489959,21127581248,530.0,540.0,528.0,536.0,+6.00,33316,1,0.5129740518962076
110/01/05,34839391,18761831567,536.0,542.0,535.0,542.0,+6.00,28512,1,0.5508982035928144
110/01/06,55614434,30572783229,555.0,555.0,541.0,549.0,+7.00,55462,1,0.5149700598802395
110/01/07,53392763,30018630685,554.0,570.0,553.0,565.0,+16.00,47905,1,0.5109780439121756
110/01/08,62957148,36339702855,580.0,580.0,571.0,580.0,+15.00,56426,1,0.49101796407185627
110/01/11,52771778,30535694908,577.0,584.0,574.0,584.0,+4.00,49539,1,0.5049900199600799
110/01/12,52605212,30958142918,583.0,597.0,582.0,591.0,+7.00,59595,1,0.5049900199600799
110/01/13,75707681,45419255149,595.0,605.0,593.0,605.0,+14.00,59966,1,0.5069860279441117
110/01/14,90309708,53477747672,587.0,597.0,587.0,592.0,-13.00,111849,0,0.47904191616766467
110/01/15,100998199,61876473170,621.0,625.0,601.0,601.0,+9.00,105961,1,0.47904191616766467
110/01/18,50388664,30406611574,608.0,608.0,594.0,607.0,+6.00,49008,1,0.5189620758483033
110/01/19,52947466,32934404720,618.0,632.0,613.0,627.0,+20.00,55490,1,0.5029940119760479
110/01/20,95484470,61279319857,633.0,650.0,631.0,647.0,+20.00,95577,1,0.4810379241516966
110/01/21,97590371,64624578866,640.0,679.0,640.0,673.0,+26.00,115004,1,0.4810379241516966
110/01/22,134238314,88023707664,649.0,665.0,649.0,649.0,-24.00,235186,0,0.4930139720558882
110/01/25,98608285,62583576696,642.0,646.0,626.0,633.0,-16.00,154134,0,0.4810379241516966
110/01/26,114797609,71638808826,632.0,640.0,610.0,617.0,-16.00,177764,0,0.46506986027944114
110/01/27,72823691,44931754892,618.0,625.0,611.0,615.0,-2.00,77274,0,0.5109780439121756
110/01/28,104181514,62647021616,600.0,608.0,598.0,601.0,-14.00,157835,0,0.4750499001996008
110/01/29,96875889,58399782288,619.0,619.0,591.0,591.0,-10.00,129394,0,0.4810379241516966
110/02/01,70161939,42004241697,595.0,612.0,587.0,611.0,+20.00,81346,1,0.5189620758483033
110/02/02,80724207,50938461582,629.0,638.0,622.0,632.0,+21.00,82687,1,0.49700598802395207
110/02/03,59763227,37926170035,638.0,642.0,630.0,630.0,-2.00,56515,0,0.500998003992016
110/02/04,47547873,29765963971,626.0,632.0,620.0,627.0,-3.00,44668,0,0.4870259481037924
110/02/05,57350831,36435290641,638.0,641.0,631.0,632.0,+5.00,51140,1,0.5189620758483033
110/02/17,115578402,76728732025,663.0,668.0,660.0,663.0,+31.00,91925,1,0.46506986027944114
110/02/18,54520341,36024245089,664.0,665.0,656.0,660.0,-3.00,49914,0,0.5189620758483033
110/02/19,51651844,33676514428,656.0,657.0,647.0,652.0,-8.00,63171,0,0.5089820359281437
110/02/22,39512078,25885948680,660.0,662.0,650.0,650.0,-2.00,47116,0,0.48502994011976047
110/02/23,52868029,33779796222,641.0,643.0,633.0,641.0,-9.00,73349,0,0.5029940119760479
110/02/24,80010637,50333904697,627.0,636.0,625.0,625.0,-16.00,138264,0,0.49500998003992014
110/02/25,45279276,28634410089,636.0,636.0,628.0,635.0,+10.00,46506,1,0.48303393213572854
110/02/26,137933162,84194194399,611.0,618.0,606.0,606.0,-29.00,212428,0,0.46107784431137727
110/03/02,57792973,35565213485,621.0,622.0,609.0,609.0,+3.00,71325,1,0.5149700598802395
110/03/03,61171387,37550028241,609.0,622.0,601.0,622.0,+13.00,57677,1,0.49500998003992014
110/03/04,75508388,45662897489,609.0,611.0,601.0,601.0,-21.00,143916,0,0.5069860279441117
110/03/05,85579527,50968119396,588.0,605.0,584.0,601.0,0.00,127693,0,0.48502994011976047
110/03/08,47676630,28737004484,608.0,610.0,598.0,598.0,-3.00,84570,0,0.48502994011976047
110/03/09,74471341,43957092621,585.0,595.0,585.0,595.0,-3.00,119867,0,0.5109780439121756
110/03/10,41735443,24904320192,601.0,601.0,593.0,597.0,+2.00,54196,1,0.45109780439121755
110/03/11,55462783,33584884382,596.0,612.0,595.0,609.0,+12.00,47948,1,0.5149700598802395
110/03/12,33876990,20780886905,615.0,618.0,609.0,614.0,+5.00,36145,1,0.5668662674650699
110/03/15,29767904,18194081208,614.0,614.0,609.0,611.0,-3.00,26753,0,0.5149700598802395
110/03/16,37780820,23074187740,610.0,613.0,607.0,613.0,+2.00,37573,1,0.4930139720558882
110/03/17,43942131,26638906800,612.0,612.0,602.0,604.0,X0.00,68585,0,0.47904191616766467
110/03/18,30223846,18286667342,606.0,609.0,602.0,602.0,-2.00,31677,0,0.5389221556886228
110/03/19,74960854,44407634402,594.0,598.0,591.0,591.0,-11.00,106938,0,0.5109780439121756
110/03/22,35931375,21250445678,588.0,598.0,586.0,593.0,+2.00,55005,1,0.5369261477045908
110/03/23,31933358,19057386513,597.0,603.0,593.0,594.0,+1.00,36423,1,0.5708582834331337
110/03/24,115318351,66559451738,571.0,582.0,571.0,576.0,-18.00,242138,0,0.46506986027944114
110/03/25,74225812,42594849855,572.0,581.0,570.0,575.0,-1.00,115951,0,0.5109780439121756
110/03/26,37937242,22271364837,582.0,592.0,580.0,590.0,+15.00,49718,1,0.5069860279441117
110/03/29,40573913,24302039570,599.0,602.0,596.0,599.0,+9.00,44500,1,0.46107784431137727
110/03/30,34686346,20661203325,600.0,600.0,592.0,597.0,-2.00,46755,0,0.5528942115768463
110/03/31,44454672,26217366895,596.0,597.0,587.0,587.0,-10.00,70527,0,0.47704590818363274
110/04/01,45972766,27520742963,598.0,602.0,594.0,602.0,+15.00,48170,1,0.4810379241516966
110/04/06,37664216,23045132094,615.0,616.0,608.0,610.0,+8.00,42422,1,0.48902195608782434
110/04/07,28140964,17175949080,614.0,614.0,608.0,610.0,0.00,28395,0,0.48303393213572854
110/04/08,26658283,16217570357,606.0,613.0,603.0,613.0,+3.00,32098,1,0.4491017964071856
110/04/09,31601619,19344167081,618.0,618.0,609.0,610.0,-3.00,28920,0,0.5548902195608783
110/04/12,23319822,14155495430,612.0,613.0,603.0,605.0,-5.00,33422,0,0.4311377245508982
110/04/13,27386926,16638680378,604.0,613.0,604.0,605.0,0.00,30438,0,0.4590818363273453
110/04/14,31144922,18868308243,608.0,612.0,600.0,612.0,+7.00,41234,1,0.5688622754491018
110/04/15,36394255,22332532476,612.0,619.0,607.0,619.0,+7.00,40541,1,0.5109780439121756
110/04/16,49952191,30335377876,610.0,611.0,603.0,610.0,-9.00,67601,0,0.5249500998003992
110/04/19,25234976,15224292755,605.0,607.0,601.0,603.0,-7.00,43094,0,0.4491017964071856
110/04/20,36655069,21969721089,598.0,602.0,595.0,602.0,-1.00,54247,0,0.5169660678642715
110/04/21,41893725,24933016553,599.0,599.0,592.0,592.0,-10.00,92840,0,0.46107784431137727
110/04/22,38094824,22626436436,596.0,598.0,591.0,591.0,-1.00,64897,0,0.5109780439121756
110/04/23,29004756,17336162729,592.0,602.0,590.0,602.0,+11.00,29147,1,0.5189620758483033
110/04/26,32426908,19673836650,605.0,610.0,603.0,610.0,+8.00,35286,1,0.5808383233532934
110/04/27,26761401,16274064043,608.0,611.0,605.0,610.0,0.00,25203,0,0.4491017964071856
110/04/28,24601487,14833592900,606.0,608.0,601.0,602.0,-8.00,32198,0,0.4311377245508982
110/04/29,35756460,21579514979,609.0,609.0,600.0,600.0,-2.00,30756,0,0.5389221556886228
110/05/03,46801189,27676378065,595.0,597.0,588.0,588.0,-12.00,104468,0,0.47704590818363274
110/05/04,45507479,26756714081,588.0,594.0,582.0,591.0,+3.00,69833,1,0.47904191616766467
110/05/05,31786592,18603594408,594.0,594.0,585.0,585.0,-6.00,52496,0,0.5508982035928144
110/05/06,33165446,19405281385,590.0,590.0,580.0,587.0,+2.00,69578,1,0.5588822355289421
110/05/07,28719597,17131817777,594.0,600.0,589.0,599.0,+12.00,30063,1,0.5129740518962076
110/05/10,21365583,12626811276,596.0,597.0,588.0,589.0,-10.00,43154,0,0.4411177644710579
110/05/11,66035839,37939364597,579.0,580.0,570.0,571.0,-18.00,184838,0,0.5109780439121756
110/05/12,138328672,76325765887,567.0,571.0,518.0,560.0,-11.00,223058,0,0.46107784431137727
110/05/13,71519430,39495488180,547.0,563.0,541.0,547.0,-13.00,105026,0,0.5149700598802395
110/05/14,38625148,21474513930,556.0,562.0,552.0,557.0,+10.00,52919,1,0.5189620758483033
110/05/17,58446847,32066868553,544.0,558.0,541.0,549.0,-8.00,76808,0,0.5149700598802395
110/05/18,44584258,25226153189,563.0,573.0,555.0,572.0,+23.00,52152,1,0.47704590818363274
110/05/19,29610174,16832735286,571.0,572.0,565.0,567.0,-5.00,34443,0,0.5069860279441117
110/05/20,36605692,20670883290,567.0,571.0,560.0,567.0,0.00,32301,0,0.5209580838323353
110/05/21,28009899,16016851343,572.0,577.0,568.0,573.0,+6.00,27050,1,0.46506986027944114
110/05/24,15981036,9090836697,570.0,572.0,566.0,568.0,-5.00,20189,0,0.5129740518962076
110/05/25,35445350,20525932956,576.0,584.0,573.0,583.0,+15.00,39032,1,0.5469061876247505
110/05/26,19555305,11433686898,587.0,588.0,581.0,585.0,+2.00,21034,1,0.3972055888223553
110/05/27,70061002,40643804852,580.0,582.0,573.0,582.0,-3.00,37545,0,0.5129740518962076
110/05/28,30720737,18082265480,587.0,592.0,582.0,590.0,+8.00,31581,1,0.5449101796407185
110/05/31,31557426,18751716595,595.0,597.0,590.0,597.0,+7.00,29798,1,0.5469061876247505
110/06/01,18405285,10985893229,598.0,599.0,595.0,598.0,+1.00,20318,1,0.40718562874251496
110/06/02,22416789,13362065937,600.0,600.0,593.0,595.0,-3.00,25170,0,0.41317365269461076
110/06/03,31703679,18939839664,600.0,600.0,596.0,596.0,+1.00,20749,1,0.5608782435129741
110/06/04,16072580,9521252157,591.0,595.0,590.0,595.0,-1.00,19112,0,0.47305389221556887
110/06/07,17729179,10471176330,594.0,595.0,583.0,592.0,-3.00,25364,0,0.48502994011976047
110/06/08,14083552,8312653665,590.0,595.0,588.0,589.0,-3.00,14051,0,0.5768463073852296
110/06/09,21575159,12618113390,586.0,588.0,583.0,586.0,-3.00,36405,0,0.44510978043912175
110/06/10,29741770,17696413894,591.0,599.0,587.0,599.0,+13.00,30487,1,0.5269461077844312
110/06/11,24940705,15011140567,602.0,603.0,600.0,602.0,+3.00,25271,1,0.4311377245508982
110/06/15,30245897,18415370774,607.0,609.0,606.0,609.0,+7.00,33515,1,0.5489021956087824
110/06/16,28624508,17401326587,608.0,608.0,605.0,605.0,-4.00,25816,0,0.4930139720558882
110/06/17,26477032,15924656516,601.0,606.0,598.0,606.0,X0.00,21061,0,0.4431137724550898
110/06/18,42036170,25373026235,608.0,608.0,601.0,603.0,-3.00,16899,0,0.45109780439121755
110/06/21,47339695,27749202661,590.0,594.0,583.0,583.0,-20.00,109204,0,0.4750499001996008
110/06/22,30578091,17786329582,585.0,588.0,578.0,578.0,-5.00,56057,0,0.5508982035928144
110/06/23,36386023,21500052844,583.0,598.0,581.0,595.0,+17.00,34454,1,0.5329341317365269
110/06/24,19322765,11435647488,598.0,598.0,588.0,590.0,-5.00,18494,0,0.437125748502994
110/06/25,19140086,11355715486,598.0,598.0,589.0,591.0,+1.00,16850,1,0.42714570858283435
110/06/28,15401977,9056869217,590.0,590.0,586.0,590.0,-1.00,20825,0,0.500998003992016
110/06/29,30837548,18350027611,598.0,598.0,591.0,595.0,+5.00,24078,1,0.5329341317365269
110/06/30,34021380,20301841661,599.0,599.0,595.0,595.0,0.00,20097,0,0.5548902195608783
110/07/01,18719706,11116195742,596.0,597.0,591.0,593.0,-2.00,20565,0,0.3932135728542914
110/07/02,19633718,11562140245,590.0,593.0,587.0,588.0,-5.00,24056,0,0.4311377245508982
110/07/05,30274105,17957255325,588.0,597.0,588.0,591.0,+3.00,21836,1,0.5189620758483033
110/07/06,13830591,8185167307,595.0,596.0,589.0,592.0,+1.00,15751,1,0.5469061876247505
110/07/07,17329148,10250342169,590.0,594.0,588.0,594.0,+2.00,18023,1,0.5229540918163673
110/07/08,21596183,12733045117,595.0,595.0,588.0,588.0,-6.00,23352,0,0.42714570858283435
110/07/09,30602492,17821338170,582.0,585.0,580.0,584.0,-4.00,51232,0,0.5489021956087824
110/07/12,33011596,19612592644,595.0,597.0,590.0,593.0,+9.00,28636,1,0.5588822355289421
110/07/13,54894335,33158730436,600.0,608.0,599.0,607.0,+14.00,60121,1,0.5189620758483033
110/07/14,39670241,24276719505,613.0,615.0,608.0,613.0,+6.00,43173,1,0.47704590818363274
110/07/15,23057868,14117908308,613.0,614.0,608.0,614.0,+1.00,29913,1,0.42714570858283435
110/07/16,61882128,36562482701,591.0,595.0,588.0,589.0,-25.00,86192,0,0.499001996007984
110/07/19,43248966,25135531384,583.0,584.0,578.0,582.0,-7.00,86753,0,0.4491017964071856
110/07/20,16352855,9502338666,579.0,584.0,579.0,581.0,-1.00,27956,0,0.45109780439121755
110/07/21,26476215,15440430690,586.0,586.0,580.0,585.0,+4.00,32757,1,0.45109780439121755
110/07/22,27075950,16014166571,589.0,594.0,587.0,591.0,+6.00,23365,1,0.4630738522954092
110/07/23,15705191,9206201715,592.0,592.0,583.0,585.0,-6.00,23635,0,0.500998003992016
110/07/26,22442745,13089591086,591.0,591.0,580.0,580.0,-5.00,37826,0,0.4231536926147705
110/07/27,18925325,10997959654,581.0,584.0,580.0,580.0,0.00,20197,0,0.4091816367265469
110/07/28,39744486,22884618824,576.0,579.0,573.0,579.0,-1.00,75078,0,0.48502994011976047
110/07/29,25014772,14525643464,585.0,585.0,577.0,583.0,+4.00,26868,1,0.4251497005988024
110/07/30,26141286,15170421873,581.0,582.0,578.0,580.0,-3.00,16353,0,0.4530938123752495
110/08/02,24948096,14593329483,583.0,590.0,580.0,590.0,+10.00,19791,1,0.47305389221556887
110/08/03,28104984,16655446605,594.0,594.0,590.0,594.0,+4.00,20221,1,0.49700598802395207
110/08/04,23714971,14132827829,598.0,598.0,594.0,596.0,+2.00,18228,1,0.47305389221556887
110/08/05,15673765,9343887536,598.0,598.0,593.0,596.0,0.00,15495,0,0.499001996007984
110/08/06,13994018,8275142201,596.0,596.0,588.0,591.0,-5.00,13742,0,0.5588822355289421
